"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"RSM00020967","1964-05","70.167","72.517","17.8","SEYAHA, RS","","","","","","","","","","","","","20","4,S","0","4,S","0","4,S","","","","","","","19640517",",4,S","","","","","","","7.8","4,S,17,","","","","","-5.37","4,,,S","",""
"RSM00020967","1964-06","70.167","72.517","17.8","SEYAHA, RS","","","","","","","","","0","5,S","20","5,S","","","","","","","19640601",",5,S","","","","","","","-10.0","5,S,01,","","","","","","","","","","","","","-2.72","5,,,S"
"RSM00020967","1964-07","70.167","72.517","17.8","SEYAHA, RS","","","","","","","","","","","","","0","4,S","2","4,S","0","4,S","","","","","","","19640706",",4,S","","","","","","","22.8","4,S,06,","","","","","12.84","4,,,S","",""
"RSM00020967","1964-09","70.167","72.517","17.8","SEYAHA, RS","","","","","","","","","","","","","3","2,S","0","2,S","0","2,S","","","","","","","19640905",",2,S","","","","","","","11.1","2,S,05,","","","","","6.75","2,,,S","",""
"RSM00020967","1965-07","70.167","72.517","17.8","SEYAHA, RS","","","","","","","","","","","","","0","5,S","2","5,S","0","5,S","","","","","","","19650722",",5,S","","","","","","","25.0","5,S,22,","","","","","14.15","5,,,S","",""
"RSM00020967","1965-09","70.167","72.517","17.8","SEYAHA, RS","","","","","","","","","","","","","0","5,S","0","5,S","0","5,S","","","","","","","19650902",",5,S","","","","","","","8.9","5,S,02,","","","","","4.56","5,,,S","",""
"RSM00020967","1966-04","70.167","72.517","17.8","SEYAHA, RS","10","5,S","3","5,S","0","5,S","","","","","","","","","","","","","","","","","19660403",",5,S","","","","","","","24.9","5,,S,03,","","","48.5","5,,,S","","","","","",""
"RSM00020967","1966-06","70.167","72.517","17.8","SEYAHA, RS","","","","","","","","","","","","","4","2,S","0","2,S","0","2,S","","","","","","","19660628",",2,S","","","","","","","8.9","2,S,28,","","","","","2.02","2,,,S","",""
"RSM00020967","1966-07","70.167","72.517","17.8","SEYAHA, RS","13","5,S","3","5,S","0","5,S","","","","","","","0","3,S","1","3,S","0","3,S","","","","","19660708",",5,S","19660717",",3,S","","","","","23.1","5,,S,08,","22.2","3,S,17,","41.5","5,,,S","","","11.70","3,,,S","",""
"RSM00020967","1966-10","70.167","72.517","17.8","SEYAHA, RS","24","4,S","7","4,S","0","4,S","","","","","","","24","5,S","0","5,S","0","5,S","","","","","19661026",",4,S","19661002",",5,S","","","","","22.1","4,,S,26,","2.2","5,S,02,","84.5","4,,,S","","","-9.06","5,,,S","",""
