"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"UK000003005","1929-10","60.1331","-1.1831","82.0","LERWICK, UK","","","","","","","","","","","","","0","3,S","0","3,S","","","","","","","19291028",",3,S","","","","","","","1.7","3,S,28,","","","","","","","","","","","","","","","","","5.98","3,,,S"
"UK000003005","1929-11","60.1331","-1.1831","82.0","LERWICK, UK","","","","","","","","","","","","","0","1,S","1","1,S","","","","","","","19291118",",1,S","","","","","","","0.0","1,S,18,","","","","","","","","","","","","","","","","","5.64","1,,,S"
"UK000003005","1929-12","60.1331","-1.1831","82.0","LERWICK, UK","","","","","","","","","","","","","0","4,S","0","4,S","","","","","","","19291227",",4,S","","","","","","","0.6","4,S,27,","","","","","","","","","","","","","","","","","4.40","4,,,S"
"UK000003005","1930-02","60.1331","-1.1831","82.0","LERWICK, UK","","","","","","","","","","","","","0","2,S","3","2,S","","","","","","","19300216",",2,S","","","","","","","-1.1","2,S,16,","","","","","","","","","","","","","","","","","2.39","2,,,S"
"UK000003005","1930-04","60.1331","-1.1831","82.0","LERWICK, UK","","","","","","","","","","","","","0","1,S","0","1,S","","","","","","","19300421","+,1,S","","","","","","","2.8","1,S,21,+","","","","","","","","","","","","","","","","","5.19","1,,,S"
"UK000003005","1930-05","60.1331","-1.1831","82.0","LERWICK, UK","","","","","","","","","","","","","0","1,S","0","1,S","","","","","","","19300508",",1,S","","","","","","","1.7","1,S,08,","","","","","","","","","","","","","","","","","6.16","1,,,S"
"UK000003005","1930-06","60.1331","-1.1831","82.0","LERWICK, UK","","","","","","","","","","","","","0","3,S","0","3,S","","","","","","","19300613",",3,S","","","","","","","6.7","3,S,13,","","","","","","","","","","","","","","","","","9.77","3,,,S"
"UK000003005","1930-07","60.1331","-1.1831","82.0","LERWICK, UK","","","","","","","","","","","","","0","1,S","0","1,S","","","","","","","19300731","+,1,S","","","","","","","8.9","1,S,31,+","","","","","","","","","","","","","","","","","10.78","1,,,S"
"UK000003005","1930-08","60.1331","-1.1831","82.0","LERWICK, UK","","","","","","","","","","","","","0","1,S","0","1,S","","","","","","","19300801",",1,S","","","","","","","8.9","1,S,01,","","","","","","","","","","","","","","","","","11.60","1,,,S"
"UK000003005","1930-09","60.1331","-1.1831","82.0","LERWICK, UK","","","","","","","","","","","","","0","3,S","0","3,S","","","","","","","19300927",",3,S","","","","","","","5.6","3,S,27,","","","","","","","","","","","","","","","","","10.08","3,,,S"
"UK000003005","1930-11","60.1331","-1.1831","82.0","LERWICK, UK","","","","","","","","","","","","","0","4,S","4","4,S","","","","","","","19301117",",4,S","","","","","","","-2.2","4,S,17,","","","","","","","","","","","","","","","","","3.00","4,,,S"
"UK000003005","1930-12","60.1331","-1.1831","82.0","LERWICK, UK","","","0.0",",G","","","","","","","","","0",",G","0",",G","0",",G","0",",G","0",",G","19301223","+,,G","","","","","19301219",",,G","0.6",",G,23,+","","","","","10.0",",G,19,","","","404.9",",G","","","5.27",",G","6.99",",,,G","3.55",",,,G"
"UK000003005","1931-01","60.1331","-1.1831","82.0","LERWICK, UK","0.0","G","0.0","2,G","","","","","","","","","0","1,G","15","1,G","0","1,G","0","1,G","0","1,G","19310114",",1,G","","","","","19310110",",1,G","-3.9","1,G,14,","","","","","8.3","1,G,10,","","","460.3","1,G","","","2.49","2,G","4.97","1,,,G","0.02","1,,,G"
