"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"RSM00029532","1936-01","56.25","84.0","113.0","KOZEVNIKOVO, RS","10",",I","1",",I","0",",I","","","","","","","","","","","","","","","","","19360105",",,I","","","","","","","3.0",",,I,05,","","","10.0",",,,I","","","",""
"RSM00029532","1936-02","56.25","84.0","113.0","KOZEVNIKOVO, RS","7",",I","1",",I","0",",I","","","","","","","","","","","","","","","","","19360201",",,I","","","","","","","5.8",",,I,01,","","","12.3",",,,I","","","",""
"RSM00029532","1936-03","56.25","84.0","113.0","KOZEVNIKOVO, RS","5",",I","0",",I","0",",I","","","","","","","","","","","","","","","","","19360307",",,I","","","","","","","0.8",",,I,07,","","","3.2",",,,I","","","",""
"RSM00029532","1936-04","56.25","84.0","113.0","KOZEVNIKOVO, RS","6",",I","1",",I","0",",I","","","","","","","","","","","","","","","","","19360414",",,I","","","","","","","5.3",",,I,14,","","","12.1",",,,I","","","",""
"RSM00029532","1936-05","56.25","84.0","113.0","KOZEVNIKOVO, RS","11",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","19360504",",,I","","","","","","","11.4",",,I,04,","","","41.8",",,,I","","","",""
"RSM00029532","1936-06","56.25","84.0","113.0","KOZEVNIKOVO, RS","10",",I","6",",I","0",",I","","","","","","","","","","","","","","","","","19360624",",,I","","","","","","","9.1",",,I,24,","","","39.6",",,,I","","","",""
"RSM00029532","1936-07","56.25","84.0","113.0","KOZEVNIKOVO, RS","9",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","19360715",",,I","","","","","","","10.9",",,I,15,","","","34.7",",,,I","","","",""
"RSM00029532","1936-08","56.25","84.0","113.0","KOZEVNIKOVO, RS","14",",I","8",",I","1",",I","","","","","","","","","","","","","","","","","19360810",",,I","","","","","","","33.9",",,I,10,","","","124.6",",,,I","","","",""
"RSM00029532","1936-09","56.25","84.0","113.0","KOZEVNIKOVO, RS","11",",I","4",",I","0",",I","","","","","","","","","","","","","","","","","19360909",",,I","","","","","","","8.9",",,I,09,","","","28.5",",,,I","","","",""
"RSM00029532","1936-10","56.25","84.0","113.0","KOZEVNIKOVO, RS","4",",I","0",",I","0",",I","","","","","","","","","","","","","","","","","19361027",",,I","","","","","","","1.6",",,I,27,","","","4.9",",,,I","","","",""
"RSM00029532","1936-11","56.25","84.0","113.0","KOZEVNIKOVO, RS","20",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","19361107",",,I","","","","","","","11.4",",,I,07,","","","44.0",",,,I","","","",""
"RSM00029532","1936-12","56.25","84.0","113.0","KOZEVNIKOVO, RS","14",",I","0",",I","0",",I","","","","","","","","","","","","","","","","","19361227","+,,I","","","","","","","2.2",",,I,27,+","","","14.8",",,,I","","","",""
"RSM00029532","1937-01","56.25","84.0","113.0","KOZEVNIKOVO, RS","9",",I","1",",I","0",",I","","","","","","","","","","","","","","","","","19370105",",,I","","","","","","","2.9",",,I,05,","","","11.5",",,,I","","","",""
"RSM00029532","1937-02","56.25","84.0","113.0","KOZEVNIKOVO, RS","5",",I","2",",I","0",",I","","","","","","","","","","","","","","","","","19370214",",,I","","","","","","","5.3",",,I,14,","","","12.2",",,,I","","","",""
