"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00043261","1912-08","36.99574","-119.70691","131.1","FRIANT GOVERNMENT CAMP, CA US","","","","","","","","","","","","","","","","","","","0",",6","31",",6","31",",6","","","","","","","","","","","19120813","+,,6","","","","","","","","","41.7",",6,13,+","","","","","","","","","","","","","","","","","37.10",",,,6","","","",""
"USC00043261","1912-09","36.99574","-119.70691","131.1","FRIANT GOVERNMENT CAMP, CA US","","","","","","","","","","","","","","","","","","","0",",6","30",",6","18",",6","","","","","","","","","","","19120918",",,6","","","","","","","","","37.2",",6,18,","","","","","","","","","","","","","","","","","32.34",",,,6","","","",""
"USC00043261","1912-10","36.99574","-119.70691","131.1","FRIANT GOVERNMENT CAMP, CA US","","","","","","","","","","","","","","","","","","","0",",6","29",",6","8",",6","","","","","","","","","","","19121018",",,6","","","","","","","","","36.7",",6,18,","","","","","","","","","","","","","","","","","27.47",",,,6","","","",""
"USC00043261","1912-11","36.99574","-119.70691","131.1","FRIANT GOVERNMENT CAMP, CA US","","","","","","","","","","","","","","","","","","","0","2,6","5","2,6","0","2,6","","","","","","","","","","","19121128","+,2,6","","","","","","","","","23.9","2,6,28,+","","","","","","","","","","","","","","","","","13.57","2,,,6","","","",""
"USC00043261","1912-12","36.99574","-119.70691","131.1","FRIANT GOVERNMENT CAMP, CA US","","","","","","","","","","","","","","","","","","","0",",6","0",",6","0",",6","1","","","","","","","","","","19121219",",,6","","","","","","","","","20.0",",6,19,","","","","","","","","","","","","","","","","","14.56",",,,6","","","",""
"USC00043261","1913-01","36.99574","-119.70691","131.1","FRIANT GOVERNMENT CAMP, CA US","","","","","4",",6","4",",6","0",",6","","","","","","","","","0",",6","0",",6","0",",6","1","","","","","","","","19130117",",,6","19130128",",,6","","","","","","","19.6",",,6,17,","18.3",",6,28,","","","","","","","","","","","57.0",",,,6","","","","","11.47",",,,6","","","",""
"USC00043261","1913-02","36.99574","-119.70691","131.1","FRIANT GOVERNMENT CAMP, CA US","","","","","5",",6","5",",6","0",",6","","","","","","","","","0",",6","6",",6","0",",6","2","","","","","","","","19130225",",,6","19130216","+,,6","","","","","","","20.3",",,6,25,","21.1",",6,16,+","","","","","","","","","","","61.5",",,,6","","","","","15.25",",,,6","","","",""
"USC00043261","1913-03","36.99574","-119.70691","131.1","FRIANT GOVERNMENT CAMP, CA US","","","","","5",",6","3",",6","0",",6","","","","","","","","","0",",6","10",",6","0",",6","","","","","","","","","19130323",",,6","19130330","+,,6","","","","","","","13.0",",,6,23,","25.6",",6,30,+","","","","","","","","","","","29.2",",,,6","","","","","18.10",",,,6","","","",""
"USC00043261","1913-04","36.99574","-119.70691","131.1","FRIANT GOVERNMENT CAMP, CA US","","","","","4",",6","3",",6","0",",6","","","","","","","","","0",",6","27",",6","3",",6","","","","","","","","","19130414",",,6","19130425",",,6","","","","","","","21.6",",,6,14,","33.3",",6,25,","","","","","","","","","","","40.4",",,,6","","","","","24.82",",,,6","","","",""
"USC00043261","1913-05","36.99574","-119.70691","131.1","FRIANT GOVERNMENT CAMP, CA US","","","","","1",",6","1",",6","0",",6","","","","","","","","","0",",6","29",",6","13",",6","","","","","","","","","19130527",",,6","19130526","+,,6","","","","","","","11.2",",,6,27,","37.8",",6,26,+","","","","","","","","","","","11.2",",,,6","","","","","28.62",",,,6","","","",""
"USC00043261","1913-06","36.99574","-119.70691","131.1","FRIANT GOVERNMENT CAMP, CA US","","","","","","","","","","","","","","","","","","","0",",6","29",",6","21",",6","","","","","","","","","","","19130630","+,,6","","","","","","","","","37.8",",6,30,+","","","","","","","","","","","","","","","","","32.49",",,,6","","","",""
