"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00013883","1948-01","33.94225","-81.11802","68.3","COLUMBIA METROPOLITAN AIRPORT, SC US","","","","","","","","","","","0.0","0","0.0",",X","12",",X","6",",X","2",",X","0",",X","0",",X","0",",X","21",",X","0",",X","2",",X","0",",X","12","","","","19480115",",,X","19480131","+,,X","19480124","+,,X","1","","19480113",",,X","19480101",",,X","-11.1",",X,15,","0",",T,X,31,+","0",",T,X,24,+","31.0",",,X,13,","23.3",",X,01,","","","426.0",",X","116.3",",,,X","","","","","","","","","0",",T,,X","4.59",",X","10.47",",,,X","-1.29",",,,X","","","","","","","","","","","","","","","","","",""
"USW00013883","1948-02","33.94225","-81.11802","68.3","COLUMBIA METROPOLITAN AIRPORT, SC US","","","","","","","","","","","4.2","0","4.2",",X","15",",X","7",",X","1",",X","0",",X","0",",X","0",",X","9",",X","0",",X","8",",X","0",",X","22","","","","19480202","+,,X","19480209",",,X","19480210","+,,X","","","19480209",",,X","19480228",",,X","-5.6",",X,02,+","0",",T,X,09,","3",",,X,10,+","42.9",",,X,09,","27.8",",X,28,","","","283.0",",X","139.0",",,,X","","","","","","","","","6",",,,X","8.72",",X","14.66",",,,X","2.78",",,,X","","","","","","","","","","","","","","","","","",""
"USW00013883","1948-03","33.94225","-81.11802","68.3","COLUMBIA METROPOLITAN AIRPORT, SC US","","","","","","","","","","","26.5","0","22.3",",X","13",",X","10",",X","3",",X","0",",X","0",",X","0",",X","4",",X","0",",X","15",",X","0",",X","14","","","","19480329",",,X","19480331","+,,X","19480331","+,,X","6","","19480316",",,X","19480321",",,X","-1.7",",X,29,","0",",,X,31,+","0",",,X,31,+","43.2",",,X,16,","31.1",",X,21,","","","139.9",",X","194.9",",,,X","","","","","","","","","0",",,,X","14.54",",X","20.56",",,,X","8.52",",,,X","","","","","","","","","","","","","","","","","",""
"USW00013883","1948-04","33.94225","-81.11802","68.3","COLUMBIA METROPOLITAN AIRPORT, SC US","","","","","","","","","","","82.7","0","56.2",",X","8",",X","2",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","27",",X","4",",X","7","","","","19480404",",,X","19480430","+,,X","19480430","+,,X","3","","19480401",",,X","19480427","+,,X","2.8",",X,04,","0",",,X,30,+","0",",,X,30,+","25.7",",,X,01,","32.2",",X,27,+","","","30.8",",X","38.1",",,,X","","","","","","","","","0",",,,X","19.18",",X","26.20",",,,X","12.16",",,,X","","","","","","","","","","","","","","","","","",""
"USW00013883","1948-05","33.94225","-81.11802","68.3","COLUMBIA METROPOLITAN AIRPORT, SC US","","","","","","","","","","","213.8","0","131.1",",X","12",",X","8",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","6",",X","17","","","","19480508",",,X","19480531","+,,X","19480531","+,,X","11","","19480525",",,X","19480521",",,X","6.7",",X,08,","0",",,X,31,+","0",",,X,31,+","37.1",",,X,25,","36.1",",X,21,","","","2.8",",X","142.3",",,,X","","","","","","","","","0",",,,X","22.47",",X","29.35",",,,X","15.60",",,,X","","","","","","","","","","","","","","","","","",""
"USW00013883","1948-06","33.94225","-81.11802","68.3","COLUMBIA METROPOLITAN AIRPORT, SC US","","","","","","","","","","","469.2","0","255.4",",X","7",",X","4",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","22",",X","9","","","","19480611","+,,X","19480630","+,,X","19480630","+,,X","14","","19480622",",,X","19480626",",,X","13.3",",X,11,+","0",",,X,30,+","0",",,X,30,+","45.7",",,X,22,","38.9",",X,26,","","","0.0",",X","69.9",",,,X","","","","","","","","","0",",,,X","26.85",",X","34.02",",,,X","19.67",",,,X","","","","","","","","","","","","","","","","","",""
"USW00013883","1948-07","33.94225","-81.11802","68.3","COLUMBIA METROPOLITAN AIRPORT, SC US","","","","","","","","","","","788.1","0","318.9",",0","11",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","24",",0","7","","","","19480703",",,0","19480731","+,,0","19480731","+,,0","17","","19480716",",,0","19480707","+,,0","18.9",",0,03,","0",",,0,31,+","0",",,0,31,+","19.3",",,0,16,","38.9",",0,07,+","0.0","0","0.0",",0","66.1",",,,0","","","","","","","","","0",",,,0","28.62",",0","34.48",",,,0","22.75",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013883","1948-08","33.94225","-81.11802","68.3","COLUMBIA METROPOLITAN AIRPORT, SC US","","","","","","","","","","","1037.3","0","249.2",",0","10",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","22",",0","20","","","","19480807",",,0","19480831","+,,0","19480831","+,,0","8","","19480816",",,0","19480830","+,,0","15.0",",0,07,","0",",,0,31,+","0",",,0,31,+","16.8",",,0,16,","38.9",",0,30,+","0.0","0","0.0",",0","70.1",",,,0","","","","","","","","","0",",,,0","26.37",",0","32.90",",,,0","19.84",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013883","1948-09","33.94225","-81.11802","68.3","COLUMBIA METROPOLITAN AIRPORT, SC US","","","","","","","","","","","1163.1","0","125.8",",0","11",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","5",",0","18","","","","19480918",",,0","19480930","+,,0","19480930","+,,0","3","","19480906",",,0","19480921",",,0","11.1",",0,18,","0",",,0,30,+","0",",,0,30,+","53.1",",,0,06,","35.0",",0,21,","3.3","0","3.3",",0","185.2",",,,0","","","","","","","","","0",",,,0","22.42",",0","28.14",",,,0","16.69",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013883","1948-10","33.94225","-81.11802","68.3","COLUMBIA METROPOLITAN AIRPORT, SC US","","","","","","","","","","","1173.9","0","10.8",",0","8",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","16","","","","19481020",",,0","19481031","+,,0","19481031","+,,0","","","19481004",",,0","19481014","+,,0","0.6",",0,20,","0",",,0,31,+","0",",,0,31,+","55.6",",,0,04,","27.8",",0,14,+","105.4","0","102.1",",0","88.9",",,,0","","","","","","","","","0",",,,0","15.39",",0","23.31",",,,0","7.47",",,,0","","","","","","","","","","","","","","","","","",""
