"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00014767","1858-02","40.31627","-75.98868","97.5","READING 4 SW, PA US","","","","","3",",Z","3",",Z","0",",Z","","","2",",Z","","","","","","","","","","","","","","","","","","","18580220",",,Z","","","18580220",",,Z","","","","","","","198",",,Z,20,","22.9",",,Z,20,","","","","","","","35.6",",,,Z","","","237",",,,Z","","","","","","","","","","","","","","","",""
"USW00014767","1858-03","40.31627","-75.98868","97.5","READING 4 SW, PA US","","","","","5",",Z","3",",Z","0",",Z","","","1",",Z","","","","","","","","","","","","","","","","","","","18580308",",,Z","","","18580308",",,Z","","","","","","","81",",,Z,08,","6.9",",,Z,08,","","","","","","","22.5",",,,Z","","","81",",,,Z","","","","","","","","","","","","","","","",""
"USW00014767","1858-04","40.31627","-75.98868","97.5","READING 4 SW, PA US","","","","","10",",Z","6",",Z","1",",Z","","","0",",Z","","","","","","","","","","","","","","","","","","","18580430","+,,Z","","","18580413",",,Z","","","","","","","0",",,Z,30,+","26.2",",,Z,13,","","","","","","","75.5",",,,Z","","","0",",,,Z","","","","","","","","","","","","","","","",""
"USW00014767","1869-07","40.31627","-75.98868","97.5","READING 4 SW, PA US","","","","","11",",Z","9",",Z","0",",Z","","","0",",Z","","","","","","","","","","","","","","","","","","","18690731","+,,Z","","","18690718",",,Z","","","","","","","0",",,Z,31,+","11.4",",,Z,18,","","","","","","","55.9",",,,Z","","","0",",,,Z","","","","","","","","","","","","","","","",""
"USW00014767","1869-08","40.31627","-75.98868","97.5","READING 4 SW, PA US","","","","","4",",Z","4",",Z","0",",Z","","","0",",Z","","","","","","","","","","","","","","","","","","","18690831","+,,Z","","","18690828",",,Z","","","","","","","0",",,Z,31,+","10.2",",,Z,28,","","","","","","","26.0",",,,Z","","","0",",,,Z","","","","","","","","","","","","","","","",""
"USW00014767","1869-09","40.31627","-75.98868","97.5","READING 4 SW, PA US","","","","","7",",Z","4",",Z","1",",Z","","","0",",Z","","","","","","","","","","","","","","","","","","","18690930","+,,Z","","","18690926",",,Z","","","","","","","0",",,Z,30,+","81.3",",,Z,26,","","","","","","","122.8",",,,Z","","","0",",,,Z","","","","","","","","","","","","","","","",""
"USW00014767","1869-10","40.31627","-75.98868","97.5","READING 4 SW, PA US","","","","","7",",Z","4",",Z","2",",Z","","","0",",Z","","","","","","","","","","","","","","","","","","","18691030","+,,Z","","","18691004",",,Z","","","","","","","0",",T,Z,30,+","170.9",",,Z,04,","","","","","","","241.0",",,,Z","","","0",",T,,Z","","","","","","","","","","","","","","","",""
"USW00014767","1869-11","40.31627","-75.98868","97.5","READING 4 SW, PA US","","","","","7",",Z","5",",Z","1",",Z","","","1",",Z","","","","","","","","","","","","","","","","","","","18691114",",,Z","","","18691120",",,Z","","","","","","","43",",,Z,14,","29.2",",,Z,20,","","","","","","","71.7",",,,Z","","","74",",,,Z","","","","","","","","","","","","","","","",""
"USW00014767","1869-12","40.31627","-75.98868","97.5","READING 4 SW, PA US","","","","","10",",Z","8",",Z","1",",Z","","","4",",Z","","","","","","","","","","","","","","","","","","","18691206",",,Z","","","18691218",",,Z","","","","","","","201",",,Z,06,","33.0",",,Z,18,","","","","","","","138.1",",,,Z","","","315",",,,Z","","","","","","","","","","","","","","","",""
"USW00014767","1870-01","40.31627","-75.98868","97.5","READING 4 SW, PA US","","","","","10",",Z","6",",Z","1",",Z","","","1",",Z","","","","","","","","","","","","","","","","","","","18700131",",,Z","","","18700102",",,Z","","","","","","","48",",,Z,31,","26.7",",,Z,02,","","","","","","","100.8",",,,Z","","","53",",,,Z","","","","","","","","","","","","","","","",""
"USW00014767","1870-02","40.31627","-75.98868","97.5","READING 4 SW, PA US","","","","","6",",Z","6",",Z","4",",Z","","","3",",Z","","","","","","","","","","","","","","","","","","","18700209",",,Z","","","18700209",",,Z","","","","","","","259",",,Z,09,","41.9",",,Z,09,","","","","","","","148.4",",,,Z","","","328",",,,Z","","","","","","","","","","","","","","","",""
"USW00014767","1870-03","40.31627","-75.98868","97.5","READING 4 SW, PA US","","","","","7",",Z","5",",Z","2",",Z","","","4",",Z","","","","","","","","","","","","","","","","","","","18700307",",,Z","","","18700316",",,Z","","","","","","","91",",,Z,07,","48.8",",,Z,16,","","","","","","","117.1",",,,Z","","","193",",,,Z","","","","","","","","","","","","","","","",""
"USW00014767","1870-04","40.31627","-75.98868","97.5","READING 4 SW, PA US","","","","","8",",Z","6",",Z","1",",Z","","","1",",Z","","","","","","","","","","","","","","","","","","","18700405",",,Z","","","18700418",",,Z","","","","","","","122",",,Z,05,","111.8",",,Z,18,","","","","","","","164.0",",,,Z","","","122",",,,Z","","","","","","","","","","","","","","","",""
"USW00014767","1870-05","40.31627","-75.98868","97.5","READING 4 SW, PA US","","","","","14",",Z","7",",Z","0",",Z","","","0",",Z","","","","","","","","","","","","","","","","","","","18700531","+,,Z","","","18700528",",,Z","","","","","","","0",",,Z,31,+","20.3",",,Z,28,","","","","","","","99.3",",,,Z","","","0",",,,Z","","","","","","","","","","","","","","","",""
"USW00014767","1870-06","40.31627","-75.98868","97.5","READING 4 SW, PA US","","","","","13",",Z","11",",Z","1",",Z","","","0",",Z","","","","","","","","","","","","","","","","","","","18700630","+,,Z","","","18700616",",,Z","","","","","","","0",",,Z,30,+","33.0",",,Z,16,","","","","","","","144.5",",,,Z","","","0",",,,Z","","","","","","","","","","","","","","","",""
"USW00014767","1870-07","40.31627","-75.98868","97.5","READING 4 SW, PA US","","","","","11",",Z","6",",Z","1",",Z","","","0",",Z","","","","","","","","","","","","","","","","","","","18700731","+,,Z","","","18700712",",,Z","","","","","","","0",",,Z,31,+","26.7",",,Z,12,","","","","","","","95.1",",,,Z","","","0",",,,Z","","","","","","","","","","","","","","","",""
"USW00014767","1870-08","40.31627","-75.98868","97.5","READING 4 SW, PA US","","","","","10",",Z","6",",Z","2",",Z","","","0",",Z","","","","","","","","","","","","","","","","","","","18700831","+,,Z","","","18700810",",,Z","","","","","","","0",",,Z,31,+","66.8",",,Z,10,","","","","","","","141.7",",,,Z","","","0",",,,Z","","","","","","","","","","","","","","","",""
