"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00094815","1999-09","42.22826","-85.546","263.3","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","3.1",",W","412.9","W","35.2",",W","7",",W","3",",W","0",",W","","","","","0",",W","0",",W","0",",W","22",",W","2",",W","","","","","19990922",",,W","","","","","","","19990928",",,W","19990905",",,W","2.2",",W,22,","","","","","20.3",",,W,28,","33.3",",W,05,","74.3","W","65.4",",W","48.0",",,,W","","","17.33",",W","24.98",",,,W","9.67",",,,W","","","260",",W","220",",W","11.2",",W","13.9",",W"
"USW00094815","1999-10","42.22826","-85.546","263.3","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","3.7",",W","412.9","W","0.0",",W","8",",W","3",",W","0",",W","","","","","0",",W","7",",W","0",",W","6",",W","0",",W","","","","","19991027",",,W","","","","","","","19991003",",,W","19991029",",,W","-2.2",",W,27,","","","","","9.7",",,W,03,","25.0",",W,29,","333.3","W","259.0",",W","20.0",",,,W","","","9.98",",W","16.22",",,,W","3.74",",,,W","","","330",",W","330",",W","13.9",",W","17.4",",W"
"USW00094815","1999-11","42.22826","-85.546","263.3","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","3.8",",W","412.9","W","0.0",",W","6",",W","3",",W","0",",W","","","","","0",",W","16",",W","0",",W","2",",W","0",",W","","","","","19991129",",,W","","","","","","","19991101",",,W","19991109","+,,W","-5.6",",W,29,","","","","","22.1",",,W,01,","22.8",",W,09,+","691.9","W","358.6",",W","38.1",",,,W","","","6.38",",W","12.03",",,,W","0.73",",,,W","","","240",",W","250",",W","12.5",",W","15.2",",W"
"USW00094815","1999-12","42.22826","-85.546","263.3","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","3.8",",W","412.9","W","0.0",",W","12",",W","6",",W","0",",W","","","","","1",",W","27",",W","9",",W","0",",W","0",",W","","","","","19991224",",,W","","","","","","","19991205",",,W","19991205",",,W","-17.8",",W,24,","","","","","23.1",",,W,05,","14.4",",W,05,","1298.9","W","607.0",",W","62.9",",,,W","","","-1.25",",W","2.61",",,,W","-5.11",",,,W","","","320",",W","220",",W","13.9",",W","17.9",",W"
"USW00094815","2000-01","42.22826","-85.546","263.3","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","4.1",",W","0.0","W","0.0",",W","15",",W","5",",W","0",",W","","","","","2",",W","28",",W","18",",W","0",",W","0",",W","","","","","20000128",",,W","","","","","","","20000110",",,W","20000102",",,W","-19.4",",W,28,","","","","","6.1",",,W,10,","14.4",",W,02,","2007.7","W","708.8",",W","24.7",",,,W","","","-4.53",",W","-0.42",",,,W","-8.64",",,,W","","","250",",W","240",",W","14.3",",W","19.7",",W"
"USW00094815","2000-02","42.22826","-85.546","263.3","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","4.1",",W","0.0","W","0.0",",W","6",",W","4",",W","0",",W","","","","","0",",W","22",",W","12",",W","1",",W","0",",W","","","","","20000202",",,W","","","","","","","20000226",",,W","20000225",",,W","-15.6",",W,02,","","","","","11.9",",,W,26,","21.1",",W,25,","2541.3","W","533.6",",W","28.5",",,,W","","","-0.07",",W","4.73",",,,W","-4.87",",,,W","","","320",",W","270",",W","12.5",",W","14.8",",W"
"USW00094815","2000-03","42.22826","-85.546","263.3","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","4.0",",W","0.3","W","0.3",",W","11",",W","5",",W","0",",W","","","","","0",",W","15",",W","2",",W","3",",W","0",",W","","","","","20000303",",,W","","","","","","","20000315",",,W","20000308",",,W","-8.3",",W,03,","","","","","9.9",",,W,15,","26.1",",W,08,","2923.2","W","381.9",",W","36.1",",,,W","","","6.02",",W","11.95",",,,W","0.09",",,,W","","","270",",W","250",",W","13.4",",W","18.3",",W"
"USW00094815","2000-04","42.22826","-85.546","263.3","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","3.6",",W","0.3","W","0.0",",W","11",",W","5",",W","1",",W","","","","","0",",W","8",",W","0",",W","3",",W","0",",W","","","","","20000405",",,W","","","","","","","20000420",",,W","20000415","+,,W","-4.4",",W,05,","","","","","37.6",",,W,20,","22.8",",W,15,+","3221.8","W","298.6",",W","82.7",",,,W","","","8.38",",W","14.19",",,,W","2.57",",,,W","","","290",",W","310",",W","13.9",",W","17.4",",W"
"USW00094815","2000-05","42.22826","-85.546","263.3","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","3.8",",W","28.4","W","28.1",",W","14",",W","8",",W","3",",W","","","","","0",",W","0",",W","0",",W","14",",W","0",",W","","","","","20000515",",,W","","","","","","","20000518",",,W","20000508","+,,W","2.2",",W,15,","","","","","57.9",",,W,18,","29.4",",W,08,+","3340.0","W","118.2",",W","178.9",",,,W","","","15.42",",W","20.79",",,,W","10.06",",,,W","","","250",",W","260",",W","17.9",",W","24.6",",W"
"USW00094815","2000-06","42.22826","-85.546","263.3","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","3.6",",W","86.7","W","58.3",",W","17",",W","8",",W","1",",W","","","","","0",",W","0",",W","0",",W","27",",W","1",",W","","","","","20000606",",,W","","","","","","","20000624",",,W","20000610",",,W","3.3",",W,06,","","","","","41.4",",,W,24,","32.2",",W,10,","3380.1","W","40.1",",W","96.1",",,,W","","","18.94",",W","24.40",",,,W","13.48",",,,W","","","300",",W","300",",W","11.6",",W","14.3",",W"
"USW00094815","2000-07","42.22826","-85.546","263.3","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","2.5",",W","151.8","W","65.1",",W","14",",W","9",",W","0",",W","","","","","0",",W","0",",W","0",",W","31",",W","0",",W","","","","","20000720",",,W","","","","","","","20000730",",,W","20000705","+,,W","6.7",",W,20,","","","","","20.1",",,W,30,","29.4",",W,05,+","10.5","W","10.5",",W","99.7",",,,W","","","20.09",",W","25.87",",,,W","14.31",",,,W","","","300",",W","310",",W","12.5",",W","14.8",",W"
"USW00094815","2000-08","42.22826","-85.546","263.3","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","2.7",",W","233.0","W","81.2",",W","16",",W","7",",W","0",",W","","","","","0",",W","0",",W","0",",W","30",",W","0",",W","","","","","20000820",",,W","","","","","","","20000826",",,W","20000815",",,W","7.8",",W,20,","","","","","21.8",",,W,26,","31.7",",W,15,","21.9","W","11.4",",W","78.3",",,,W","","","20.59",",W","26.12",",,,W","15.05",",,,W","","","240",",W","250",",W","17.0",",W","20.1",",W"
"USW00094815","2000-09","42.22826","-85.546","263.3","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","3.4",",W","273.3","W","40.3",",W","12",",W","7",",W","1",",W","","","","","0",",W","0",",W","0",",W","17",",W","0",",W","","","","","20000928","+,,W","","","","","","","20000910",",,W","20000901",",,W","2.8",",W,28,+","","","","","42.9",",,W,10,","31.7",",W,01,","132.0","W","110.1",",W","96.8",",,,W","","","16.01",",W","21.61",",,,W","10.40",",,,W","","","330",",W","320",",W","11.6",",W","14.3",",W"
"USW00094815","2000-10","42.22826","-85.546","263.3","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","3.0",",W","274.4","W","1.1","2,W","10","2,W","4","2,W","2","2,W","","","","","0","2,W","2","2,W","0","2,W","11","2,W","0","2,W","","","","","20001030","+,2,W","","","","","","","20001004",",2,W","20001002",",2,W","-1.1","2,W,30,+","","","","","29.0","2,,W,04,","25.6","2,W,02,","293.0","W","161.0","2,W","79.3","2,,,W","","","12.82","2,W","18.65","2,,,W","6.99","2,,,W","","","340","2,W","340","2,W","11.2","2,W","13.9","2,W"
"USW00094815","2000-11","42.22826","-85.546","263.3","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","3.7",",W","274.4","W","0.0",",W","16",",W","10",",W","1",",W","","","","","0",",W","18",",W","6",",W","0",",W","0",",W","","","","","20001124",",,W","","","","","","","20001109",",,W","20001101",",,W","-11.1",",W,24,","","","","","27.4",",,W,09,","19.4",",W,01,","760.0","W","467.0",",W","87.6",",,,W","","","2.77",",W","6.13",",,,W","-0.60",",,,W","","","250",",W","250",",W","13.0",",W","16.1",",W"
"USW00094815","2000-12","42.22826","-85.546","263.3","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","3.8",",W","274.4","W","0.0","2,W","17",",W","5",",W","0",",W","27","4,","","","5","1,W","30","1,W","24","2,W","0","2,W","0","2,W","","","","","20001228",",1,W","20001231","+,4,B","","","","","20001211",",,W","20001204",",2,W","-22.8","1,W,28,","508","4,,B,31,+","","","12.2",",,W,11,","1.7","2,W,04,","1539.1","W","779.1","2,W","37.6",",,,W","","","-8.37","2,W","-4.27","2,,,W","-12.48","1,,,W","","","300",",W","310",",W","13.9",",W","17.9",",W"
"USW00094815","2001-01","42.22826","-85.546","263.3","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","3.9",",W","0.0","W","0.0",",W","6",",W","2",",W","0",",W","31",",","","","5",",W","31",",W","19",",W","0",",W","0",",W","","","","","20010102",",,W","20010103","+,,B","","","","","20010129",",,W","20010130",",,W","-20.6",",W,02,","483",",,B,03,+","","","6.4",",,W,29,","4.4",",W,30,","2247.1","W","708.0",",W","12.4",",,,W","","","-4.51",",W","-0.60",",,,W","-8.41",",,,W","","","320",",W","320",",W","12.5",",W","16.5",",W"
"USW00094815","2001-02","42.22826","-85.546","263.3","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","4.3",",W","0.0","W","0.0",",W","9",",W","4",",W","2",",W","20","4,","","","0",",W","28",",W","16",",W","0",",W","0",",W","","","","","20010211",",,W","20010207","+,4,B","","","","","20010224",",,W","20010225",",,W","-13.9",",W,11,","229","4,,B,07,+","","","36.6",",,W,24,","12.2",",W,25,","2847.9","W","600.8",",W","79.7",",,,W","","","-3.12",",W","0.43",",,,W","-6.67",",,,W","","","240",",W","230",",W","16.5",",W","21.5",",W"
"USW00094815","2001-03","42.22826","-85.546","263.3","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","3.9",",W","0.0","W","0.0",",W","10",",W","1",",W","0",",W","","","","","0",",W","29",",W","6",",W","0",",W","0",",W","","","","","20010326",",,W","","","","","","","20010311",",,W","20010321",",,W","-14.4",",W,26,","","","","","3.8",",,W,11,","13.9",",W,21,","3408.4","W","560.5",",W","12.3",",,,W","","","0.25",",W","4.98",",,,W","-4.48",",,,W","","","290",",W","340",",W","13.0",",W","15.6",",W"
"USW00094815","2001-04","42.22826","-85.546","263.3","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","4.5",",W","0.3","W","0.3",",W","15",",W","8",",W","0",",W","","","","","0",",W","8",",W","0",",W","8",",W","0",",W","","","","","20010417",",,W","","","","","","","20010415",",,W","20010430",",,W","-4.4",",W,17,","","","","","14.5",",,W,15,","26.7",",W,30,","3649.0","W","240.6",",W","73.3",",,,W","","","10.32",",W","16.62",",,,W","4.03",",,,W","","","220",",W","230",",W","16.5",",W","21.0",",W"
"USW00094815","2001-05","42.22826","-85.546","263.3","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","3.4",",W","14.5","W","14.2",",W","15",",W","11",",W","1",",W","","","","","0",",W","0",",W","0",",W","16",",W","0",",W","","","","","20010513",",,W","","","","","","","20010514",",,W","20010517",",,W","0.6",",W,13,","","","","","29.5",",,W,14,","27.8",",W,17,","3756.6","W","107.6",",W","134.2",",,,W","","","15.32",",W","21.25",",,,W","9.39",",,,W","","","230",",W","230",",W","15.6",",W","18.3",",W"
"USW00094815","2001-06","42.22826","-85.546","263.3","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","2.7",",W","72.6","W","58.1","1,W","10",",W","9",",W","0",",W","","","","","0","1,W","0","1,W","0",",W","22",",W","0",",W","","","","","20010604",",1,W","","","","","","","20010615",",,W","20010613",",,W","4.4","1,W,04,","","","","","18.8",",,W,15,","31.1",",W,13,","3812.4","W","55.8",",W","103.7",",,,W","","","18.52","1,W","24.17",",,,W","12.87","1,,,W","","","310",",W","300",",W","16.5",",W","20.6",",W"
"USW00094815","2001-07","42.22826","-85.546","263.3","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","2.5",",W","173.9","W","101.3",",W","10",",W","6",",W","0",",W","","","","","0",",W","0",",W","0",",W","31",",W","2",",W","","","","","20010702",",,W","","","","","","","20010725",",,W","20010731","+,,W","3.9",",W,02,","","","","","24.6",",,W,25,","32.2",",W,31,+","15.2","W","15.2",",W","62.1",",,,W","","","21.11",",W","27.64",",,,W","14.57",",,,W","","","320",",W","10",",W","10.3",",W","12.5",",W"
"USW00094815","2001-08","42.22826","-85.546","263.3","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","2.8",",W","278.0","W","104.1",",W","10",",W","5",",W","2",",W","","","","","0",",W","0",",W","0",",W","30",",W","4",",W","","","","","20010814",",,W","","","","","","","20010822",",,W","20010809","+,,W","10.0",",W,14,","","","","","80.8",",,W,22,","33.9",",W,09,+","15.8","W","0.6",",W","162.2",",,,W","","","21.67",",W","27.32",",,,W","16.02",",,,W","","","330",",W","340",",W","14.8",",W","17.4",",W"
"USW00094815","2001-09","42.22826","-85.546","263.3","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","2.9",",W","292.5","W","14.5",",W","14",",W","5",",W","1",",W","","","","","0",",W","0",",W","0",",W","14",",W","0",",W","","","","","20010930","+,,W","","","","","","","20010909",",,W","20010907",",,W","3.3",",W,30,+","","","","","30.2",",,W,09,","30.0",",W,07,","131.8","W","116.0",",W","97.7",",,,W","","","14.95",",W","20.36",",,,W","9.54",",,,W","","","200",",W","200",",W","13.0",",W","17.0",",W"
"USW00094815","2001-10","42.22826","-85.546","263.3","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","4.1",",W","292.8","W","0.3",",W","14",",W","10",",W","1",",W","","","","","0",",W","5",",W","0",",W","3",",W","0",",W","","","","","20011028",",,W","","","","","","","20011024",",,W","20011003",",,W","-2.2",",W,28,","","","","","34.3",",,W,24,","25.6",",W,03,","389.0","W","257.2",",W","170.2",",,,W","","","10.05",",W","14.77",",,,W","5.33",",,,W","","","280",",W","280",",W","21.9",",W","29.5",",W"
