"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00204239","1915-05","42.3","-85.61667","274.3","KALAMAZOO, MI US","","","","","15",",6","11",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","19150521",",,6","","","","","","","","","33.0",",,6,21,","","","","","","","129.9",",,,6","","","","","","","",""
"USC00204239","1915-06","42.3","-85.61667","274.3","KALAMAZOO, MI US","","","","","9",",6","1",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","19150629",",,6","","","","","","","","","31.0",",,6,29,","","","","","","","37.7",",,,6","","","","","","","",""
"USC00204239","1915-07","42.3","-85.61667","274.3","KALAMAZOO, MI US","","","","","9",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","19150707",",,6","","","","","","","","","26.7",",,6,07,","","","","","","","62.8",",,,6","","","","","","","",""
"USC00204239","1915-08","42.3","-85.61667","274.3","KALAMAZOO, MI US","","","","","10",",6","6",",6","3",",6","","","","","","","","","","","","","","","","","","","","","","","19150814",",,6","","","","","","","","","48.5",",,6,14,","","","","","","","170.4",",,,6","","","","","","","",""
"USC00204239","1915-09","42.3","-85.61667","274.3","KALAMAZOO, MI US","","","","","10",",6","7",",6","2",",6","","","","","","","","","","","","","","","","","","","","","","","19150921",",,6","","","","","","","","","30.7",",,6,21,","","","","","","","145.5",",,,6","","","","","","","",""
"USC00204239","1915-10","42.3","-85.61667","274.3","KALAMAZOO, MI US","","","","","6",",6","3",",6","0",",6","","","0",",6","","","","","","","","","","","1","","","","","","19151031","+,,6","19151004",",,6","","","","","","","0",",,6,31,+","13.0",",,6,04,","","","","","","","33.9",",,,6","0",",,,6","","","","","",""
"USC00204239","1915-11","42.3","-85.61667","274.3","KALAMAZOO, MI US","","","","","9","4,6","6","4,6","0","4,6","","","4",",6","","","","","","","","","","","","","","","","","19151120",",,6","19151111",",4,6","","","","","","","41",",,6,20,","12.7","4,,6,11,","","","","","","","36.9","4,,,6","147",",,,6","","","","","",""
"USC00204239","1915-12","42.3","-85.61667","274.3","KALAMAZOO, MI US","","","","","11",",6","4",",6","0",",6","20",",6","4","1,6","","","","","","","","","","","","","","","19151230","+,,6","19151225",",1,6","19151225",",,6","","","","","178",",,6,30,+","157","1,,6,25,","15.7",",,6,25,","","","","","","","32.7",",,,6","300","1,,,6","","","","","",""
"USC00204239","1916-01","42.3","-85.61667","274.3","KALAMAZOO, MI US","","","","","13",",6","7",",6","1",",6","6",",6","3",",6","","","","","","","","","","","","","","","19160119","+,,6","19160118",",,6","19160112",",,6","","","","","127",",,6,19,+","51",",,6,18,","29.0",",,6,12,","","","","","","","96.1",",,,6","127",",,,6","","","","","",""
"USC00204239","1916-02","42.3","-85.61667","274.3","KALAMAZOO, MI US","","","","","10",",6","1",",6","0",",6","13","1,6","1",",6","","","","","","","","","","","","","","","19160214","+,1,6","19160229",",,6","19160229",",,6","","","","","76","1,,6,14,+","30",",,6,29,","3.0",",,6,29,","","","","","","","12.7",",,,6","114",",,,6","","","","","",""
"USC00204239","1916-03","42.3","-85.61667","274.3","KALAMAZOO, MI US","","","","","10",",6","6",",6","0",",6","8","2,6","2","2,6","","","","","","","","","","","2","","","","19160322",",2,6","19160322",",2,6","19160327",",,6","","","","","76","2,,6,22,","84","2,,6,22,","18.3",",,6,27,","","","","","","","48.8",",,,6","140","2,,,6","","","","","",""
"USC00204239","1916-04","42.3","-85.61667","274.3","KALAMAZOO, MI US","","","","","11",",6","6",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","19160406",",,6","19160406",",,6","19160419",",,6","","","","","0",",T,6,06,","0",",T,6,06,","13.0",",,6,19,","","","","","","","40.8",",,,6","0",",T,,6","","","","","",""
"USC00204239","1916-05","42.3","-85.61667","274.3","KALAMAZOO, MI US","","","","","11",",6","8",",6","1",",6","0",",6","0",",6","","","","","","","","","","","","","","","19160531","+,,6","19160531","+,,6","19160515",",,6","","","","","0",",,6,31,+","0",",,6,31,+","30.0",",,6,15,","","","","","","","117.2",",,,6","0",",,,6","","","","","",""
"USC00204239","1916-06","42.3","-85.61667","274.3","KALAMAZOO, MI US","","","","","14",",6","12",",6","2",",6","0",",6","0",",6","","","","","","","","","","","","","","","19160630","+,,6","19160630","+,,6","19160624",",,6","","","","","0",",,6,30,+","0",",,6,30,+","63.8",",,6,24,","","","","","","","184.4",",,,6","0",",,,6","","","","","",""
"USC00204239","1916-07","42.3","-85.61667","274.3","KALAMAZOO, MI US","","","","","1",",6","0",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","19160731","+,,6","19160731","+,,6","19160702",",,6","","","","","0",",,6,31,+","0",",,6,31,+","1.3",",,6,02,","","","","","","","1.3",",,,6","0",",,,6","","","","","",""
"USC00204239","1916-08","42.3","-85.61667","274.3","KALAMAZOO, MI US","","","","","6",",6","6",",6","1",",6","0",",6","0",",6","","","","","","","","","","","","","","","19160831","+,,6","19160831","+,,6","19160805",",,6","","","","","0",",,6,31,+","0",",,6,31,+","26.7",",,6,05,","","","","","","","52.4",",,,6","0",",,,6","","","","","",""
"USC00204239","1916-09","42.3","-85.61667","274.3","KALAMAZOO, MI US","","","","","11",",6","5",",6","1",",6","0","1,6","0","1,6","","","","","","","","","","","","","","","19160930","+,1,6","19160930","+,1,6","19160905",",,6","","","","","0","1,,6,30,+","0","1,,6,30,+","50.5",",,6,05,","","","","","","","81.7",",,,6","0","1,,,6","","","","","",""
"USC00204239","1916-10","42.3","-85.61667","274.3","KALAMAZOO, MI US","","","","","7",",6","6",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","19161031","+,,6","19161020",",,6","19161019",",,6","","","","","0",",,6,31,+","0",",T,6,20,","22.6",",,6,19,","","","","","","","74.5",",,,6","0",",T,,6","","","","","",""
"USC00204239","1916-11","42.3","-85.61667","274.3","KALAMAZOO, MI US","","","","","8",",6","5",",6","0",",6","5",",6","2",",6","","","","","","","","","","","","","","","19161124","+,,6","19161124",",,6","19161123",",,6","","","","","51",",,6,24,+","48",",,6,24,","24.4",",,6,23,","","","","","","","48.6",",,,6","94",",,,6","","","","","",""
"USC00204239","1916-12","42.3","-85.61667","274.3","KALAMAZOO, MI US","","","","","12",",6","7",",6","0",",6","19","2,6","4","1,6","","","","","","","","","","","","","","","19161225","+,2,6","19161211",",1,6","19161208",",,6","","","","","178","2,,6,25,+","127","1,,6,11,","22.9",",,6,08,","","","","","","","66.8",",,,6","311","1,,,6","","","","","",""
"USC00204239","1917-01","42.3","-85.61667","274.3","KALAMAZOO, MI US","","","","","7",",6","3",",6","0",",6","19",",6","3",",6","","","","","","","","","","","","","","","19170126","+,,6","19170112",",,6","19170112",",,6","","","","","178",",,6,26,+","76",",,6,12,","5.1",",,6,12,","","","","","","","12.4",",,,6","175",",,,6","","","","","",""
"USC00204239","1917-02","42.3","-85.61667","274.3","KALAMAZOO, MI US","","","","","9",",6","2",",6","0",",6","20",",6","1",",6","","","","","","","","","","","","","","","19170213","+,,6","19170204",",,6","19170223",",,6","","","","","127",",,6,13,+","76",",,6,04,","3.3",",,6,23,","","","","","","","10.4",",,,6","133",",,,6","","","","","",""
"USC00204239","1917-03","42.3","-85.61667","274.3","KALAMAZOO, MI US","","","","","13",",6","6",",6","1",",6","4",",6","2",",6","","","","","","","","","","","","","","","19170313",",,6","19170313",",,6","19170331",",,6","","","","","178",",,6,13,","178",",,6,13,","27.9",",,6,31,","","","","","","","64.3",",,,6","216",",,,6","","","","","",""
"USC00204239","1917-04","42.3","-85.61667","274.3","KALAMAZOO, MI US","","","","","13",",6","9",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","19170430","+,,6","19170402",",,6","19170405",",,6","","","","","0",",,6,30,+","0",",T,6,02,","25.1",",,6,05,","","","","","","","80.6",",,,6","0",",T,,6","","","","","",""
"USC00204239","1917-05","42.3","-85.61667","274.3","KALAMAZOO, MI US","","","","","6",",6","5",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","19170531","+,,6","19170531","+,,6","19170521",",,6","","","","","0",",,6,31,+","0",",,6,31,+","11.7",",,6,21,","","","","","","","54.7",",,,6","0",",,,6","","","","","",""
"USC00204239","1917-06","42.3","-85.61667","274.3","KALAMAZOO, MI US","","","","","12",",6","6",",6","2",",6","0",",6","0",",6","","","","","","","","","","","","","","","19170630","+,,6","19170630","+,,6","19170623",",,6","","","","","0",",,6,30,+","0",",,6,30,+","38.1",",,6,23,","","","","","","","108.4",",,,6","0",",,,6","","","","","",""
"USC00204239","1917-07","42.3","-85.61667","274.3","KALAMAZOO, MI US","","","","","7",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","19170721",",,6","","","","","","","","","16.0",",,6,21,","","","","","","","50.1",",,,6","","","","","","","",""
"USC00204239","1917-08","42.3","-85.61667","274.3","KALAMAZOO, MI US","","","","","9",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","19170824",",,6","","","","","","","","","17.8",",,6,24,","","","","","","","63.0",",,,6","","","","","","","",""
"USC00204239","1917-09","42.3","-85.61667","274.3","KALAMAZOO, MI US","","","","","5","1,6","2","1,6","0","1,6","","","0",",6","","","","","","","","","","","","","","","","","19170930","+,,6","19170906",",1,6","","","","","","","0",",,6,30,+","3.6","1,,6,06,","","","","","","","12.2","1,,,6","0",",,,6","","","","","",""
"USC00204239","1917-10","42.3","-85.61667","274.3","KALAMAZOO, MI US","","","","","16",",6","13",",6","1",",6","","","0",",6","","","","","","","","","","","","","","","","","19171030","+,,6","19171017",",,6","","","","","","","0",",T,6,30,+","50.3",",,6,17,","","","","","","","141.0",",,,6","0",",T,,6","","","","","",""
"USC00204239","1917-11","42.3","-85.61667","274.3","KALAMAZOO, MI US","","","","","1",",6","1",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","19171130","+,,6","19171127","+,,6","19171130",",,6","","","","","0",",,6,30,+","0",",T,6,27,+","2.5",",,6,30,","","","","","","","2.5",",,,6","0",",T,,6","","","","","",""
"USC00204239","1917-12","42.3","-85.61667","274.3","KALAMAZOO, MI US","","","","","","","","","","","7","5,","","","","","","","","","","","","","","","","","19171209",",5,6","","","","","","","","","635","5,,6,09,","","","","","","","","","","","","","","","","","","","",""
"USC00204239","1918-01","42.3","-85.61667","274.3","KALAMAZOO, MI US","","","","","15",",6","8",",6","0",",6","30","1,6","14",",6","","","","","","","","","","","","","","","19180131","+,1,6","19180107",",,6","19180107",",,6","","","","","940","1,,6,31,+","229",",,6,07,","11.4",",,6,07,","","","","","","","46.3",",,,6","916",",,,6","","","","","",""
"USC00204239","1918-02","42.3","-85.61667","274.3","KALAMAZOO, MI US","","","","","5",",6","5",",6","0",",6","15",",6","2",",6","","","","","","","","","","","","","","","19180201",",,6","19180216",",,6","19180225",",,6","","","","","940",",,6,01,","76",",,6,16,","24.6",",,6,25,","","","","","","","54.6",",,,6","127",",,,6","","","","","",""
"USC00204239","1918-03","42.3","-85.61667","274.3","KALAMAZOO, MI US","","","","","4",",6","3",",6","1",",6","1","1,6","2",",6","","","","","","","","","","","","","","","19180314",",1,6","19180314","+,,6","19180313",",,6","","","","","25","1,,6,14,","25",",,6,14,+","33.8",",,6,13,","","","","","","","67.8",",,,6","50",",,,6","","","","","",""
"USC00204239","1918-04","42.3","-85.61667","274.3","KALAMAZOO, MI US","","","","","8",",6","8",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","19180430","+,,6","19180430","+,,6","19180417",",,6","","","","","0",",,6,30,+","0",",,6,30,+","10.2",",,6,17,","","","","","","","40.6",",,,6","0",",,,6","","","","","",""
"USC00204239","1918-05","42.3","-85.61667","274.3","KALAMAZOO, MI US","","","","","10",",6","10",",6","0",",6","0","1,6","0",",6","","","","","","","","","","","","","","","19180531","+,1,6","19180531","+,,6","19180510",",,6","","","","","0","1,,6,31,+","0",",,6,31,+","24.6",",,6,10,","","","","","","","113.1",",,,6","0",",,,6","","","","","",""
"USC00204239","1918-06","42.3","-85.61667","274.3","KALAMAZOO, MI US","","","","","4",",6","2",",6","1",",6","0",",6","0",",6","","","","","","","","","","","","","","","19180630","+,,6","19180630","+,,6","19180630",",,6","","","","","0",",,6,30,+","0",",,6,30,+","36.8",",,6,30,","","","","","","","48.5",",,,6","0",",,,6","","","","","",""
"USC00204239","1918-07","42.3","-85.61667","274.3","KALAMAZOO, MI US","","","","","4",",6","3",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","19180731","+,,6","19180731","+,,6","19180716",",,6","","","","","0",",,6,31,+","0",",,6,31,+","15.2",",,6,16,","","","","","","","28.4",",,,6","0",",,,6","","","","","",""
