"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"GHM00065442","1997-04","6.715","-1.591","287.1","KUMASI, GH","","","","","","","","","","","","","0","5,S","25","5,S","11","5,S","","","","","19970420",",5,S","","","","","39.2","5,S,20,","","","","","","","31.92","5,,,S","",""
"GHM00065442","1997-05","6.715","-1.591","287.1","KUMASI, GH","235.3","4,S","","","","","","","0","3,S","0","3,S","0","3,S","28","3,S","7","3,S","19970506",",3,S","","","19970511",",3,S","20.5","3,S,06,","","","33.0","3,S,11,","0.0","3,S","","","27.07","4,S","31.43","3,,,S","22.72","3,,,S"
"GHM00065442","1997-06","6.715","-1.591","287.1","KUMASI, GH","","","21","2,S","13","2,S","5","2,S","0","5,S","0","5,S","0","4,S","26","4,S","1","4,S","19970612",",5,S","19970617",",2,S","19970610",",4,S","20.2","5,S,12,","48.0","2,,S,17,","33.0","4,S,10,","","","261.5","2,,,S","25.86","8,S","29.65","4,,,S","22.07","5,,,S"
"GHM00065442","1997-07","6.715","-1.591","287.1","KUMASI, GH","","","","","","","","","","","","","0","5,S","26","5,S","0","5,S","","","","","19970723",",5,S","","","","","30.6","5,S,23,","","","","","","","28.21","5,,,S","",""
"GHM00065442","2018-01","6.715","-1.591","287.1","KUMASI, GH","","","","","","","","","0","5,S","0","5,S","0","3,S","28","3,S","24","3,S","20180114",",5,S","","","20180113",",3,S","19.4","5,S,14,","","","35.6","3,S,13,","","","","","27.99","7,S","33.50","3,,,S","22.48","5,,,S"
"GHM00065442","2018-06","6.715","-1.591","287.1","KUMASI, GH","","","","","","","","","0","5,S","0","5,S","","","","","","","20180615",",5,S","","","","","20.4","5,S,15,","","","","","","","","","","","","","22.53","5,,,S"
"GHM00065442","2019-02","6.715","-1.591","287.1","KUMASI, GH","","","","","","","","","0","5,S","0","5,S","0","4,S","24","4,S","22","4,S","20190203",",5,S","","","20190228",",4,S","21.1","5,S,03,","","","36.8","4,S,28,","","","","","29.28","8,S","34.65","4,,,S","23.92","5,,,S"
"GHM00065442","2020-07","6.715","-1.591","287.1","KUMASI, GH","","","","","","","","","","","","","0","4,S","27","4,S","0","4,S","","","","","20200703",",4,S","","","","","31.6","4,S,03,","","","","","","","28.90","4,,,S","",""
"GHM00065442","2023-01","6.715","-1.591","287.1","KUMASI, GH","","","","","","","","","0","5,S","0","5,S","","","","","","","20230105",",5,S","","","","","17.0","5,S,05,","","","","","","","","","","","","","22.12","5,,,S"
"GHM00065442","2023-12","6.715","-1.591","287.1","KUMASI, GH","266.6","5,S","","","","","","","0","3,S","0","3,S","0","2,S","29","2,S","29","2,S","20231213",",3,S","","","20231223","+,2,S","20.5","3,S,13,","","","36.0","2,S,23,+","0.0","2,S","","","28.54","5,S","34.47","2,,,S","22.61","3,,,S"
"GHM00065442","2024-01","6.715","-1.591","287.1","KUMASI, GH","","","","","","","","","","","","","0","4,S","27","4,S","27","4,S","","","","","20240122",",4,S","","","","","36.8","4,S,22,","","","","","","","35.03","4,,,S","",""
"GHM00065442","2024-02","6.715","-1.591","287.1","KUMASI, GH","","","","","","","","","0","5,S","0","5,S","0","5,S","24","5,S","24","5,S","20240220",",5,S","","","20240215",",5,S","21.4","5,S,20,","","","38.4","5,S,15,","","","","","30.31","9,S","36.78","5,,,S","23.84","5,,,S"
