"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00111265","1894-01","37.7308","-89.1658","118.9","CARBONDALE SEWAGE PLANT, IL US","","","","","5",",6","5",",6","0",",6","","","1",",6","","","","","","","","","","","","","","","","","18940124",",,6","","","18940120",",,6","","","","","","","51",",,6,24,","21.8",",,6,20,","","","","","","","","","52.6",",,,6","51",",,,6","","","","","","","",""
"USC00111265","1894-02","37.7308","-89.1658","118.9","CARBONDALE SEWAGE PLANT, IL US","","","","","7",",6","7",",6","0",",6","","","2",",6","","","","","","","","","","","","","","","","","18940203",",,6","","","18940211",",,6","","","","","","","51",",,6,03,","22.4",",,6,11,","","","","","","","","","76.5",",,,6","76",",,,6","","","","","","","",""
"USC00111265","1894-03","37.7308","-89.1658","118.9","CARBONDALE SEWAGE PLANT, IL US","","","","","6",",6","6",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","18940305",",,6","","","","","","","","","53.3",",,6,05,","","","","","","","","","91.5",",,,6","","","","","","","","","",""
"USC00111265","1894-04","37.7308","-89.1658","118.9","CARBONDALE SEWAGE PLANT, IL US","","","","","7",",6","6",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","18940408",",,6","","","","","","","","","48.3",",,6,08,","","","","","","","","","95.3",",,,6","","","","","","","","","",""
"USC00111265","1894-05","37.7308","-89.1658","118.9","CARBONDALE SEWAGE PLANT, IL US","","","","","10",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","18940505",",,6","","","","","","","","","30.5",",,6,05,","","","","","","","","","55.1",",,,6","","","","","","","","","",""
"USC00111265","1894-06","37.7308","-89.1658","118.9","CARBONDALE SEWAGE PLANT, IL US","","","","","5",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","18940626",",,6","","","","","","","","","13.7",",,6,26,","","","","","","","","","36.3",",,,6","","","","","","","","","",""
"USC00111265","1894-07","37.7308","-89.1658","118.9","CARBONDALE SEWAGE PLANT, IL US","","","","","3",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","18940719",",,6","","","","","","","","","20.6",",,6,19,","","","","","","","","","40.7",",,,6","","","","","","","","","",""
"USC00111265","1894-08","37.7308","-89.1658","118.9","CARBONDALE SEWAGE PLANT, IL US","","","","","6",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","18940801",",,6","","","","","","","","","20.8",",,6,01,","","","","","","","","","43.1",",,,6","","","","","","","","","",""
"USC00111265","1894-09","37.7308","-89.1658","118.9","CARBONDALE SEWAGE PLANT, IL US","","","","","9",",6","9",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","18940912",",,6","","","","","","","","","17.8",",,6,12,","","","","","","","","","85.8",",,,6","","","","","","","","","",""
"USC00111265","1894-10","37.7308","-89.1658","118.9","CARBONDALE SEWAGE PLANT, IL US","","","","","5",",6","5",",6","2",",6","","","","","","","","","","","","","","","","","","","","","","","","","18941002",",,6","","","","","","","","","55.9",",,6,02,","","","","","","","","","105.2",",,,6","","","","","","","","","",""
