"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"MXM00076843","1981-10","16.77","-93.341","1051.9","FRANCISCO SARABIA, MX","4","5,S","2","5,S","0","5,S","0","4,S","27","4,S","4","4,S","19811003",",5,S","19811014",",4,S","6.1","5,,S,03,","34.0","4,S,14,","12.7","5,,,S","31.05","4,,,S"
"MXM00076843","1981-11","16.77","-93.341","1051.9","FRANCISCO SARABIA, MX","0","2,S","0","2,S","0","2,S","0","5,S","25","5,S","5","5,S","19811130","+,2,S","19811130",",5,S","0.0","2,,S,30,+","34.0","5,S,30,","0.0","2,,,S","30.00","5,,,S"
"MXM00076843","1981-12","16.77","-93.341","1051.9","FRANCISCO SARABIA, MX","0","2,S","0","2,S","0","2,S","","","","","","","19811231","+,2,S","","","0.0","2,,S,31,+","","","0.0","2,,,S","",""
"MXM00076843","1982-03","16.77","-93.341","1051.9","FRANCISCO SARABIA, MX","","","","","","","0","2,S","29","2,S","23","2,S","","","19820331",",2,S","","","40.0","2,S,31,","","","35.00","2,,,S"
"MXM00076843","1982-04","16.77","-93.341","1051.9","FRANCISCO SARABIA, MX","","","","","","","0","2,S","28","2,S","26","2,S","","","19820403",",2,S","","","40.2","2,S,03,","","","36.51","2,,,S"
"MXM00076843","1982-08","16.77","-93.341","1051.9","FRANCISCO SARABIA, MX","","","","","","","0","2,S","29","2,S","14","2,S","","","19820826",",2,S","","","34.7","2,S,26,","","","31.73","2,,,S"
"MXM00076843","1982-09","16.77","-93.341","1051.9","FRANCISCO SARABIA, MX","","","","","","","0","1,S","29","1,S","8","1,S","","","19820912",",1,S","","","34.5","1,S,12,","","","31.18","1,,,S"
"MXM00076843","1982-11","16.77","-93.341","1051.9","FRANCISCO SARABIA, MX","","","","","","","0","5,S","25","5,S","6","5,S","","","19821121",",5,S","","","33.9","5,S,21,","","","30.60","5,,,S"
"MXM00076843","1982-12","16.77","-93.341","1051.9","FRANCISCO SARABIA, MX","","","","","","","0","3,S","28","3,S","7","3,S","","","19821228","+,3,S","","","33.8","3,S,28,+","","","29.80","3,,,S"
"MXM00076843","1983-02","16.77","-93.341","1051.9","FRANCISCO SARABIA, MX","5","3,S","3","3,S","0","3,S","","","","","","","19830226",",3,S","","","17.5","3,,S,26,","","","37.6","3,,,S","",""
"MXM00076843","1983-03","16.77","-93.341","1051.9","FRANCISCO SARABIA, MX","","","","","","","0","3,S","28","3,S","18","3,S","","","19830306",",3,S","","","37.8","3,S,06,","","","33.79","3,,,S"
"MXM00076843","1983-04","16.77","-93.341","1051.9","FRANCISCO SARABIA, MX","0","3,S","0","3,S","0","3,S","","","","","","","19830430","+,3,S","","","0.0","3,,S,30,+","","","0.0","3,,,S","",""
"MXM00076843","1983-05","16.77","-93.341","1051.9","FRANCISCO SARABIA, MX","3","3,S","3","3,S","0","3,S","0",",S","31",",S","30",",S","19830529",",3,S","19830508",",,S","19.6","3,,S,29,","41.5",",S,08,","45.5","3,,,S","38.10",",,,S"
"MXM00076843","1983-06","16.77","-93.341","1051.9","FRANCISCO SARABIA, MX","14","3,S","9","3,S","4","3,S","0","3,S","27","3,S","24","3,S","19830612",",3,S","19830602",",3,S","65.8","3,,S,12,","39.0","3,S,02,","231.4","3,,,S","33.89","3,,,S"
