"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USS0006L03S","1978-10","38.49","-106.34","3279.6","PORPHYRY CREEK, CO US","","","","","7",",T","7",",T","0",",T","","","","","","","","","","","","","","","","","19781022",",,T","","","","","","","22.9",",,T,22,","","","","","","","58.4",",,,T","","","","","",""
"USS0006L03S","1978-11","38.49","-106.34","3279.6","PORPHYRY CREEK, CO US","","","","","11",",T","11",",T","0",",T","","","","","","","","","","","","","","","","","19781112",",,T","","","","","","","7.6",",,T,12,","","","","","","","43.0",",,,T","","","","","",""
"USS0006L03S","1978-12","38.49","-106.34","3279.6","PORPHYRY CREEK, CO US","","","","","11",",T","11",",T","0",",T","","","","","","","","","","","","","","","","","19781201",",,T","","","","","","","17.8",",,T,01,","","","","","","","83.7",",,,T","","","","","",""
"USS0006L03S","1979-01","38.49","-106.34","3279.6","PORPHYRY CREEK, CO US","","","","","21",",T","21",",T","1",",T","","","","","","","","","","","","","","","","","19790111",",,T","","","","","","","45.7",",,T,11,","","","","","","","182.7",",,,T","","","","","",""
"USS0006L03S","1979-02","38.49","-106.34","3279.6","PORPHYRY CREEK, CO US","","","","","14",",T","14",",T","0",",T","","","","","","","","","","","","","","","","","19790228",",,T","","","","","","","12.7",",,T,28,","","","","","","","52.9",",,,T","","","","","",""
"USS0006L03S","1979-03","38.49","-106.34","3279.6","PORPHYRY CREEK, CO US","","","","","16",",T","16",",T","0",",T","","","","","","","","","","","","","","","","","19790321","+,,T","","","","","","","12.7",",,T,21,+","","","","","","","88.8",",,,T","","","","","",""
"USS0006L03S","1979-04","38.49","-106.34","3279.6","PORPHYRY CREEK, CO US","","","","","6",",T","6",",T","0",",T","","","","","","","","","","","","","","","","","19790410",",,T","","","","","","","17.8",",,T,10,","","","","","","","50.8",",,,T","","","","","",""
"USS0006L03S","1979-05","38.49","-106.34","3279.6","PORPHYRY CREEK, CO US","","","","","8",",T","8",",T","0",",T","","","","","","","","","","","","","","","","","19790531","+,,T","","","","","","","12.7",",,T,31,+","","","","","","","68.6",",,,T","","","","","",""
"USS0006L03S","1979-06","38.49","-106.34","3279.6","PORPHYRY CREEK, CO US","","","","","3",",T","3",",T","0",",T","","","","","","","","","","","","","","","","","19790609",",,T","","","","","","","12.7",",,T,09,","","","","","","","27.9",",,,T","","","","","",""
"USS0006L03S","1979-07","38.49","-106.34","3279.6","PORPHYRY CREEK, CO US","","","","","4",",T","4",",T","0",",T","","","","","","","","","","","","","","","","","19790717","+,,T","","","","","","","5.1",",,T,17,+","","","","","","","17.8",",,,T","","","","","",""
