"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"FPM00091945","1973-06","-19.9","-145.0","4.0","HEREHERETUE, FP","1","5,S","1","5,S","1","5,S","","","","","","","","","","","","","19730606",",5,S","","","","","28.2","5,,S,06,","","","28.2","5,,,S","","","",""
"FPM00091945","1973-09","-19.9","-145.0","4.0","HEREHERETUE, FP","0","3,S","0","3,S","0","3,S","","","","","","","","","","","","","19730930","+,3,S","","","","","0.0","3,,S,30,+","","","0.0","3,,,S","","","",""
"FPM00091945","1974-02","-19.9","-145.0","4.0","HEREHERETUE, FP","0","4,S","0","4,S","0","4,S","","","","","","","","","","","","","19740228","+,4,S","","","","","0.0","4,,S,28,+","","","0.0","4,,,S","","","",""
"FPM00091945","1974-04","-19.9","-145.0","4.0","HEREHERETUE, FP","0","4,S","0","4,S","0","4,S","","","","","","","","","","","","","19740430","+,4,S","","","","","0.0","4,,S,30,+","","","0.0","4,,,S","","","",""
"FPM00091945","1974-06","-19.9","-145.0","4.0","HEREHERETUE, FP","0","2,S","0","2,S","0","2,S","","","","","","","","","","","","","19740630","+,2,S","","","","","0.0","2,,S,30,+","","","0.0","2,,,S","","","",""
"FPM00091945","1974-08","-19.9","-145.0","4.0","HEREHERETUE, FP","0","2,S","0","2,S","0","2,S","","","","","","","","","","","","","19740831","+,2,S","","","","","0.0","2,,S,31,+","","","0.0","2,,,S","","","",""
"FPM00091945","1974-09","-19.9","-145.0","4.0","HEREHERETUE, FP","0","1,S","0","1,S","0","1,S","","","","","","","","","","","","","19740930","+,1,S","","","","","0.0","1,,S,30,+","","","0.0","1,,,S","","","",""
"FPM00091945","1980-10","-19.9","-145.0","4.0","HEREHERETUE, FP","0","4,S","0","4,S","0","4,S","","","","","","","","","","","","","19801031","+,4,S","","","","","0.0","4,,S,31,+","","","0.0","4,,,S","","","",""
"FPM00091945","1980-11","-19.9","-145.0","4.0","HEREHERETUE, FP","1","2,S","1","2,S","0","2,S","","","","","","","","","","","","","19801125",",2,S","","","","","3.0","2,,S,25,","","","3.0","2,,,S","","","",""
"FPM00091945","1980-12","-19.9","-145.0","4.0","HEREHERETUE, FP","0","1,S","0","1,S","0","1,S","","","","","","","","","","","","","19801231","+,1,S","","","","","0.0","1,,S,31,+","","","0.0","1,,,S","","","",""
