"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00293511","1942-01","36.3336","-106.4744","1981.2","GHOST RANCH, NM US","1",",6","1",",6","0",",6","","","1",",6","","","","","","","","","","","19420105",",,6","","","19420105",",,6","","","","","51",",,6,05,","11.9",",,6,05,","11.9",",,,6","51",",,,6","",""
"USC00293511","1942-02","36.3336","-106.4744","1981.2","GHOST RANCH, NM US","1",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","19420216",",,6","","","","","","","1.3",",,6,16,","1.3",",,,6","","","",""
"USC00293511","1942-03","36.3336","-106.4744","1981.2","GHOST RANCH, NM US","6",",6","3",",6","0",",6","","","1",",6","","","","","","","","","","","19420315",",,6","","","19420315",",,6","","","","","76",",,6,15,","8.1",",,6,15,","22.2",",,,6","76",",,,6","",""
"USC00293511","1942-04","36.3336","-106.4744","1981.2","GHOST RANCH, NM US","7",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","","","19420423",",,6","","","","","","","14.0",",,6,23,","50.4",",,,6","","","",""
"USC00293511","1942-05","36.3336","-106.4744","1981.2","GHOST RANCH, NM US","2",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","19420524",",,6","","","","","","","3.0",",,6,24,","4.8",",,,6","","","",""
"USC00293511","1942-06","36.3336","-106.4744","1981.2","GHOST RANCH, NM US","1",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","19420604",",,6","","","","","","","24.9",",,6,04,","24.9",",,,6","","","",""
"USC00293511","1942-07","36.3336","-106.4744","1981.2","GHOST RANCH, NM US","8",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","19420718",",,6","","","","","","","9.4",",,6,18,","23.6",",,,6","","","",""
"USC00293511","1942-08","36.3336","-106.4744","1981.2","GHOST RANCH, NM US","9",",6","7",",6","0",",6","","","","","","","","","","","","","","","","","","","19420804",",,6","","","","","","","22.1",",,6,04,","65.3",",,,6","","","",""
"USC00293511","1942-09","36.3336","-106.4744","1981.2","GHOST RANCH, NM US","6",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","19420911",",,6","","","","","","","12.2",",,6,11,","35.2",",,,6","","","",""
"USC00293511","1942-10","36.3336","-106.4744","1981.2","GHOST RANCH, NM US","7",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","19421029",",,6","","","","","","","5.1",",,6,29,","15.8",",,,6","","","",""
