"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"MGM00044314","1981-06","47.167","115.633","907.0","MATAD, MG","","","","","","","","","","","","","0","4,S","21","4,S","0","4,S","","","","","","","19810617",",4,S","","","","","","","32.0","4,S,17,","","","","","24.42","4,,,S","",""
"MGM00044314","1981-08","47.167","115.633","907.0","MATAD, MG","","","","","","","","","","","","","0","2,S","21","2,S","0","2,S","","","","","","","19810804",",2,S","","","","","","","30.0","2,S,04,","","","","","23.45","2,,,S","",""
"MGM00044314","1981-09","47.167","115.633","907.0","MATAD, MG","","","","","","","","","","","","","0",",S","7",",S","0",",S","","","","","","","19810924",",,S","","","","","","","26.0",",S,24,","","","","","18.43",",,,S","",""
"MGM00044314","1981-11","47.167","115.633","907.0","MATAD, MG","","","","","","","","","","","","","25","4,S","0","4,S","0","4,S","","","","","","","19811112",",4,S","","","","","","","2.0","4,S,12,","","","","","-9.19","4,,,S","",""
"MGM00044314","1981-12","47.167","115.633","907.0","MATAD, MG","","","","","","","1","5,","","","","","","","","","","","","","19811229",",5,S","","","","","","","41","5,,S,29,","","","","","","","","","","","",""
"MGM00044314","1982-02","47.167","115.633","907.0","MATAD, MG","","","","","","","","","","","","","24","4,S","0","4,S","0","4,S","","","","","","","19820226",",4,S","","","","","","","-1.1","4,S,26,","","","","","-6.04","4,,,S","",""
"MGM00044314","1982-03","47.167","115.633","907.0","MATAD, MG","0","3,S","0","3,S","0","3,S","","","","","","","","","","","","","","","","","19820331","+,3,S","","","","","","","0.0","3,,S,31,+","","","0.0","3,,,S","","","","","",""
"MGM00044314","1982-04","47.167","115.633","907.0","MATAD, MG","0","5,S","0","5,S","0","5,S","","","","","","","","","","","","","","","","","19820430","+,5,S","","","","","","","0.0","5,,S,30,+","","","0.0","5,,,S","","","","","",""
"MGM00044314","1982-05","47.167","115.633","907.0","MATAD, MG","0","3,S","0","3,S","0","3,S","","","","","","","0","5,S","5","5,S","0","5,S","","","","","19820531","+,3,S","19820520",",5,S","","","","","0.0","3,,S,31,+","26.3","5,S,20,","0.0","3,,,S","","","15.85","5,,,S","",""
"MGM00044314","1982-06","47.167","115.633","907.0","MATAD, MG","0","4,S","0","4,S","0","4,S","","","","","","","0","5,S","23","5,S","2","5,S","","","","","19820630","+,4,S","19820616","+,5,S","","","","","0.0","4,,S,30,+","33.5","5,S,16,+","0.0","4,,,S","","","27.64","5,,,S","",""
"MGM00044314","1982-07","47.167","115.633","907.0","MATAD, MG","","","","","","","","","","","","","0","5,S","22","5,S","3","5,S","","","","","","","19820707",",5,S","","","","","","","35.8","5,S,07,","","","","","26.26","5,,,S","",""
"MGM00044314","1982-10","47.167","115.633","907.0","MATAD, MG","","","","","","","","","","","","","3","1,S","2","1,S","0","1,S","","","","","","","19821008",",1,S","","","","","","","26.7","1,S,08,","","","","","10.95","1,,,S","",""
"MGM00044314","1982-12","47.167","115.633","907.0","MATAD, MG","0","5,S","0","5,S","0","5,S","","","","","","","","","","","","","","","","","19821231","+,5,S","","","","","","","0.0","5,,S,31,+","","","0.0","5,,,S","","","","","",""
"MGM00044314","1983-02","47.167","115.633","907.0","MATAD, MG","0","4,S","0","4,S","0","4,S","","","","","","","24","4,S","0","4,S","0","4,S","","","","","19830228","+,4,S","19830227",",4,S","","","","","0.0","4,,S,28,+","-1.0","4,S,27,","0.0","4,,,S","","","-12.35","4,,,S","",""
"MGM00044314","1983-03","47.167","115.633","907.0","MATAD, MG","0","4,S","0","4,S","0","4,S","","","","","","","11","5,S","0","5,S","0","5,S","","","","","19830331","+,4,S","19830330",",5,S","","","","","0.0","4,,S,31,+","15.0","5,S,30,","0.0","4,,,S","","","1.35","5,,,S","",""
"MGM00044314","1983-04","47.167","115.633","907.0","MATAD, MG","1",",S","0",",S","0",",S","","","","","","","2","4,S","1","4,S","0","4,S","","","","","19830401",",,S","19830420",",4,S","","","","","0.8",",,S,01,","21.9","4,S,20,","0.8",",,,S","","","9.63","4,,,S","",""
"MGM00044314","1983-05","47.167","115.633","907.0","MATAD, MG","0","5,S","0","5,S","0","5,S","","","","","","","0","3,S","12","3,S","0","3,S","","","","","19830531","+,5,S","19830504",",3,S","","","","","0.0","5,,S,31,+","25.9","3,S,04,","0.0","5,,,S","","","19.43","3,,,S","",""
"MGM00044314","1983-06","47.167","115.633","907.0","MATAD, MG","","","","","","","","","","","","","0","4,S","13","4,S","0","4,S","","","","","","","19830626",",4,S","","","","","","","29.2","4,S,26,","","","","","21.10","4,,,S","",""
"MGM00044314","1983-08","47.167","115.633","907.0","MATAD, MG","","","","","","","","","","","","","0","4,S","21","4,S","2","4,S","","","","","","","19830811",",4,S","","","","","","","35.8","4,S,11,","","","","","24.26","4,,,S","",""
"MGM00044314","1983-09","47.167","115.633","907.0","MATAD, MG","","","","","","","","","","","","","0","5,S","3","5,S","0","5,S","","","","","","","19830921",",5,S","","","","","","","22.5","5,S,21,","","","","","14.79","5,,,S","",""
"MGM00044314","1983-10","47.167","115.633","907.0","MATAD, MG","0","1,S","0","1,S","0","1,S","","","","","","","0","2,S","0","2,S","0","2,S","","","","","19831031","+,1,S","19831008",",2,S","","","","","0.0","1,,S,31,+","20.4","2,S,08,","0.0","1,,,S","","","9.80","2,,,S","",""
"MGM00044314","1983-12","47.167","115.633","907.0","MATAD, MG","0","4,S","0","4,S","0","4,S","","","","","","","","","","","","","","","","","19831231","+,4,S","","","","","","","0.0","4,,S,31,+","","","0.0","4,,,S","","","","","",""
"MGM00044314","1984-02","47.167","115.633","907.0","MATAD, MG","0","2,S","0","2,S","0","2,S","","","","","","","","","","","","","","","","","19840229","+,2,S","","","","","","","0.0","2,,S,29,+","","","0.0","2,,,S","","","","","",""
"MGM00044314","1984-04","47.167","115.633","907.0","MATAD, MG","0","3,S","0","3,S","0","3,S","","","","","","","","","","","","","","","","","19840430","+,3,S","","","","","","","0.0","3,,S,30,+","","","0.0","3,,,S","","","","","",""
"MGM00044314","1984-05","47.167","115.633","907.0","MATAD, MG","0","5,S","0","5,S","0","5,S","","","","","","","0","4,S","12","4,S","0","4,S","","","","","19840531","+,5,S","19840530",",4,S","","","","","0.0","5,,S,31,+","30.6","4,S,30,","0.0","5,,,S","","","20.26","4,,,S","",""
"MGM00044314","1984-10","47.167","115.633","907.0","MATAD, MG","1","3,S","1","3,S","0","3,S","","","","","","","","","","","","","","","","","19841026",",3,S","","","","","","","12.4","3,,S,26,","","","12.4","3,,,S","","","","","",""
"MGM00044314","1984-11","47.167","115.633","907.0","MATAD, MG","0","4,S","0","4,S","0","4,S","","","","","","","","","","","","","","","","","19841130","+,4,S","","","","","","","0.0","4,,S,30,+","","","0.0","4,,,S","","","","","",""
"MGM00044314","1985-02","47.167","115.633","907.0","MATAD, MG","0","5,S","0","5,S","0","5,S","","","","","","","23","5,S","0","5,S","0","5,S","","","","","19850228","+,5,S","19850201",",5,S","","","","","0.0","5,,S,28,+","-1.4","5,S,01,","0.0","5,,,S","","","-12.84","5,,,S","",""
"MGM00044314","1985-03","47.167","115.633","907.0","MATAD, MG","0","5,S","0","5,S","0","5,S","","","","","","","","","","","","","","","","","19850331","+,5,S","","","","","","","0.0","5,,S,31,+","","","0.0","5,,,S","","","","","",""
"MGM00044314","1985-05","47.167","115.633","907.0","MATAD, MG","0","5,S","0","5,S","0","5,S","","","","","","","0","4,S","12","4,S","0","4,S","","","","","19850531","+,5,S","19850522",",4,S","","","","","0.0","5,,S,31,+","31.9","4,S,22,","0.0","5,,,S","","","19.67","4,,,S","",""
"MGM00044314","1985-06","47.167","115.633","907.0","MATAD, MG","","","","","","","","","","","","","0","5,S","18","5,S","0","5,S","","","","","","","19850623",",5,S","","","","","","","30.9","5,S,23,","","","","","23.49","5,,,S","",""
"MGM00044314","1985-10","47.167","115.633","907.0","MATAD, MG","0","4,S","0","4,S","0","4,S","","","","","","","1","5,S","2","5,S","0","5,S","","","","","19851031","+,4,S","19851004",",5,S","","","","","0.0","4,,S,31,+","22.8","5,S,04,","0.0","4,,,S","","","10.40","5,,,S","",""
"MGM00044314","1985-11","47.167","115.633","907.0","MATAD, MG","","","","","","","","","","","","","19","5,S","0","5,S","0","5,S","","","","","","","19851105",",5,S","","","","","","","7.9","5,S,05,","","","","","-4.32","5,,,S","",""
"MGM00044314","1985-12","47.167","115.633","907.0","MATAD, MG","0","2,S","0","2,S","0","2,S","","","","","","","","","","","","","","","","","19851231","+,2,S","","","","","","","0.0","2,,S,31,+","","","0.0","2,,,S","","","","","",""
"MGM00044314","1986-01","47.167","115.633","907.0","MATAD, MG","","","","","","","","","","","","","27","4,S","0","4,S","0","4,S","","","","","","","19860113",",4,S","","","","","","","-2.4","4,S,13,","","","","","-11.25","4,,,S","",""
"MGM00044314","1986-02","47.167","115.633","907.0","MATAD, MG","0","5,S","0","5,S","0","5,S","","","","","","","","","","","","","","","","","19860228","+,5,S","","","","","","","0.0","5,,S,28,+","","","0.0","5,,,S","","","","","",""
"MGM00044314","1986-03","47.167","115.633","907.0","MATAD, MG","0","5,S","0","5,S","0","5,S","","","","","","","","","","","","","","","","","19860331","+,5,S","","","","","","","0.0","5,,S,31,+","","","0.0","5,,,S","","","","","",""
"MGM00044314","1986-06","47.167","115.633","907.0","MATAD, MG","","","","","","","","","","","","","0","4,S","25","4,S","2","4,S","","","","","","","19860625","+,4,S","","","","","","","32.6","4,S,25,+","","","","","27.74","4,,,S","",""
"MGM00044314","1986-08","47.167","115.633","907.0","MATAD, MG","","","","","","","","","","","","","0","2,S","24","2,S","0","2,S","","","","","","","19860822",",2,S","","","","","","","31.5","2,S,22,","","","","","24.63","2,,,S","",""
"MGM00044314","1986-09","47.167","115.633","907.0","MATAD, MG","1","4,S","0","4,S","0","4,S","","","","","","","0","2,S","6","2,S","0","2,S","","","","","19860905",",4,S","19860914",",2,S","","","","","1.0","4,,S,05,","24.6","2,S,14,","1.0","4,,,S","","","17.81","2,,,S","",""
"MGM00044314","1987-01","47.167","115.633","907.0","MATAD, MG","","","","","","","","","","","","","26","5,S","0","5,S","0","5,S","","","","","","","19870126",",5,S","","","","","","","-5.2","5,S,26,","","","","","-14.57","5,,,S","",""
"MGM00044314","1987-02","47.167","115.633","907.0","MATAD, MG","","","","","","","","","","","","","24","4,S","0","4,S","0","4,S","","","","","","","19870227",",4,S","","","","","","","-1.0","4,S,27,","","","","","-11.20","4,,,S","",""
"MGM00044314","1987-04","47.167","115.633","907.0","MATAD, MG","0","4,S","0","4,S","0","4,S","","","","","","","","","","","","","","","","","19870430","+,4,S","","","","","","","0.0","4,,S,30,+","","","0.0","4,,,S","","","","","",""
"MGM00044314","1987-05","47.167","115.633","907.0","MATAD, MG","1","5,S","0","5,S","0","5,S","","","","","","","0","2,S","10","2,S","0","2,S","","","","","19870515",",5,S","19870528",",2,S","","","","","1.3","5,,S,15,","28.3","2,S,28,","1.3","5,,,S","","","17.50","2,,,S","",""
"MGM00044314","1987-06","47.167","115.633","907.0","MATAD, MG","2","4,S","1","4,S","0","4,S","","","","","","","","","","","","","","","","","19870616",",4,S","","","","","","","4.1","4,,S,16,","","","4.4","4,,,S","","","","","",""
"MGM00044314","1987-07","47.167","115.633","907.0","MATAD, MG","","","","","","","","","","","","","0","3,S","24","3,S","3","3,S","","","","","","","19870728",",3,S","","","","","","","36.9","3,S,28,","","","","","26.08","3,,,S","",""
"MGM00044314","1987-09","47.167","115.633","907.0","MATAD, MG","","","","","","","","","","","","","0","5,S","3","5,S","0","5,S","","","","","","","19870901",",5,S","","","","","","","24.8","5,S,01,","","","","","16.80","5,,,S","",""
"MGM00044314","1987-10","47.167","115.633","907.0","MATAD, MG","","","","","","","","","","","","","2","5,S","3","5,S","0","5,S","","","","","","","19871004",",5,S","","","","","","","28.6","5,S,04,","","","","","7.18","5,,,S","",""
"MGM00044314","1988-02","47.167","115.633","907.0","MATAD, MG","","","","","","","","","","","","","24","5,S","0","5,S","0","5,S","","","","","","","19880220",",5,S","","","","","","","-4.5","5,S,20,","","","","","-12.98","5,,,S","",""
"MGM00044314","1988-03","47.167","115.633","907.0","MATAD, MG","2","5,S","0","5,S","0","5,S","","","","","","","","","","","","","","","","","19880317",",5,S","","","","","","","2.0","5,,S,17,","","","3.0","5,,,S","","","","","",""
"MGM00044314","1988-04","47.167","115.633","907.0","MATAD, MG","","","","","","","","","","","","","1","4,S","1","4,S","0","4,S","","","","","","","19880427",",4,S","","","","","","","25.6","4,S,27,","","","","","10.96","4,,,S","",""
"MGM00044314","1988-05","47.167","115.633","907.0","MATAD, MG","","","","","","","","","","","","","0","5,S","4","5,S","0","5,S","","","","","","","19880516",",5,S","","","","","","","25.8","5,S,16,","","","","","16.76","5,,,S","",""
"MGM00044314","1988-06","47.167","115.633","907.0","MATAD, MG","","","","","","","","","","","","","0","4,S","19","4,S","0","4,S","","","","","","","19880622",",4,S","","","","","","","32.1","4,S,22,","","","","","25.23","4,,,S","",""
"MGM00044314","1988-07","47.167","115.633","907.0","MATAD, MG","","","","","","","","","","","","","0","5,S","24","5,S","5","5,S","","","","","","","19880730",",5,S","","","","","","","35.8","5,S,30,","","","","","27.79","5,,,S","",""
"MGM00044314","1988-09","47.167","115.633","907.0","MATAD, MG","","","","","","","","","","","","","0","5,S","4","5,S","0","5,S","","","","","","","19880925",",5,S","","","","","","","22.2","5,S,25,","","","","","16.94","5,,,S","",""
"MGM00044314","1988-10","47.167","115.633","907.0","MATAD, MG","","","","","","","","","","","","","1","4,S","0","4,S","0","4,S","","","","","","","19881007",",4,S","","","","","","","20.1","4,S,07,","","","","","10.41","4,,,S","",""
"MGM00044314","1988-11","47.167","115.633","907.0","MATAD, MG","0","2,S","0","2,S","0","2,S","","","","","","","","","","","","","","","","","19881130","+,2,S","","","","","","","0.0","2,,S,30,+","","","0.0","2,,,S","","","","","",""
"MGM00044314","1988-12","47.167","115.633","907.0","MATAD, MG","0","4,S","0","4,S","0","4,S","","","","","","","26","5,S","0","5,S","0","5,S","","","","","19881231","+,4,S","19881201",",5,S","","","","","0.0","4,,S,31,+","-0.3","5,S,01,","0.0","4,,,S","","","-9.57","5,,,S","",""
"MGM00044314","1989-02","47.167","115.633","907.0","MATAD, MG","0","2,S","0","2,S","0","2,S","","","","","","","25","1,S","0","1,S","0","1,S","","","","","19890228","+,2,S","19890213",",1,S","","","","","0.0","2,,S,28,+","3.5","1,S,13,","0.0","2,,,S","","","-4.48","1,,,S","",""
"MGM00044314","1989-03","47.167","115.633","907.0","MATAD, MG","","","","","","","","","","","","","11","4,S","0","4,S","0","4,S","","","","","","","19890328",",4,S","","","","","","","14.0","4,S,28,","","","","","2.70","4,,,S","",""
"MGM00044314","1989-04","47.167","115.633","907.0","MATAD, MG","0","3,S","0","3,S","0","3,S","","","","","","","0","3,S","2","3,S","0","3,S","","","","","19890430","+,3,S","19890412",",3,S","","","","","0.0","3,,S,30,+","23.2","3,S,12,","0.0","3,,,S","","","14.07","3,,,S","",""
"MGM00044314","1989-07","47.167","115.633","907.0","MATAD, MG","","","","","","","","","","","","","0","4,S","19","4,S","1","4,S","","","","","","","19890731",",4,S","","","","","","","33.8","4,S,31,","","","","","24.16","4,,,S","",""
"MGM00044314","1989-08","47.167","115.633","907.0","MATAD, MG","","","","","","","","","","","","","0","4,S","22","4,S","6","4,S","","","","","","","19890805",",4,S","","","","","","","35.1","4,S,05,","","","","","26.85","4,,,S","",""
"MGM00044314","1989-09","47.167","115.633","907.0","MATAD, MG","","","","","","","","","","","","","0","1,S","6","1,S","0","1,S","","","","","","","19890922",",1,S","","","","","","","27.1","1,S,22,","","","","","17.18","1,,,S","",""
"MGM00044314","1989-10","47.167","115.633","907.0","MATAD, MG","1","3,S","1","3,S","0","3,S","","","","","","","0","2,S","2","2,S","0","2,S","","","","","19891003",",3,S","19891002",",2,S","","","","","4.1","3,,S,03,","23.3","2,S,02,","4.1","3,,,S","","","10.84","2,,,S","",""
"MGM00044314","1990-03","47.167","115.633","907.0","MATAD, MG","0","1,S","0","1,S","0","1,S","","","","","","","8","4,S","0","4,S","0","4,S","","","","","19900331","+,1,S","19900330",",4,S","","","","","0.0","1,,S,31,+","15.0","4,S,30,","0.0","1,,,S","","","4.29","4,,,S","",""
"MGM00044314","1990-04","47.167","115.633","907.0","MATAD, MG","1","2,S","1","2,S","0","2,S","","","","","","","1","2,S","0","2,S","0","2,S","","","","","19900426",",2,S","19900430",",2,S","","","","","18.0","2,,S,26,","20.8","2,S,30,","18.0","2,,,S","","","9.24","2,,,S","",""
"MGM00044314","1990-06","47.167","115.633","907.0","MATAD, MG","0","5,S","0","5,S","0","5,S","","","","","","","0","5,S","15","5,S","0","5,S","","","","","19900630","+,5,S","19900625",",5,S","","","","","0.0","5,,S,30,+","31.3","5,S,25,","0.0","5,,,S","","","22.57","5,,,S","",""
"MGM00044314","1990-09","47.167","115.633","907.0","MATAD, MG","0","3,S","0","3,S","0","3,S","","","","","","","0","5,S","3","5,S","0","5,S","","","","","19900930","+,3,S","19900906",",5,S","","","","","0.0","3,,S,30,+","27.0","5,S,06,","0.0","3,,,S","","","15.62","5,,,S","",""
"MGM00044314","1990-10","47.167","115.633","907.0","MATAD, MG","0","2,S","0","2,S","0","2,S","","","","","","","0","4,S","2","4,S","0","4,S","","","","","19901031","+,2,S","19901012",",4,S","","","","","0.0","2,,S,31,+","22.5","4,S,12,","0.0","2,,,S","","","14.09","4,,,S","",""
"MGM00044314","1990-11","47.167","115.633","907.0","MATAD, MG","","","","","","","","","","","","","10","5,S","0","5,S","0","5,S","","","","","","","19901123",",5,S","","","","","","","5.5","5,S,23,","","","","","-0.53","5,,,S","",""
"MGM00044314","1990-12","47.167","115.633","907.0","MATAD, MG","0","4,S","0","4,S","0","4,S","","","","","","","","","","","","","","","","","19901231","+,4,S","","","","","","","0.0","4,,S,31,+","","","0.0","4,,,S","","","","","",""
"MGM00044314","1991-01","47.167","115.633","907.0","MATAD, MG","0","2,S","0","2,S","0","2,S","","","","","","","27","4,S","0","4,S","0","4,S","","","","","19910131","+,2,S","19910126",",4,S","","","","","0.0","2,,S,31,+","-6.1","4,S,26,","0.0","2,,,S","","","-13.83","4,,,S","",""
"MGM00044314","1991-02","47.167","115.633","907.0","MATAD, MG","0","2,S","0","2,S","0","2,S","25","3,","","","","","25","3,S","0","3,S","0","3,S","","","19910228","+,3,S","19910228","+,2,S","19910225","+,3,S","","","51","3,,S,28,+","0.0","2,,S,28,+","-2.6","3,S,25,+","0.0","2,,,S","","","-9.97","3,,,S","",""
"MGM00044314","1991-03","47.167","115.633","907.0","MATAD, MG","0","5,S","0","5,S","0","5,S","","","","","","","19","4,S","0","4,S","0","4,S","","","","","19910331","+,5,S","19910321",",4,S","","","","","0.0","5,,S,31,+","7.2","4,S,21,","0.0","5,,,S","","","-2.27","4,,,S","",""
"MGM00044314","1991-06","47.167","115.633","907.0","MATAD, MG","","","","","","","","","","","","","0","3,S","18","3,S","0","3,S","","","","","","","19910625",",3,S","","","","","","","30.8","3,S,25,","","","","","23.34","3,,,S","",""
"MGM00044314","1992-01","47.167","115.633","907.0","MATAD, MG","","","","","","","","","","","","","28","3,S","0","3,S","0","3,S","","","","","","","19920118",",3,S","","","","","","","-4.5","3,S,18,","","","","","-7.95","3,,,S","",""
"MGM00044314","1992-03","47.167","115.633","907.0","MATAD, MG","0","2,S","0","2,S","0","2,S","","","","","","","","","","","","","","","","","19920331","+,2,S","","","","","","","0.0","2,,S,31,+","","","0.0","2,,,S","","","","","",""
"MGM00044314","1992-10","47.167","115.633","907.0","MATAD, MG","0","5,S","0","5,S","0","5,S","","","","","","","","","","","","","","","","","19921031","+,5,S","","","","","","","0.0","5,,S,31,+","","","0.0","5,,,S","","","","","",""
"MGM00044314","1992-12","47.167","115.633","907.0","MATAD, MG","0","3,S","0","3,S","0","3,S","19","5,","","","","","","","","","","","","","19921208",",5,S","19921231","+,3,S","","","","","51","5,,S,08,","0.0","3,,S,31,+","","","0.0","3,,,S","","","","","",""
"MGM00044314","1993-01","47.167","115.633","907.0","MATAD, MG","0","3,S","0","3,S","0","3,S","13","3,","","","","","","","","","","","","","19930130","+,3,S","19930131","+,3,S","","","","","41","3,,S,30,+","0.0","3,,S,31,+","","","0.0","3,,,S","","","","","",""
