"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00143100","1964-09","39.5038","-98.315","457.2","GLEN ELDER LAKE, KS US","","","92.1","2,0","8",",0","4",",0","1",",0","0",",0","0",",0","0","2,0","0","2,0","0","2,0","21","2,0","7","2,0","19640928",",2,0","19640930","+,,0","19640930","+,,0","19640906",",,0","19640903",",2,0","0.6","2,0,28,","0",",,0,30,+","0",",,0,30,+","39.4",",,0,06,","36.7","2,0,03,","","","","","46.4","2,0","","","","","79.7",",,,0","0",",,,0","19.96","2,0","26.07","2,,,0","13.85","2,,,0","",""
"USC00143100","1964-10","39.5038","-98.315","457.2","GLEN ELDER LAKE, KS US","","","1.7","3,0","1",",0","1",",0","0",",0","0",",0","0",",0","0","3,0","7","3,0","0","3,0","17","3,0","0","3,0","19641019","+,3,0","19641031","+,,0","19641031","+,,0","19641011",",,0","19641030","+,3,0","-3.3","3,0,19,+","0",",,0,31,+","0",",,0,31,+","3.3",",,0,11,","31.1","3,0,30,+","","","","","150.5","3,0","","","","","3.3",",,,0","0",",,,0","13.02","3,0","22.54","3,,,0","3.49","3,,,0","",""
"USC00143100","1964-11","39.5038","-98.315","457.2","GLEN ELDER LAKE, KS US","","","","","2","2,0","1","2,0","0","2,0","0",",0","0",",0","","","","","","","","","","","","","19641130","+,,0","19641119",",,0","19641117",",2,0","","","","","0",",,0,30,+","0",",T,0,19,","4.8","2,,0,17,","","","","","","","","","","","","","26.1",",a,,0","0",",T,,0","","","","","","","",""
"USC00143100","1964-12","39.5038","-98.315","457.2","GLEN ELDER LAKE, KS US","","","0.0","1,0","1",",0","1",",0","0",",0","0",",0","0",",0","3","1,0","30","1,0","8",",0","1",",0","0",",0","19641218",",1,0","19641231","+,,0","19641203","+,,0","19641211",",,0","19641224",",,0","-21.7","1,0,18,","0",",,0,31,+","0",",T,0,03,+","6.1",",,0,11,","27.8",",0,24,","","","","","622.8",",0","","","","","6.1",",,,0","0",",T,,0","-2.32","1,0","4.84",",,,0","-9.48","1,,,0","",""
"USC00143100","1965-01","39.5038","-98.315","457.2","GLEN ELDER LAKE, KS US","0.0","0","0.0","1,0","1",",0","1",",0","0",",0","0","4,0","0","1,0","0","1,0","30","1,0","9",",0","0",",0","0",",0","19650130","+,1,0","19650131","+,4,0","19650131","+,1,0","19650123",",,0","19650118",",,0","-15.6","1,0,30,+","0","4,,0,31,+","0","1,,0,31,+","25.1",",,0,23,","14.4",",0,18,","","","","","616.3",",0","","","","","25.1",",,,0","0","1,,,0","-2.20","1,0","5.26",",,,0","-9.67","1,,,0","",""
"USC00143100","1965-02","39.5038","-98.315","457.2","GLEN ELDER LAKE, KS US","0.0","0","0.0",",0","4","1,0","3","1,0","1","1,0","","","1","1,0","3",",0","26",",0","13",",0","0",",0","0",",0","19650224",",,0","","","19650212",",1,0","19650212",",1,0","19650228",",,0","-22.2",",0,24,","","","254","1,,0,12,","25.4","1,,0,12,","20.0",",0,28,","","","","","612.7",",0","","","","","41.7","1,,,0","254","1,,,0","-3.55",",0","2.74",",,,0","-9.84",",,,0","",""
"USC00143100","1965-03","39.5038","-98.315","457.2","GLEN ELDER LAKE, KS US","0.0","0","0.0","1,0","4",",0","1",",0","1",",0","","","","","0","1,0","29","1,0","9",",0","0",",0","0",",0","19650318",",1,0","","","","","19650317",",,0","19650328",",,0","-16.7","1,0,18,","","","","","33.0",",,0,17,","15.0",",0,28,","","","","","586.6",",0","","","","","35.3",",,,0","","","-1.11","1,0","5.09",",,,0","-7.32","1,,,0","",""
"USC00143100","1965-04","39.5038","-98.315","457.2","GLEN ELDER LAKE, KS US","11.6","0","11.6",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","12",",0","0",",0","19650428",",,0","19650430","+,,0","19650430","+,,0","19650405",",,0","19650430","+,,0","-4.4",",0,28,","0",",,0,30,+","0",",,0,30,+","12.4",",,0,05,","31.1",",0,30,+","","","","","181.5",",0","","","","","21.4",",,,0","0",",,,0","12.67",",0","19.54",",,,0","5.80",",,,0","5344","3,,,0"
"USC00143100","1965-05","39.5038","-98.315","457.2","GLEN ELDER LAKE, KS US","76.8","0","65.2",",0","8",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","2",",0","19650510",",,0","19650531","+,,0","19650531","+,,0","19650522",",,0","19650503",",,0","2.8",",0,10,","0",",,0,31,+","0",",,0,31,+","42.7",",,0,22,","33.9",",0,03,","","","","","37.7",",0","","","","","131.2",",,,0","0",",,,0","19.22",",0","25.88",",,,0","12.56",",,,0","",""
"USC00143100","1965-06","39.5038","-98.315","457.2","GLEN ELDER LAKE, KS US","184.1","0","107.3",",0","15",",0","11",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","4",",0","19650606",",,0","19650630","+,,0","19650630","+,,0","19650628",",,0","19650623","+,,0","8.9",",0,06,","0",",,0,30,+","0",",,0,30,+","38.1",",,0,28,","32.8",",0,23,+","194.1","5,,,0","","","1.7",",0","13.99","1,,,0","26.46","1,,,0","161.1",",,,0","0",",,,0","21.86",",0","28.20",",,,0","15.51",",,,0","3378","2,,,0"
"USC00143100","1965-07","39.5038","-98.315","457.2","GLEN ELDER LAKE, KS US","400.5","0","216.4",",0","13",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","13",",0","19650729",",,0","19650731","+,,0","19650731","+,,0","19650704",",,0","19650724",",,0","10.6",",0,29,","0",",,0,31,+","0",",,0,31,+","19.3",",,0,04,","39.4",",0,24,","220.4","4,,,0","0.0","0","0.0",",0","14.94","2,,,0","29.22","2,,,0","64.8",",,,0","0",",,,0","25.31",",0","32.03",",,,0","18.60",",,,0","",""
