"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00117400","1948-06","39.53333","-91.01667","143.0","ROCKPORT, IL US","","","12",",0","9",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","19480630","+,,0","19480630","+,,0","","","19480625",",,0","","","","","0",",,0,30,+","0",",,0,30,+","29.7",",,0,25,","","","","","104.7",",,,0","0",",,,0","","","","","",""
"USC00117400","1948-07","39.53333","-91.01667","143.0","ROCKPORT, IL US","","","12",",0","11",",0","2",",0","0",",0","0",",0","","","","","","","","","","","","","","","19480731","+,,0","19480731","+,,0","","","19480726",",,0","","","","","0",",,0,31,+","0",",,0,31,+","51.6",",,0,26,","","","","","199.7",",,,0","0",",,,0","","","","","",""
"USC00117400","1948-08","39.53333","-91.01667","143.0","ROCKPORT, IL US","","","3",",0","3",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","19480831","+,,0","19480831","+,,0","","","19480827",",,0","","","","","0",",,0,31,+","0",",,0,31,+","16.5",",,0,27,","","","","","38.3",",,,0","0",",,,0","","","","","",""
"USC00117400","1948-09","39.53333","-91.01667","143.0","ROCKPORT, IL US","","","3",",0","2",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","19480930","+,,0","19480930","+,,0","","","19480921",",,0","","","","","0",",,0,30,+","0",",,0,30,+","15.2",",,0,21,","","","","","29.2",",,,0","0",",,,0","","","","","",""
"USC00117400","1949-02","39.53333","-91.01667","143.0","ROCKPORT, IL US","","","4",",0","3",",0","0",",0","","","0",",0","","","","","","","","","","","","","","","","","19490203",",,0","","","19490214",",,0","","","","","","","18",",,0,03,","16.5",",,0,14,","","","","","33.6",",,,0","18",",,,0","","","","","",""
"USC00117400","1949-08","39.53333","-91.01667","143.0","ROCKPORT, IL US","","","6",",0","6",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","19490831","+,,0","19490831","+,,0","","","19490812",",,0","","","","","0",",,0,31,+","0",",,0,31,+","14.7",",,0,12,","","","","","38.7",",,,0","0",",,,0","","","","","",""
"USC00117400","1949-09","39.53333","-91.01667","143.0","ROCKPORT, IL US","","","5",",0","5",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","19490930","+,,0","19490930","+,,0","","","19490912",",,0","","","","","0",",,0,30,+","0",",,0,30,+","26.4",",,0,12,","","","","","66.3",",,,0","0",",,,0","","","","","",""
"USC00117400","1949-10","39.53333","-91.01667","143.0","ROCKPORT, IL US","","","6",",0","5",",0","2",",0","0",",0","0",",0","","","","","","","","","","","","","","","19491031","+,,0","19491031","+,,0","","","19491021",",,0","","","","","0",",,0,31,+","0",",,0,31,+","26.7",",,0,21,","","","","","97.7",",,,0","0",",,,0","","","","","",""
"USC00117400","1949-11","39.53333","-91.01667","143.0","ROCKPORT, IL US","","","1",",0","1",",0","0",",0","","","","","","","","","","","","","","","","","","","","","","","","","19491112",",,0","","","","","","","","","4.1",",,0,12,","","","","","4.1",",,,0","","","","","","","",""
"USC00117400","1949-12","39.53333","-91.01667","143.0","ROCKPORT, IL US","","","7",",0","6",",0","1",",0","0","2,0","0","2,0","","","","","","","","","","","","","","","19491231","+,2,0","19491231","+,2,0","","","19491221",",,0","","","","","0","2,,0,31,+","0","2,,0,31,+","51.8",",,0,21,","","","","","102.1",",,,0","0","2,,,0","","","","","",""
