"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"TX000038527","1959-01","40.067","57.383","47.0","DAVALY, TX","9","1,I","4","1,I","0","1,I","","","","","","","19590124",",1,I","","","23.4","1,,I,24,","","","54.0","1,,,I","",""
"TX000038527","1959-02","40.067","57.383","47.0","DAVALY, TX","7",",I","1",",I","0",",I","","","","","","","19590212",",,I","","","5.1",",,I,12,","","","11.0",",,,I","",""
"TX000038527","1959-03","40.067","57.383","47.0","DAVALY, TX","7",",I","4",",I","0",",I","","","","","","","19590307",",,I","","","8.8",",,I,07,","","","31.2",",,,I","",""
"TX000038527","1959-04","40.067","57.383","47.0","DAVALY, TX","7",",I","5",",I","0",",I","","","","","","","19590407",",,I","","","23.8",",,I,07,","","","59.7",",,,I","",""
"TX000038527","1959-05","40.067","57.383","47.0","DAVALY, TX","0",",I","0",",I","0",",I","","","","","","","19590530","+,,I","","","0.0",",T,I,30,+","","","0.0",",T,,I","",""
"TX000038527","1959-07","40.067","57.383","47.0","DAVALY, TX","0",",I","0",",I","0",",I","","","","","","","19590728","+,,I","","","0.0",",T,I,28,+","","","0.0",",T,,I","",""
"TX000038527","1959-08","40.067","57.383","47.0","DAVALY, TX","1",",I","0",",I","0",",I","","","","","","","19590802",",,I","","","0.9",",,I,02,","","","1.1",",,,I","",""
"TX000038527","1959-09","40.067","57.383","47.0","DAVALY, TX","0",",I","0",",I","0",",I","","","","","","","19590930","+,,I","","","0.0",",,I,30,+","","","0.0",",,,I","",""
"TX000038527","1959-10","40.067","57.383","47.0","DAVALY, TX","3",",I","1",",I","0",",I","","","","","","","19591031",",,I","","","3.6",",,I,31,","","","6.5",",,,I","",""
"TX000038527","1959-11","40.067","57.383","47.0","DAVALY, TX","6","2,I","1","2,I","0","2,I","","","","","","","19591120",",2,I","","","21.3","2,,I,20,","","","28.3","2,,,I","",""
"TX000038527","1959-12","40.067","57.383","47.0","DAVALY, TX","10","2,I","4","2,I","0","2,I","","","","","","","19591221",",2,I","","","3.4","2,,I,21,","","","17.8","2,,,I","",""
"TX000038527","1960-01","40.067","57.383","47.0","DAVALY, TX","1","1,I","1","1,I","0","1,I","","","","","","","19600104",",1,I","","","3.0","1,,I,04,","","","3.4","1,,,I","",""
"TX000038527","1960-02","40.067","57.383","47.0","DAVALY, TX","4","1,I","0","1,I","0","1,I","","","","","","","19600222",",1,I","","","2.0","1,,I,22,","","","7.4","1,,,I","",""
"TX000038527","1960-03","40.067","57.383","47.0","DAVALY, TX","6","1,I","2","1,I","0","1,I","","","","","","","19600312",",1,I","","","4.0","1,,I,12,","","","12.3","1,,,I","",""
"TX000038527","1960-04","40.067","57.383","47.0","DAVALY, TX","4",",I","3",",I","0",",I","","","","","","","19600429",",,I","","","9.0",",,I,29,","","","16.5",",,,I","",""
