"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00023926","1967-11","33.98333","-109.75","2493.3","HAWLEY LAKE, AZ US","","","0.0",",0","3",",0","3",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","0",",0","0",",0","19671130","+,,0","19671130","+,,0","19671130","+,,0","","","19671128","+,,0","19671115",",,0","-9.4",",0,30,+","0",",,0,30,+","0",",,0,30,+","16.5",",,0,28,+","20.0",",0,15,","","","","","460.1",",0","","","","","42.9",",,,0","0",",,,0","3.00",",0","11.84",",,,0","-5.85",",,,0","",""
"USC00023926","1967-12","33.98333","-109.75","2493.3","HAWLEY LAKE, AZ US","","","","","","","","","","","15","5,0","12",",0","","","","","","","","","","","","","19671221",",5,0","19671213",",,0","","","","","","","","","2311","5,,0,21,","488",",,0,13,","","","","","","","","","","","","","","","","","2609",",,,0","","","","","","","",""
"USC00023926","1968-01","33.98333","-109.75","2493.3","HAWLEY LAKE, AZ US","0.0","0","0.0",",0","5",",0","5",",0","0",",0","31",",0","6",",0","14",",0","31",",0","2",",0","0",",0","0",",0","19680106",",,0","19680104","+,,0","19680129","+,,0","","","19680128",",,0","19680125",",,0","-27.2",",0,06,","1270",",,0,04,+","178",",,0,29,+","22.9",",,0,28,","12.8",",0,25,","","","","","736.8",",0","","","","","64.5",",,,0","787",",,,0","-5.43",",0","5.24",",,,0","-16.11",",,,0","",""
"USC00023926","1968-02","33.98333","-109.75","2493.3","HAWLEY LAKE, AZ US","0.0","0","0.0",",0","5",",0","5",",0","0",",0","29",",0","7",",0","5",",0","29",",0","0",",0","0",",0","0",",0","19680206","+,,0","19680214",",,0","19680213",",,0","","","19680213",",,0","19680227",",,0","-18.9",",0,06,+","940",",,0,14,","203",",,0,13,","17.0",",,0,13,","13.9",",0,27,","","","","","584.8",",0","","","","","52.8",",,,0","710",",,,0","-1.83",",0","7.59",",,,0","-11.26",",,,0","",""
"USC00023926","1968-03","33.98333","-109.75","2493.3","HAWLEY LAKE, AZ US","0.0","0","0.0",",0","6",",0","6",",0","1",",0","31",",0","8",",0","2",",0","31",",0","1",",0","0",",0","0",",0","19680312",",,0","19680312","+,,0","19680310",",,0","","","19680310",",,0","19680331",",,0","-23.3",",0,12,","991",",,0,12,+","254",",,0,10,","26.9",",,0,10,","15.0",",0,31,","","","","","640.0",",0","","","","","84.0",",,,0","965",",,,0","-2.31",",0","6.93",",,,0","-11.55",",,,0","",""
"USC00023926","1968-04","33.98333","-109.75","2493.3","HAWLEY LAKE, AZ US","0.0","0","0.0",",0","7",",0","6",",0","0",",0","28",",0","6",",0","0",",0","29",",0","0",",0","0",",0","0",",0","19680404",",,0","19680404",",,0","19680423",",,0","","","19680403",",,0","19680416","+,,0","-14.4",",0,04,","584",",,0,04,","254",",,0,23,","17.5",",,0,03,","13.3",",0,16,+","","","","","506.8",",0","","","","","63.5",",,,0","686",",,,0","1.44",",0","8.47",",,,0","-5.59",",,,0","",""
"USC00023926","1968-05","33.98333","-109.75","2493.3","HAWLEY LAKE, AZ US","0.0","0","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","5",",0","0",",0","19680507",",,0","19680531","+,,0","19680531","+,,0","","","19680531","+,,0","19680528",",,0","-6.7",",0,07,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","30.0",",0,28,","182.6","1,,,0","","","332.2",",0","2.81","1,,,0","22.50","2,,,0","0.0",",,,0","0",",,,0","7.62",",0","16.90",",,,0","-1.67",",,,0","2631","4,,,0"
"USC00023926","1968-06","33.98333","-109.75","2493.3","HAWLEY LAKE, AZ US","0.0","0","0.0",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","25",",0","0",",0","19680610",",,0","19680630","+,,0","19680630","+,,0","","","19680608",",,0","19680624",",,0","-6.1",",0,10,","0",",,0,30,+","0",",,0,30,+","7.6",",,0,08,","30.6",",0,24,","233.3",",,,0","","","187.3",",0","5.09",",,,0","24.88",",,,0","7.6",",,,0","0",",,,0","12.09",",0","23.54",",,,0","0.64",",,,0","2261","3,,,0"
"USC00023926","1968-07","33.98333","-109.75","2493.3","HAWLEY LAKE, AZ US","0.0","0","0.0","1,0","12",",0","11",",0","0",",0","0",",0","0",",0","0","1,0","1","1,0","0","1,0","23","1,0","0","1,0","19680701",",1,0","19680731","+,,0","19680731","+,,0","","","19680726",",,0","19680721",",1,0","-1.7","1,0,01,","0",",,0,31,+","0",",,0,31,+","23.9",",,0,26,","28.9","1,0,21,","203.8","1,,,0","130.4","0","130.4","1,0","7.83","1,,,0","24.93","1,,,0","126.1",",,,0","0",",,,0","13.99","1,0","23.03","1,,,0","4.94","1,,,0","",""
"USC00023926","1968-08","33.98333","-109.75","2493.3","HAWLEY LAKE, AZ US","0.0","0","0.0",",0","15",",0","12",",0","1",",0","0",",0","0",",0","0",",0","3",",0","0",",0","5",",0","0",",0","19680831",",,0","19680831","+,,0","19680831","+,,0","","","19680831",",,0","19680830",",,0","-3.3",",0,31,","0",",,0,31,+","0",",,0,31,+","32.0",",,0,31,","22.8",",0,30,","128.4","1,,,0","324.4","0","194.0",",0","7.67",",,,0","23.80","1,,,0","143.2",",,,0","0",",,,0","12.07",",0","19.62",",,,0","4.53",",,,0","920",",,,0"
