"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00121841","1925-09","40.1397","-87.4066","150.9","COVINGTON 1 WNW, IN US","7",",6","7",",6","2",",6","","","","","","","","","","","19250909",",,6","","","","","31.2",",,6,09,","119.6",",,,6","",""
"USC00121841","1925-10","40.1397","-87.4066","150.9","COVINGTON 1 WNW, IN US","15",",6","7",",6","0",",6","","","0",",6","","","","","19251030",",,6","19251017",",,6","","","5",",,6,30,","13.7",",,6,17,","59.1",",,,6","5",",,,6"
"USC00121841","1925-11","40.1397","-87.4066","150.9","COVINGTON 1 WNW, IN US","9",",6","8",",6","1",",6","","","1",",6","","","","","19251129",",,6","19251108",",,6","","","25",",,6,29,","33.8",",,6,08,","101.7",",,,6","25",",,,6"
"USC00121841","1925-12","40.1397","-87.4066","150.9","COVINGTON 1 WNW, IN US","6",",6","4",",6","0",",6","","","1",",6","","","","","19251223",",,6","19251204",",,6","","","30",",,6,23,","17.8",",,6,04,","29.7",",,,6","48",",,,6"
"USC00121841","1926-01","40.1397","-87.4066","150.9","COVINGTON 1 WNW, IN US","7",",6","7",",6","0",",6","","","1",",6","","","","","19260127",",,6","19260118",",,6","","","30",",,6,27,","20.8",",,6,18,","45.6",",,,6","30",",,,6"
"USC00121841","1926-02","40.1397","-87.4066","150.9","COVINGTON 1 WNW, IN US","7",",6","5",",6","1",",6","","","1",",6","","","","","19260209",",,6","19260225",",,6","","","86",",,6,09,","33.0",",,6,25,","71.0",",,,6","86",",,,6"
"USC00121841","1926-03","40.1397","-87.4066","150.9","COVINGTON 1 WNW, IN US","6",",6","6",",6","1",",6","","","1",",6","","","","","19260313",",,6","19260331",",,6","","","48",",,6,13,","26.7",",,6,31,","61.5",",,,6","48",",,,6"
"USC00121841","1926-04","40.1397","-87.4066","150.9","COVINGTON 1 WNW, IN US","10",",6","7",",6","1",",6","","","","","","","","","","","19260407",",,6","","","","","49.5",",,6,07,","127.6",",,,6","",""
"USC00121841","1926-05","40.1397","-87.4066","150.9","COVINGTON 1 WNW, IN US","10",",6","7",",6","2",",6","","","0",",6","","","","","19260531","+,,6","19260518",",,6","","","0",",,6,31,+","49.0",",,6,18,","145.8",",,,6","0",",,,6"
"USC00121841","1926-06","40.1397","-87.4066","150.9","COVINGTON 1 WNW, IN US","12",",6","4",",6","0",",6","","","","","","","","","","","19260611",",,6","","","","","20.6",",,6,11,","55.3",",,,6","",""
"USC00121841","1926-07","40.1397","-87.4066","150.9","COVINGTON 1 WNW, IN US","5",",6","5",",6","0",",6","","","","","","","","","","","19260704",",,6","","","","","20.3",",,6,04,","57.7",",,,6","",""
"USC00121841","1926-08","40.1397","-87.4066","150.9","COVINGTON 1 WNW, IN US","13",",6","10",",6","4",",6","","","","","","","","","","","19260818",",,6","","","","","50.8",",,6,18,","224.4",",,,6","",""
"USC00121841","1926-09","40.1397","-87.4066","150.9","COVINGTON 1 WNW, IN US","18",",6","16",",6","4",",6","","","0",",6","","","","","19260930","+,,6","19260909",",,6","","","0",",,6,30,+","53.6",",,6,09,","296.7",",,,6","0",",,,6"
"USC00121841","1926-10","40.1397","-87.4066","150.9","COVINGTON 1 WNW, IN US","13",",6","9",",6","1",",6","","","","","","","","","","","19261002",",,6","","","","","44.2",",,6,02,","89.6",",,,6","",""
