"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00205218","1892-08","43.38333","-83.21667","275.5","MAYVILLE, MI US","69.1","3,6","8",",6","8",",6","0",",6","","","0","3,6","0","3,6","0","3,6","26","3,6","3","3,6","18920820","+,3,6","","","","","18920824",",,6","18920818","+,3,6","10.0","3,6,20,+","","","11.2",",,6,24,","33.3","3,6,18,+","21.0","6","4.6","3,6","56.2",",,,6","","","20.64","3,6","26.60","3,,,6","14.68","3,,,6"
"USC00205218","1892-09","43.38333","-83.21667","275.5","MAYVILLE, MI US","21.6","3,6","9",",6","5",",6","1",",6","","","0","3,6","0","3,6","0","3,6","17","3,6","0","3,6","18920926",",3,6","","","","","18920913",",,6","18920915",",3,6","2.2","3,6,26,","","","37.3",",,6,13,","31.1","3,6,15,","95.4","6","74.4","3,6","86.9",",,,6","","","16.38","3,6","22.38","3,,,6","10.38","3,,,6"
"USC00205218","1892-11","43.38333","-83.21667","275.5","MAYVILLE, MI US","","","7",",6","5",",6","1",",6","","","0","4,6","18","4,6","6","4,6","0","4,6","0","4,6","18921123",",4,6","","","","","18921116",",,6","18921113",",4,6","-9.4","4,6,23,","","","25.4",",,6,16,","13.3","4,6,13,","","","","","64.6",",,,6","","","1.25","7,6","4.17","4,,,6","-1.67","4,,,6"
"USC00205218","1892-12","43.38333","-83.21667","275.5","MAYVILLE, MI US","","","9",",6","6",",6","0",",6","3",",6","4","3,6","28","3,6","20","3,6","0","3,6","0","3,6","18921230",",3,6","18921225",",,6","","","18921225",",,6","18921203",",3,6","-21.1","3,6,30,","127",",,6,25,","11.4",",,6,25,","6.1","3,6,03,","","","","","42.5",",,,6","177",",,,6","-4.94","6,6","-2.19","3,,,6","-7.69","3,,,6"
"USC00205218","1893-01","43.38333","-83.21667","275.5","MAYVILLE, MI US","","","","","","","","","10",",6","8","3,6","28","3,6","27","3,6","0","3,6","0","3,6","18930110",",3,6","18930101",",,6","","","","","18930128",",3,6","-25.6","3,6,10,","152",",,6,01,","","","5.0","3,6,28,","","","","","","","584",",,,6","-10.68","6,6","-6.45","3,,,6","-14.90","3,,,6"
"USC00205218","1893-02","43.38333","-83.21667","275.5","MAYVILLE, MI US","","","","","","","","","7",",6","","","","","","","","","","","","","18930223","+,,6","","","","","","","","","102",",,6,23,+","","","","","","","","","","","406",",,,6","","","","","",""
"USC00205218","1893-03","43.38333","-83.21667","275.5","MAYVILLE, MI US","","","9","2,6","6","2,6","1","2,6","3",",6","0","4,6","23","4,6","7","4,6","0","4,6","0","4,6","18930315",",4,6","18930314",",,6","","","18930324",",2,6","18930324","+,4,6","-16.7","4,6,15,","58",",,6,14,","31.8","2,,6,24,","13.3","4,6,24,+","","","","","71.1","2,,,6","134",",,,6","-1.22","8,6","3.77","4,,,6","-6.20","4,,,6"
"USC00205218","1893-04","43.38333","-83.21667","275.5","MAYVILLE, MI US","0.0","4,6","15",",6","13",",6","2",",6","1",",6","0","2,6","19","2,6","0","2,6","2","2,6","0","2,6","18930402",",2,6","18930415",",,6","","","18930420",",,6","18930407",",2,6","-7.2","2,6,02,","25",",,6,15,","34.3",",,6,20,","26.1","2,6,07,","","","347.9","2,6","131.7",",,,6","25",",,,6","5.04","4,6","9.95","2,,,6","0.12","2,,,6"
"USC00205218","1893-05","43.38333","-83.21667","275.5","MAYVILLE, MI US","1.6","1,6","7",",6","5",",6","2",",6","","","0","1,6","0","1,6","0","1,6","10","1,6","0","1,6","18930505",",1,6","","","","","18930523",",,6","18930522","+,1,6","0.6","1,6,05,","","","58.4",",,6,23,","27.2","1,6,22,+","","","194.8","1,6","114.4",",,,6","","","11.90","1,6","17.65","1,,,6","6.14","1,,,6"
"USC00205218","1893-06","43.38333","-83.21667","275.5","MAYVILLE, MI US","80.5",",6","8",",6","7",",6","1",",6","","","0",",6","0",",6","0",",6","28",",6","2",",6","18930607",",,6","","","","","18930611",",,6","18930620",",,6","10.0",",6,07,","","","26.7",",,6,11,","32.8",",6,20,","","","7.2",",6","98.1",",,,6","","","20.78",",6","26.48",",,,6","15.07",",,,6"
"USC00205218","1893-07","43.38333","-83.21667","275.5","MAYVILLE, MI US","100.7",",6","9",",6","4",",6","1",",6","","","0",",6","0",",6","0",",6","30",",6","1",",6","18930704",",,6","","","","","18930715",",,6","18930725",",,6","9.4",",6,04,","","","35.6",",,6,15,","32.2",",6,25,","4.7","6","4.7",",6","66.4",",,,6","","","21.43",",6","27.64",",,,6","15.22",",,,6"
"USC00205218","1893-08","43.38333","-83.21667","275.5","MAYVILLE, MI US","80.0","1,6","5","2,6","4","2,6","0","2,6","","","0","1,6","0","1,6","0","1,6","29","1,6","5","1,6","18930807",",1,6","","","","","18930816",",2,6","18930810",",1,6","8.3","1,6,07,","","","6.4","2,,6,16,","35.6","1,6,10,","12.4","6","7.7","1,6","18.3","2,,,6","","","20.74","1,6","27.70","1,,,6","13.78","1,,,6"
"USC00205218","1893-09","43.38333","-83.21667","275.5","MAYVILLE, MI US","23.7",",6","7",",6","5",",6","0",",6","","","0",",6","1",",6","0",",6","22",",6","0",",6","18930928",",,6","","","","","18930922",",,6","18930904",",,6","0.0",",6,28,","","","17.3",",,6,22,","31.1",",6,04,","113.8","6","101.4",",6","50.6",",,,6","","","15.74",",6","22.40",",,,6","9.09",",,,6"
"USC00205218","1893-10","43.38333","-83.21667","275.5","MAYVILLE, MI US","2.5","4,6","8",",6","6",",6","1",",6","","","0","2,6","5","2,6","0","2,6","9","2,6","0","2,6","18931031","+,2,6","","","","","18931014",",,6","18931012",",2,6","-5.0","2,6,31,+","","","31.2",",,6,14,","28.3","2,6,12,","295.8","6","182.0","2,6","83.5",",,,6","","","11.22","4,6","16.87","2,,,6","5.58","2,,,6"
"USC00205218","1893-11","43.38333","-83.21667","275.5","MAYVILLE, MI US","","","7","1,6","7","1,6","1","1,6","2",",6","0","4,6","17","4,6","4","3,6","0","3,6","0","3,6","18931126",",4,6","18931129",",,6","","","18931127",",1,6","18931108","+,3,6","-11.7","4,6,26,","64",",,6,29,","25.4","1,,6,27,","17.2","3,6,08,+","","","","","68.3","1,,,6","141",",,,6","2.71","6,6","6.76","3,,,6","-1.33","4,,,6"
"USC00205218","1893-12","43.38333","-83.21667","275.5","MAYVILLE, MI US","","","14",",6","11",",6","1",",6","8",",6","","","","","","","","","","","","","18931203",",,6","","","18931215",",,6","","","","","102",",,6,03,","29.2",",,6,15,","","","","","","","93.5",",,,6","406",",,,6","","","","","",""
"USC00205218","1894-01","43.38333","-83.21667","275.5","MAYVILLE, MI US","","","9",",6","8",",6","0",",6","5",",6","","","","","","","","","","","","","18940124",",,6","","","18940124",",,6","","","","","178",",,6,24,","20.3",",,6,24,","","","","","","","56.8",",,,6","368",",,,6","","","","","",""
"USC00205218","1894-02","43.38333","-83.21667","275.5","MAYVILLE, MI US","","","7","1,6","3","1,6","0","1,6","2",",6","","","","","","","","","","","","","18940212","+,,6","","","18940209",",1,6","","","","","76",",,6,12,+","18.5","1,,6,09,","","","","","","","33.8","1,,,6","204",",,,6","","","","","",""
"USC00205218","1894-03","43.38333","-83.21667","275.5","MAYVILLE, MI US","0.0","3,6","8",",6","8",",6","0",",6","","","0","1,6","21","1,6","2","2,6","1","2,6","0","2,6","18940327","+,1,6","","","","","18940306",",,6","18940318",",2,6","-13.3","1,6,27,+","","","17.8",",,6,06,","25.0","2,6,18,","","","388.6","2,6","41.0",",,,6","","","4.05","3,6","9.51","2,,,6","-1.41","1,,,6"
"USC00205218","1894-04","43.38333","-83.21667","275.5","MAYVILLE, MI US","0.0","2,6","10",",6","9",",6","0",",6","1",",6","0","1,6","9","1,6","0","1,6","8","1,6","0","1,6","18940402",",1,6","18940407",",,6","","","18940421",",,6","18940430",",1,6","-11.1","1,6,02,","76",",,6,07,","15.2",",,6,21,","24.4","1,6,30,","","","300.6","1,6","79.8",",,,6","76",",,,6","7.55","2,6","13.18","1,,,6","1.92","1,,,6"
"USC00205218","1894-05","43.38333","-83.21667","275.5","MAYVILLE, MI US","0.3","2,6","16","2,6","14","2,6","1","2,6","","","0","1,6","1","1,6","0","1,6","12","1,6","0","1,6","18940519",",1,6","","","","","18940518",",2,6","18940517",",1,6","0.0","1,6,19,","","","33.0","2,,6,18,","26.7","1,6,17,","","","172.4","1,6","132.8","2,,,6","","","12.60","2,6","18.28","1,,,6","6.91","1,,,6"
"USC00205218","1894-06","43.38333","-83.21667","275.5","MAYVILLE, MI US","125.7",",6","7",",6","7",",6","1",",6","","","0",",6","0",",6","0",",6","27",",6","7",",6","18940606",",,6","","","","","18940625",",,6","18940622",",,6","0.6",",6,06,","","","31.8",",,6,25,","33.9",",6,22,","","","38.6",",6","68.9",",,,6","","","21.24",",6","27.97",",,,6","14.51",",,,6"
"USC00205218","1894-07","43.38333","-83.21667","275.5","MAYVILLE, MI US","137.1",",6","8",",6","6",",6","0",",6","","","0",",6","0",",6","0",",6","31",",6","7",",6","18940707",",,6","","","","","18940710",",,6","18940719",",,6","5.6",",6,07,","","","17.8",",,6,10,","37.8",",6,19,","7.7","6","7.7",",6","57.7",",,,6","","","22.51",",6","29.61",",,,6","15.41",",,,6"
"USC00205218","1894-08","43.38333","-83.21667","275.5","MAYVILLE, MI US","73.0","1,6","1",",6","0",",6","0",",6","","","0","1,6","0","1,6","0",",6","29",",6","2",",6","18940804",",1,6","","","","","18940809",",,6","18940824","+,,6","5.6","1,6,04,","","","1.8",",,6,09,","34.4",",6,24,+","19.9","6","12.2",",6","1.8",",,,6","","","20.37","1,6","27.38",",,,6","13.37","1,,,6"
"USC00205218","1894-09","43.38333","-83.21667","275.5","MAYVILLE, MI US","54.1",",6","8",",6","6",",6","2",",6","","","0",",6","1",",6","0",",6","23",",6","4",",6","18940925",",,6","","","","","18940908",",,6","18940902",",,6","0.0",",6,25,","","","33.0",",,6,08,","36.1",",6,02,","87.4","6","67.5",",6","94.0",",,,6","","","17.89",",6","24.94",",,,6","10.83",",,,6"
"USC00205218","1894-10","43.38333","-83.21667","275.5","MAYVILLE, MI US","0.3",",6","11",",6","9",",6","0",",6","","","0",",6","3",",6","0",",6","5",",6","0",",6","18941015",",,6","","","","","18941013",",,6","18941021",",,6","-2.8",",6,15,","","","11.7",",,6,13,","26.1",",6,21,","333.5","6","246.1",",6","68.1",",,,6","","","10.40",",6","15.35",",,,6","5.45",",,,6"
"USC00205218","1894-11","43.38333","-83.21667","275.5","MAYVILLE, MI US","","","5",",6","5",",6","0",",6","","","0","4,6","20","4,6","6","4,6","0","4,6","0","4,6","18941120",",4,6","","","","","18941109",",,6","18941102",",4,6","-13.9","4,6,20,","","","7.6",",,6,09,","16.1","4,6,02,","","","","","22.6",",,,6","","","0.35","8,6","3.87","4,,,6","-3.18","4,,,6"
"USC00205218","1894-12","43.38333","-83.21667","275.5","MAYVILLE, MI US","0.0","5,6","6",",6","4",",6","0",",6","1",",6","1","3,6","26","3,6","8","4,6","0","4,6","0","4,6","18941228",",3,6","18941216",",,6","","","18941208",",,6","18941220",",4,6","-22.8","3,6,28,","25",",,6,16,","7.6",",,6,08,","12.2","4,6,20,","","","505.4","4,6","27.2",",,,6","25",",,,6","-0.91","5,6","2.65","4,,,6","-4.47","3,,,6"
"USC00205218","1895-01","43.38333","-83.21667","275.5","MAYVILLE, MI US","","","11",",6","10",",6","0",",6","8",",6","3","4,6","27","4,6","21","5,6","0","5,6","0","5,6","18950128",",4,6","18950111",",,6","","","18950111",",,6","18950121",",5,6","-21.1","4,6,28,","229",",,6,11,","22.9",",,6,11,","7.2","5,6,21,","","","","","77.6",",,,6","624",",,,6","-7.56","7,6","-3.80","5,,,6","-11.31","4,,,6"
"USC00205218","1895-02","43.38333","-83.21667","275.5","MAYVILLE, MI US","0.0","5,6","5","2,6","4","2,6","0","2,6","","","7","3,6","24","3,6","21","2,6","0","2,6","0","2,6","18950205",",3,6","","","","","18950220","+,2,6","18950228","+,2,6","-26.1","3,6,05,","","","2.5","2,,6,20,+","4.4","2,6,28,+","","","646.0","2,6","11.0","2,,,6","","","-9.71","5,6","-5.50","2,,,6","-13.92","3,,,6"
"USC00205218","1895-03","43.38333","-83.21667","275.5","MAYVILLE, MI US","","","6",",6","5",",6","0",",6","","","2","3,6","27","3,6","9","4,6","0","4,6","0","4,6","18950314",",3,6","","","","","18950308",",,6","18950327",",4,6","-21.1","3,6,14,","","","7.6",",,6,08,","13.3","4,6,27,","","","","","26.1",",,,6","","","-3.74","6,6","2.20","4,,,6","-9.68","3,,,6"
"USC00205218","1895-04","43.38333","-83.21667","275.5","MAYVILLE, MI US","0.6","2,6","7",",6","4",",6","0",",6","0","1,6","0","1,6","11","1,6","1","1,6","6","1,6","0","1,6","18950411","+,1,6","18950411",",1,6","","","18950401",",,6","18950429",",1,6","-4.4","1,6,11,+","0","1,T,6,11,","20.3",",,6,01,","26.7","1,6,29,","","","279.6","1,6","48.5",",,,6","0","1,T,,6","8.42","2,6","14.67","1,,,6","2.18","1,,,6"
"USC00205218","1895-05","43.38333","-83.21667","275.5","MAYVILLE, MI US","54.5","3,6","9",",6","5",",6","0",",6","0",",6","0","2,6","5","2,6","0","2,6","17","2,6","4","2,6","18950521",",2,6","18950514",",,6","","","18950518",",,6","18950531","+,2,6","-2.2","2,6,21,","0",",T,6,14,","14.0",",,6,18,","33.9","2,6,31,+","","","137.2","2,6","51.7",",,,6","0",",T,,6","15.32","3,6","21.88","2,,,6","8.75","2,,,6"
"USC00205218","1895-06","43.38333","-83.21667","275.5","MAYVILLE, MI US","107.5",",6","5",",6","5",",6","0",",6","","","0",",6","0",",6","0",",6","29",",6","8",",6","18950607",",,6","","","","","18950618",",,6","18950610",",,6","4.4",",6,07,","","","8.1",",,6,18,","35.0",",6,10,","","","13.1",",6","26.2",",,,6","","","21.48",",6","28.74",",,,6","14.22",",,,6"
"USC00205218","1895-07","43.38333","-83.21667","275.5","MAYVILLE, MI US","","","6",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","18950730",",,6","","","","","","","27.9",",,6,30,","","","","","","","53.8",",,,6","","","","","","","",""
"USC00205218","1895-08","43.38333","-83.21667","275.5","MAYVILLE, MI US","80.0","2,6","8",",6","8",",6","0",",6","","","0","2,6","0","2,6","0","1,6","29","1,6","1","1,6","18950802","+,2,6","","","","","18950803",",,6","18950810",",1,6","7.8","2,6,02,+","","","20.8",",,6,03,","33.9","1,6,10,","","","8.6","1,6","96.2",",,,6","","","20.85","2,6","27.94","1,,,6","13.76","2,,,6"
"USC00205218","1895-09","43.38333","-83.21667","275.5","MAYVILLE, MI US","56.1","2,6","8",",6","8",",6","2",",6","","","0","1,6","0","1,6","0","1,6","22","1,6","4","1,6","18950930",",1,6","","","","","18950926",",,6","18950911",",1,6","0.6","1,6,30,","","","38.1",",,6,26,","35.0","1,6,11,","","","71.4","1,6","107.7",",,,6","","","17.92","2,6","24.46","1,,,6","11.38","1,,,6"
"USC00205218","1895-10","43.38333","-83.21667","275.5","MAYVILLE, MI US","","","2",",6","2",",6","0",",6","1",",6","0","3,6","12","3,6","0","3,6","1","3,6","0","3,6","18951021",",3,6","18951029",",,6","","","18951007",",,6","18951004",",3,6","-7.8","3,6,21,","25",",,6,29,","5.8",",,6,07,","22.2","3,6,04,","","","","","8.3",",,,6","25",",,,6","6.91","6,6","12.93","3,,,6","0.90","3,,,6"
"USC00205218","1895-11","43.38333","-83.21667","275.5","MAYVILLE, MI US","0.0","5,6","11","1,6","9","1,6","0","1,6","5",",6","0","3,6","21","3,6","8","3,6","0","3,6","0","3,6","18951121",",3,6","18951119",",,6","","","18951119",",1,6","18951105",",3,6","-16.7","3,6,21,","183",",,6,19,","22.1","1,,6,19,","20.0","3,6,05,","","","427.6","3,6","95.4","1,,,6","437",",,,6","1.15","5,6","5.63","3,,,6","-3.33","3,,,6"
"USC00205218","1895-12","43.38333","-83.21667","275.5","MAYVILLE, MI US","","","14",",6","13",",6","1",",6","5",",6","1","5,6","20","5,6","11","5,6","0","5,6","0","5,6","18951213",",5,6","18951211",",,6","","","18951219",",,6","18951225",",5,6","-18.3","5,6,13,","152",",,6,11,","30.5",",,6,19,","13.9","5,6,25,","","","","","135.9",",,,6","407",",,,6","-2.31","9,6","1.21","5,,,6","-5.82","5,,,6"
"USC00205218","1896-01","43.38333","-83.21667","275.5","MAYVILLE, MI US","","","4",",6","4",",6","0",",6","","","2","5,6","25","5,6","","","","","","","18960105",",5,6","","","","","18960123",",,6","","","-21.1","5,6,05,","","","10.2",",,6,23,","","","","","","","26.2",",,,6","","","","","","","-7.24","5,,,6"
"USC00205218","1896-02","43.38333","-83.21667","275.5","MAYVILLE, MI US","","","10",",6","9",",6","0",",6","8",",6","4","4,6","24","4,6","13","4,6","0","4,6","0","4,6","18960217",",4,6","18960213",",,6","","","18960213",",,6","18960227",",4,6","-21.1","4,6,17,","102",",,6,13,","8.9",",,6,13,","10.6","4,6,27,","","","","","40.6",",,,6","388",",,,6","-5.15","8,6","-1.08","4,,,6","-9.22","4,,,6"
"USC00205218","1896-03","43.38333","-83.21667","275.5","MAYVILLE, MI US","","","4",",6","4",",6","0",",6","2",",6","0","3,6","25","3,6","","","","","","","18960320",",3,6","18960319",",,6","","","18960329",",,6","","","-12.2","3,6,20,","102",",,6,19,","17.8",",,6,29,","","","","","","","44.0",",,,6","153",",,,6","","","","","-6.21","3,,,6"
"USC00205218","1896-04","43.38333","-83.21667","275.5","MAYVILLE, MI US","10.6","2,6","9","1,6","9","1,6","0","1,6","1",",6","0","1,6","8","1,6","1","1,6","10","1,6","0","1,6","18960403","+,1,6","18960402",",,6","","","18960424",",1,6","18960416",",1,6","-7.8","1,6,03,+","51",",,6,02,","17.0","1,,6,24,","28.3","1,6,16,","","","209.0","1,6","73.2","1,,,6","51",",,,6","10.87","2,6","15.97","1,,,6","5.76","1,,,6"
"USC00205218","1896-05","43.38333","-83.21667","275.5","MAYVILLE, MI US","33.3",",6","5",",6","4",",6","1",",6","","","0",",6","0",",6","0",",6","26",",6","0",",6","18960531",",,6","","","","","18960525",",,6","18960511","+,,6","3.9",",6,31,","","","25.4",",,6,25,","30.0",",6,11,+","","","47.2",",6","54.3",",,,6","","","17.88",",6","24.37",",,,6","11.40",",,,6"
"USC00205218","1896-06","43.38333","-83.21667","275.5","MAYVILLE, MI US","47.0","2,6","7",",6","6",",6","1",",6","","","0","1,6","0","1,6","0","1,6","28","1,6","0","1,6","18960601",",1,6","","","","","18960606",",,6","18960625","+,1,6","5.6","1,6,01,","","","27.9",",,6,06,","31.7","1,6,25,+","","","15.8","1,6","80.2",",,,6","","","19.38","2,6","26.47","1,,,6","12.30","1,,,6"
"USC00205218","1896-07","43.38333","-83.21667","275.5","MAYVILLE, MI US","106.5",",6","6",",6","6",",6","0",",6","","","0",",6","0",",6","0",",6","31",",6","3",",6","18960717",",,6","","","","","18960720",",,6","18960701",",,6","8.9",",6,17,","","","11.9",",,6,20,","34.4",",6,01,","6.7","6","6.7",",6","50.3",",,,6","","","21.55",",6","27.30",",,,6","15.80",",,,6"
"USC00205218","1896-08","43.38333","-83.21667","275.5","MAYVILLE, MI US","85.2",",6","9",",6","9",",6","3",",6","","","0",",6","0",",6","0",",6","28",",6","5",",6","18960831","+,,6","","","","","18960806",",,6","18960805",",,6","5.6",",6,31,+","","","27.9",",,6,06,","33.9",",6,05,","34.7","6","28.0",",6","136.1",",,,6","","","20.18",",6","25.96",",,,6","14.39",",,,6"
"USC00205218","1896-09","43.38333","-83.21667","275.5","MAYVILLE, MI US","10.8","1,6","12",",6","10",",6","2",",6","","","0",",6","1",",6","0","1,6","10","1,6","0","1,6","18960923",",,6","","","","","18960929",",,6","18960910",",1,6","-1.1",",6,23,","","","28.7",",,6,29,","29.4","1,6,10,","160.1","6","125.4","1,6","118.7",",,,6","","","14.36","1,6","19.40","1,,,6","9.33",",,,6"
"USC00205218","1896-10","43.38333","-83.21667","275.5","MAYVILLE, MI US","","","4",",6","4",",6","0",",6","0",",6","0","5,6","9","5,6","","","","","","","18961018",",5,6","18961021","+,,6","","","18961020",",,6","","","-5.0","5,6,18,","0",",T,6,21,+","7.6",",,6,20,","","","","","","","18.5",",,,6","0",",T,,6","","","","","2.83","5,,,6"
"USC00205218","1896-11","43.38333","-83.21667","275.5","MAYVILLE, MI US","","","9",",6","9",",6","0",",6","","","0","4,6","18","4,6","4","3,6","0","3,6","0","3,6","18961130",",4,6","","","","","18961121",",,6","18961126","+,3,6","-12.2","4,6,30,","","","13.7",",,6,21,","18.3","3,6,26,+","","","","","67.6",",,,6","","","2.73","7,6","7.01","3,,,6","-1.55","4,,,6"
"USC00205218","1896-12","43.38333","-83.21667","275.5","MAYVILLE, MI US","0.0",",6","6",",6","4",",6","0",",6","5",",6","1",",6","27",",6","17",",6","0",",6","0",",6","18961224",",,6","18961223",",,6","","","18961223",",,6","18961212",",,6","-19.4",",6,24,","114",",,6,23,","10.2",",,6,23,","13.9",",6,12,","","","645.2",",6","27.7",",,,6","240",",,,6","-2.48",",6","0.27",",,,6","-5.23",",,,6"
"USC00205218","1897-01","43.38333","-83.21667","275.5","MAYVILLE, MI US","","","11","2,6","10","2,6","2","2,6","7",",6","","","","","","","","","","","","","18970121",",,6","","","18970117",",2,6","","","","","64",",,6,21,","29.2","2,,6,17,","","","","","","","88.1","2,,,6","273",",,,6","","","","","",""
