"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00060918","1950-05","41.78333","-71.95","73.2","BROOKLYN, CT US","","","","","10",",0","7",",0","2",",0","0",",0","0",",0","","","","","","","","","","","3","","","","19500531","+,,0","19500531","+,,0","1","","19500525",",,0","","","","","0",",,0,31,+","0",",,0,31,+","28.7",",,0,25,","","","","","113.5",",,,0","0",",,,0","","","","","",""
"USC00060918","1950-06","41.78333","-71.95","73.2","BROOKLYN, CT US","","","","","9",",0","6",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","19500630","+,,0","19500630","+,,0","1","","19500617",",,0","","","","","0",",,0,30,+","0",",,0,30,+","19.8",",,0,17,","","","","","65.3",",,,0","0",",,,0","","","","","",""
"USC00060918","1950-07","41.78333","-71.95","73.2","BROOKLYN, CT US","","","","","6","2,0","5","2,0","0","2,0","0",",0","0",",0","","","","","","","","","","","","","","","19500731","+,,0","19500731","+,,0","2","","19500704",",2,0","","","","","0",",,0,31,+","0",",,0,31,+","16.3","2,,0,04,","","","","","45.1",",a,,0","0",",,,0","","","","","",""
"USC00060918","1950-08","41.78333","-71.95","73.2","BROOKLYN, CT US","","","","","10",",0","8",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","19500831","+,,0","19500831","+,,0","2","","19500820",",,0","","","","","0",",,0,31,+","0",",,0,31,+","55.4",",,0,20,","","","","","116.7",",,,0","0",",,,0","","","","","",""
"USC00060918","1950-09","41.78333","-71.95","73.2","BROOKLYN, CT US","","","","","7",",0","5",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","19500930","+,,0","19500930","+,,0","1","","19500901",",,0","","","","","0",",,0,30,+","0",",,0,30,+","15.0",",,0,01,","","","","","34.4",",,,0","0",",,,0","","","","","",""
"USC00060918","1950-11","41.78333","-71.95","73.2","BROOKLYN, CT US","","","","","9","1,0","7","1,0","3","1,0","0",",0","0",",0","","","","","","","","","","","","","","","19501130","+,,0","19501130",",,0","","","19501126",",1,0","","","","","0",",,0,30,+","0",",T,0,30,","49.8","1,,0,26,","","","","","132.8","1,,,0","0",",T,,0","","","","","",""
"USC00060918","1950-12","41.78333","-71.95","73.2","BROOKLYN, CT US","","","","","8",",0","7",",0","0",",0","3",",0","1",",0","","","","","","","","","","","","","","","19501226",",,0","19501226",",,0","","","19501204",",,0","","","","","51",",,0,26,","51",",,0,26,","18.5",",,0,04,","","","","","55.3",",,,0","56",",,,0","","","","","",""
"USC00060918","1951-01","41.78333","-71.95","73.2","BROOKLYN, CT US","","","","","8",",0","5",",0","1",",0","9",",0","3",",0","","","","","","","","","","","","","","","19510114",",,0","19510107",",,0","","","19510123",",,0","","","","","102",",,0,14,","76",",,0,07,","26.2",",,0,23,","","","","","74.6",",,,0","152",",,,0","","","","","",""
"USC00060918","1951-02","41.78333","-71.95","73.2","BROOKLYN, CT US","","","","","9",",0","8",",0","1",",0","","","","","","","","","","","","","","","","","","","","","","","","","19510218",",,0","","","","","","","","","33.3",",,0,18,","","","","","107.2",",,,0","","","","","","","",""
"USC00060918","1951-03","41.78333","-71.95","73.2","BROOKLYN, CT US","","","","","10",",0","8",",0","2",",0","","","","","","","","","","","","","","","1","","","","","","","","","","19510320",",,0","","","","","","","","","36.3",",,0,20,","","","","","127.6",",,,0","","","","","","","",""
