"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"NZM00093781","1960-01","-43.489","172.532","37.5","CHRISTCHURCH INTERNATIONAL, NZ","","","","","","","","","0","1,S","0","1,S","","","","","","","19600108",",1,S","","","","","6.7","1,S,08,","","","","","","","","","","","","","11.50","1,,,S"
"NZM00093781","1960-02","-43.489","172.532","37.5","CHRISTCHURCH INTERNATIONAL, NZ","","","","","","","","","0","4,S","0","4,S","","","","","","","19600227","+,4,S","","","","","7.2","4,S,27,+","","","","","","","","","","","","","10.50","4,,,S"
"NZM00093781","1960-03","-43.489","172.532","37.5","CHRISTCHURCH INTERNATIONAL, NZ","","","","","","","","","0","4,S","1","4,S","","","","","","","19600326",",4,S","","","","","0.0","4,S,26,","","","","","","","","","","","","","8.43","4,,,S"
"NZM00093781","1960-06","-43.489","172.532","37.5","CHRISTCHURCH INTERNATIONAL, NZ","","","","","","","","","0","5,S","8","5,S","","","","","","","19600630",",5,S","","","","","-3.3","5,S,30,","","","","","","","","","","","","","2.38","5,,,S"
"NZM00093781","1960-09","-43.489","172.532","37.5","CHRISTCHURCH INTERNATIONAL, NZ","","","","","","","","","0","4,S","2","4,S","","","","","","","19600921",",4,S","","","","","-1.1","4,S,21,","","","","","","","","","","","","","4.89","4,,,S"
"NZM00093781","1960-10","-43.489","172.532","37.5","CHRISTCHURCH INTERNATIONAL, NZ","","","","","","","","","0","2,S","0","2,S","","","","","","","19601014",",2,S","","","","","1.7","2,S,14,","","","","","","","","","","","","","7.26","2,,,S"
"NZM00093781","1960-11","-43.489","172.532","37.5","CHRISTCHURCH INTERNATIONAL, NZ","","","","","","","","","0","1,S","0","1,S","","","","","","","19601117","+,1,S","","","","","2.2","1,S,17,+","","","","","","","","","","","","","8.21","1,,,S"
"NZM00093781","1960-12","-43.489","172.532","37.5","CHRISTCHURCH INTERNATIONAL, NZ","","","","","","","","","0","2,S","0","2,S","","","","","","","19601211",",2,S","","","","","4.4","2,S,11,","","","","","","","","","","","","","8.92","2,,,S"
"NZM00093781","1961-01","-43.489","172.532","37.5","CHRISTCHURCH INTERNATIONAL, NZ","","","","","","","","","0","2,S","0","2,S","","","","","","","19610108",",2,S","","","","","5.0","2,S,08,","","","","","","","","","","","","","11.28","2,,,S"
"NZM00093781","1961-02","-43.489","172.532","37.5","CHRISTCHURCH INTERNATIONAL, NZ","","","","","","","","","0","3,S","0","3,S","","","","","","","19610213",",3,S","","","","","5.6","3,S,13,","","","","","","","","","","","","","11.45","3,,,S"
