"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00041034","1906-03","35.86667","-120.8","164.9","BRADLEY, CA US","","","10",",6","9",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","19060312",",,6","","","","","","","","","22.1",",,6,12,","","","","","112.1",",,,6","","","","","","","",""
"USC00041034","1906-12","35.86667","-120.8","164.9","BRADLEY, CA US","","","10",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","19061212",",,6","","","","","","","","","68.6",",,6,12,","","","","","122.1",",,,6","","","","","","","",""
"USC00041034","1907-01","35.86667","-120.8","164.9","BRADLEY, CA US","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00041034","1907-02","35.86667","-120.8","164.9","BRADLEY, CA US","","","4",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","19070216",",,6","","","","","","","","","7.6",",,6,16,","","","","","16.5",",,,6","","","","","","","",""
"USC00041034","1907-08","35.86667","-120.8","164.9","BRADLEY, CA US","204.1",",6","","","","","","","","","","","0",",6","0",",6","0",",6","31",",6","28",",6","","","19070831","+,,6","","","","","","","19070819",",,6","12.8",",6,31,+","","","","","","","37.8",",6,19,","0.0",",6","","","","","24.92",",6","33.55",",,,6","16.28",",,,6"
"USC00041034","1907-10","35.86667","-120.8","164.9","BRADLEY, CA US","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00041034","1909-01","35.86667","-120.8","164.9","BRADLEY, CA US","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00041034","1909-02","35.86667","-120.8","164.9","BRADLEY, CA US","0.0","1,6","9",",6","7",",6","0",",6","","","","","0",",6","0",",6","0","1,6","0","1,6","0","1,6","","","19090224","+,,6","","","","","19090207",",,6","19090221",",1,6","10.0",",6,24,+","","","","","23.9",",,6,07,","18.3","1,6,21,","106.7","1,6","59.8",",,,6","","","14.43","1,6","16.60","1,,,6","12.27",",,,6"
"USC00041034","1909-03","35.86667","-120.8","164.9","BRADLEY, CA US","0.0",",6","","","","","","","","","","","0",",6","0",",6","0",",6","5",",6","0",",6","","","19090322",",,6","","","","","","","19090319","+,,6","10.6",",6,22,","","","","","","","21.1",",6,19,+","76.3",",6","","","","","15.87",",6","18.53",",,,6","13.21",",,,6"
"USC00041034","1909-04","35.86667","-120.8","164.9","BRADLEY, CA US","201.3",",6","","","","","","","","","","","0",",6","0",",6","0",",6","30",",6","5",",6","","","19090401",",,6","","","","","","","19090428","+,,6","15.6",",6,01,","","","","","","","32.2",",6,28,+","0.0",",6","","","","","25.04",",6","29.06",",,,6","21.02",",,,6"
"USC00041034","1909-09","35.86667","-120.8","164.9","BRADLEY, CA US","","","","","","","","","","","","","","","","","","","","","","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00041034","1910-02","35.86667","-120.8","164.9","BRADLEY, CA US","","","","","","","","","","","","","","","","","","","","","","","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00041034","1910-04","35.86667","-120.8","164.9","BRADLEY, CA US","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00041034","1910-09","35.86667","-120.8","164.9","BRADLEY, CA US","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00041034","1911-02","35.86667","-120.8","164.9","BRADLEY, CA US","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00041034","1911-08","35.86667","-120.8","164.9","BRADLEY, CA US","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00041034","1914-07","35.86667","-120.8","164.9","BRADLEY, CA US","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00041034","1914-11","35.86667","-120.8","164.9","BRADLEY, CA US","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00041034","1916-09","35.86667","-120.8","164.9","BRADLEY, CA US","","","3",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","19160929",",,6","","","","","","","","","17.8",",,6,29,","","","","","23.1",",,,6","","","","","","","",""
"USC00041034","1917-10","35.86667","-120.8","164.9","BRADLEY, CA US","","","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","1","","","","","","","","19171031","+,,6","","","","","","","","","0.0",",,6,31,+","","","","","0.0",",,,6","","","","","","","",""
"USC00041034","1917-11","35.86667","-120.8","164.9","BRADLEY, CA US","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00041034","1917-12","35.86667","-120.8","164.9","BRADLEY, CA US","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00041034","1918-03","35.86667","-120.8","164.9","BRADLEY, CA US","26.7",",6","","","","","","","","","","","0",",6","0",",6","0",",6","17",",6","0",",6","","","19180306",",,6","","","","","","","19180329",",,6","3.3",",6,06,","","","","","","","31.1",",6,29,","131.3",",6","","","","","14.96",",6","21.63",",,,6","8.28",",,,6"
"USC00041034","1946-11","35.86667","-120.8","164.9","BRADLEY, CA US","","","3",",6","3",",6","1",",6","","","","","","","","","","","","","","","8","","","","","","","","19461120",",,6","","","","","","","","","26.4",",,6,20,","","","","","53.8",",,,6","","","","","","","",""
"USC00041034","1946-12","35.86667","-120.8","164.9","BRADLEY, CA US","","","6",",6","4",",6","0",",6","","","","","","","","","","","","","","","15","","","","","","","","19461225",",,6","","","","","","","","","20.8",",,6,25,","","","","","48.0",",,,6","","","","","","","",""
"USC00041034","1947-01","35.86667","-120.8","164.9","BRADLEY, CA US","","","2",",6","1",",6","0",",6","","","","","","","","","","","","","","","3","","","","","","","","19470128",",,6","","","","","","","","","10.7",",,6,28,","","","","","13.0",",,,6","","","","","","","",""
"USC00041034","1947-02","35.86667","-120.8","164.9","BRADLEY, CA US","","","4",",6","3",",6","0",",6","","","","","","","","","","","","","","","5","","","","","","","","19470210",",,6","","","","","","","","","9.7",",,6,10,","","","","","20.1",",,,6","","","","","","","",""
"USC00041034","1947-03","35.86667","-120.8","164.9","BRADLEY, CA US","","","3",",6","2",",6","0",",6","","","","","","","","","","","","","","","8","","","","","","","","19470328",",,6","","","","","","","","","12.4",",,6,28,","","","","","20.8",",,,6","","","","","","","",""
