"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00058501","1949-09","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","","","","","9",",0","4",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","19490930","+,,0","19490930","+,,0","19490912",",,0","","","","","0",",,0,30,+","0",",,0,30,+","7.6",",,0,12,","","","","","","","","","","","","","26.0",",,,0","0",",,,0","","","","","","","",""
"USC00058501","1949-10","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","","","","","5",",0","3",",0","0",",0","","","1",",0","","","","","","","","","","","","","","","","","19491020",",,0","19491020",",,0","","","","","","","203",",,0,20,","12.7",",,0,20,","","","","","","","","","","","","","30.5",",,,0","216",",,,0","","","","","","","",""
"USC00058501","1949-11","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","","","","","1",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","19491115",",,0","19491115",",,0","19491115",",,0","","","","","0",",T,0,15,","5",",,0,15,","0.5",",,0,15,","","","","","","","","","","","","","0.5",",,,0","5",",,,0","","","","","","","",""
"USC00058501","1949-12","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","","","","","2",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","19491220","+,,0","19491219",",,0","19491219",",,0","","","","","0",",T,0,20,+","15",",,0,19,","0.5",",,0,19,","","","","","","","","","","","","","0.8",",,,0","15",",,,0","","","","","","","",""
"USC00058501","1950-01","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","","","","","9",",0","4",",0","0",",0","","","5","1,0","","","","","","","","","","","","","","","","","19500103",",1,0","19500123",",,0","","","","","","","152","1,,0,03,","6.6",",,0,23,","","","","","","","","","","","","","25.0",",,,0","314","1,,,0","","","","","","","",""
"USC00058501","1950-02","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","","","","","3",",0","3",",0","0",",0","","","3",",0","","","","","","","","","","","","","","","","","19500228","+,,0","19500228","+,,0","","","","","","","152",",,0,28,+","5.6",",,0,28,+","","","","","","","","","","","","","14.2",",,,0","380",",,,0","","","","","","","",""
"USC00058501","1950-03","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","","","","","2",",0","2",",0","0",",0","","","1",",0","","","","","","","","","","","","","","","","","19500312",",,0","19500312",",,0","","","","","","","203",",,0,12,","11.4",",,0,12,","","","","","","","","","","","","","16.5",",,,0","203",",,,0","","","","","","","",""
"USC00058501","1950-04","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","","","","","3",",0","3",",0","0",",0","","","3",",0","","","","","","","","","","","","","","","","","19500416",",,0","19500416",",,0","","","","","","","203",",,0,16,","18.5",",,0,16,","","","","","","","","","","","","","31.5",",,,0","406",",,,0","","","","","","","",""
"USC00058501","1950-05","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","","","","","3",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","19500531","+,,0","19500531","+,,0","19500527",",,0","","","","","0",",,0,31,+","0",",,0,31,+","7.9",",,0,27,","","","","","","","","","","","","","9.7",",,,0","0",",,,0","","","","","","","",""
"USC00058501","1950-06","39.09419","-106.35064","2815.1","TWIN LAKES RESERVOIR, CO US","","","","","1","1,0","1","1,0","0","1,0","0","1,0","0","1,0","","","","","","","","","","","","","","","19500630","+,1,0","19500630","+,1,0","19500603",",1,0","","","","","0","1,,0,30,+","0","1,,0,30,+","10.4","1,,0,03,","","","","","","","","","","","","","10.4","1,,,0","0","1,,,0","","","","","","","",""
