"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00193625","1889-10","42.216667","-70.883333","18.3","HINGHAM 1, MA US","","","","","","","","","0",",","9",",6","","","18891017",",,6","","","","","","","-4.4",",6,17,","","","","","","","","","3.98",",,,6"
"USC00193625","1889-11","42.216667","-70.883333","18.3","HINGHAM 1, MA US","6",",6","6",",6","2",",6","","","0",",","11",",6","","","18891117",",,6","","","","","18891128",",,6","-11.1",",6,17,","","","60.5",",,6,28,","155.3",",,,6","","","1.96",",,,6"
"USC00193625","1889-12","42.216667","-70.883333","18.3","HINGHAM 1, MA US","9",",6","6",",6","0",",6","1",",6","0",",","22",",6","","","18891216",",,6","18891215",",,6","","","18891215",",,6","-13.3",",6,16,","203",",,6,15,","18.5",",,6,15,","62.7",",,,6","203",",,,6","-1.95",",,,6"
"USC00193625","1890-01","42.216667","-70.883333","18.3","HINGHAM 1, MA US","6","1,6","4","1,6","1","1,6","3",",6","0",",","23",",6","","","18900125",",,6","18900111",",,6","","","18900116",",1,6","-17.2",",6,25,","102",",,6,11,","25.9","1,,6,16,","71.1","1,,,6","203",",,,6","-5.38",",,,6"
"USC00193625","1890-02","42.216667","-70.883333","18.3","HINGHAM 1, MA US","6",",6","6",",6","1",",6","","","1",",","20",",6","","","18900222",",,6","","","","","18900205",",,6","-20.0",",6,22,","","","30.5",",,6,05,","87.7",",,,6","","","-4.53",",,,6"
"USC00193625","1890-03","42.216667","-70.883333","18.3","HINGHAM 1, MA US","10",",6","9",",6","4",",6","5",",6","3",",","22",",6","","","18900304",",,6","18900303",",,6","","","18900322",",,6","-18.3",",6,04,","254",",,6,03,","44.7",",,6,22,","203.3",",,,6","761",",,,6","-4.58",",,,6"
"USC00193625","1890-04","42.216667","-70.883333","18.3","HINGHAM 1, MA US","5",",6","5",",6","1",",6","","","0",",","17",",6","","","18900402",",,6","","","","","18900427",",,6","-7.8",",6,02,","","","43.9",",,6,27,","96.0",",,,6","","","-0.05",",,,6"
"USC00193625","1890-05","42.216667","-70.883333","18.3","HINGHAM 1, MA US","8",",6","8",",6","2",",6","","","0",",","2",",6","","","18900503",",,6","","","","","18900527",",,6","-1.1",",6,03,","","","33.0",",,6,27,","140.8",",,,6","","","7.07",",,,6"
"USC00193625","1890-06","42.216667","-70.883333","18.3","HINGHAM 1, MA US","6",",6","6",",6","1",",6","","","0",",","0",",6","","","18900610",",,6","","","","","18900614",",,6","2.8",",6,10,","","","43.9",",,6,14,","86.5",",,,6","","","10.42",",,,6"
"USC00193625","1890-07","42.216667","-70.883333","18.3","HINGHAM 1, MA US","7",",6","5",",6","0",",6","","","0",",","0",",6","","","18900724",",,6","","","","","18900726",",,6","5.0",",6,24,","","","18.0",",,6,26,","47.5",",,,6","","","13.72",",,,6"
"USC00193625","1890-08","42.216667","-70.883333","18.3","HINGHAM 1, MA US","9",",6","7",",6","1",",6","","","0",",","0",",6","","","18900825",",,6","","","","","18900827",",,6","7.2",",6,25,","","","27.9",",,6,27,","88.5",",,,6","","","13.78",",,,6"
"USC00193625","1890-09","42.216667","-70.883333","18.3","HINGHAM 1, MA US","3",",6","3",",6","2",",6","","","","","","","","","","","","","","","18900906",",,6","","","","","73.7",",,6,06,","146.1",",,,6","","","",""
"USC00193625","1890-10","42.216667","-70.883333","18.3","HINGHAM 1, MA US","8",",6","8",",6","4",",6","","","0",",","6",",6","","","18901023",",,6","","","","","18901025",",,6","-3.9",",6,23,","","","90.9",",,6,25,","274.5",",,,6","","","4.31",",,,6"
"USC00193625","1890-11","42.216667","-70.883333","18.3","HINGHAM 1, MA US","3",",6","3",",6","0",",6","","","0",",","18",",6","","","18901124",",,6","","","","","18901117",",,6","-12.8",",6,24,","","","20.8",",,6,17,","38.1",",,,6","","","-1.12",",,,6"
"USC00193625","1890-12","42.216667","-70.883333","18.3","HINGHAM 1, MA US","5",",6","4",",6","2",",6","1",",6","1","2,","28","2,6","","","18901229",",2,6","18901227",",,6","","","18901227",",,6","-17.8","2,6,29,","178",",,6,27,","55.4",",,6,27,","126.4",",,,6","178",",,,6","-8.41","2,,,6"
"USC00193625","1891-01","42.216667","-70.883333","18.3","HINGHAM 1, MA US","7",",6","6",",6","3",",6","3",",6","0",",","27",",6","","","18910101",",,6","18910105",",,6","","","18910119",",,6","-15.6",",6,01,","127",",,6,05,","55.6",",,6,19,","192.6",",,,6","344",",,,6","-5.15",",,,6"
"USC00193625","1891-02","42.216667","-70.883333","18.3","HINGHAM 1, MA US","8","1,6","8","1,6","2","1,6","4",",6","1",",","22",",6","","","18910205",",,6","18910210",",,6","","","18910210",",1,6","-19.4",",6,05,","127",",,6,10,","38.1","1,,6,10,","152.0","1,,,6","330",",,,6","-5.23",",,,6"
"USC00193625","1891-03","42.216667","-70.883333","18.3","HINGHAM 1, MA US","4",",6","4",",6","3",",6","1",",6","0",",","23",",6","","","18910302",",,6","18910304",",,6","","","18910324",",,6","-17.2",",6,02,","305",",,6,04,","58.9",",,6,24,","146.8",",,,6","305",",,,6","-4.37",",,,6"
"USC00193625","1891-04","42.216667","-70.883333","18.3","HINGHAM 1, MA US","5",",6","5",",6","1",",6","","","0",",","14",",6","","","18910406",",,6","","","","","18910403",",,6","-7.8",",6,06,","","","48.3",",,6,03,","79.3",",,,6","","","0.85",",,,6"
"USC00193625","1891-05","42.216667","-70.883333","18.3","HINGHAM 1, MA US","6",",6","5",",6","0",",6","","","0",",","3",",6","","","18910506",",,6","","","","","18910516",",,6","-3.3",",6,06,","","","22.1",",,6,16,","48.3",",,,6","","","5.17",",,,6"
"USC00193625","1891-06","42.216667","-70.883333","18.3","HINGHAM 1, MA US","5",",6","3",",6","1",",6","","","0",",","0",",6","","","18910605",",,6","","","","","18910623",",,6","0.6",",6,05,","","","89.2",",,6,23,","111.0",",,,6","","","10.92",",,,6"
"USC00193625","1891-07","42.216667","-70.883333","18.3","HINGHAM 1, MA US","10",",6","8",",6","0",",6","","","0",",","0",",6","","","18910728",",,6","","","","","18910724",",,6","6.7",",6,28,","","","24.9",",,6,24,","81.6",",,,6","","","12.75",",,,6"
"USC00193625","1891-08","42.216667","-70.883333","18.3","HINGHAM 1, MA US","9",",6","8",",6","1",",6","","","0",",","0",",6","","","18910801",",,6","","","","","18910828",",,6","6.7",",6,01,","","","29.2",",,6,28,","120.2",",,,6","","","15.13",",,,6"
"USC00193625","1891-09","42.216667","-70.883333","18.3","HINGHAM 1, MA US","5",",6","2",",6","1",",6","","","0",",","0",",6","","","18910909",",,6","","","","","18910907",",,6","3.3",",6,09,","","","51.3",",,6,07,","57.6",",,,6","","","12.18",",,,6"
"USC00193625","1891-10","42.216667","-70.883333","18.3","HINGHAM 1, MA US","8",",6","6",",6","3",",6","","","0",",","6",",6","","","18911025",",,6","","","","","18911013",",,6","-3.3",",6,25,","","","50.8",",,6,13,","158.1",",,,6","","","4.28",",,,6"
"USC00193625","1891-11","42.216667","-70.883333","18.3","HINGHAM 1, MA US","4",",6","3",",6","2",",6","","","0","2,","17","2,6","","","18911130",",2,6","","","","","18911127",",,6","-13.3","2,6,30,","","","37.1",",,6,27,","74.7",",,,6","","","-1.95","2,,,6"
"USC00193625","1891-12","42.216667","-70.883333","18.3","HINGHAM 1, MA US","5",",6","5",",6","1",",6","","","0",",","18",",6","","","18911218",",,6","","","","","18911226",",,6","-13.9",",6,18,","","","38.1",",,6,26,","91.1",",,,6","","","-1.59",",,,6"
"USC00193625","1892-03","42.216667","-70.883333","18.3","HINGHAM 1, MA US","5",",6","5",",6","2",",6","2",",6","0",",","30",",6","","","18920322",",,6","18920303",",,6","","","18920319",",,6","-15.0",",6,22,","381",",,6,03,","41.9",",,6,19,","113.1",",,,6","686",",,,6","-5.68",",,,6"
"USC00193625","1892-04","42.216667","-70.883333","18.3","HINGHAM 1, MA US","4",",6","3",",6","0",",6","","","0",",6","18",",6","","","18920401",",,6","","","","","18920429",",,6","-6.1",",6,01,","","","8.4",",,6,29,","23.1",",,,6","","","0.21",",,,6"
"USC00193625","1892-05","42.216667","-70.883333","18.3","HINGHAM 1, MA US","9",",6","9",",6","1",",6","","","0",",","2",",6","","","18920501",",,6","","","","","18920520",",,6","-3.9",",6,01,","","","29.5",",,6,20,","129.8",",,,6","","","6.18",",,,6"
"USC00193625","1892-06","42.216667","-70.883333","18.3","HINGHAM 1, MA US","8",",6","4",",6","3",",6","","","","","","","","","","","","","","","18920609",",,6","","","","","50.8",",,6,09,","129.6",",,,6","","","",""
"USC00193625","1892-08","42.216667","-70.883333","18.3","HINGHAM 1, MA US","5",",6","5",",6","1",",6","","","0",",","0",",6","","","18920830",",,6","","","","","18920827",",,6","8.3",",6,30,","","","41.7",",,6,27,","73.5",",,,6","","","14.46",",,,6"
"USC00193625","1892-09","42.216667","-70.883333","18.3","HINGHAM 1, MA US","4",",6","4",",6","1",",6","","","","","","","","","","","","","","","18920914",",,6","","","","","41.4",",,6,14,","68.2",",,,6","","","",""
"USC00193625","1892-10","42.216667","-70.883333","18.3","HINGHAM 1, MA US","4",",6","4",",6","1",",6","","","","","","","","","","","","","","","18921004",",,6","","","","","42.7",",,6,04,","70.4",",,,6","","","",""
"USC00193625","1892-11","42.216667","-70.883333","18.3","HINGHAM 1, MA US","7",",6","7",",6","3",",6","1",",6","","","","","","","","","18921130",",,6","","","18921110",",,6","","","102",",,6,30,","55.9",",,6,10,","156.2",",,,6","122",",,,6","",""
"USC00193625","1892-12","42.216667","-70.883333","18.3","HINGHAM 1, MA US","5",",6","3",",6","0",",6","","","","","","","","","","","","","","","18921209",",,6","","","","","20.1",",,6,09,","32.4",",,,6","","","",""
"USC00193625","1893-01","42.216667","-70.883333","18.3","HINGHAM 1, MA US","6",",6","5",",6","0",",6","4",",6","","","","","","","","","18930106",",,6","","","18930102",",,6","","","178",",,6,06,","20.1",",,6,02,","47.7",",,,6","331",",,,6","",""
"USC00193625","1893-02","42.216667","-70.883333","18.3","HINGHAM 1, MA US","9","2,6","9","2,6","3","2,6","6",",6","","","","","","","","","18930218",",,6","","","18930214",",2,6","","","356",",,6,18,","44.7","2,,6,14,","171.6","2,,,6","813",",,,6","",""
"USC00193625","1893-03","42.216667","-70.883333","18.3","HINGHAM 1, MA US","5","1,6","4","1,6","1","1,6","1",",6","","","","","","","","","18930304",",,6","","","18930312",",1,6","","","51",",,6,04,","43.4","1,,6,12,","73.6","1,,,6","51",",,,6","",""
"USC00193625","1893-04","42.216667","-70.883333","18.3","HINGHAM 1, MA US","6","1,6","5","1,6","0","1,6","2",",6","","","","","","","","","18930406",",,6","","","18930421",",1,6","","","102",",,6,06,","21.8","1,,6,21,","75.1","1,,,6","178",",,,6","",""
"USC00193625","1893-05","42.216667","-70.883333","18.3","HINGHAM 1, MA US","5",",6","3",",6","1",",6","","","","","","","","","","","","","","","18930504",",,6","","","","","77.5",",,6,04,","120.2",",,,6","","","",""
"USC00193625","1893-06","42.216667","-70.883333","18.3","HINGHAM 1, MA US","6",",6","4",",6","1",",6","","","","","","","","","","","","","","","18930624",",,6","","","","","37.6",",,6,24,","59.7",",,,6","","","",""
"USC00193625","1893-07","42.216667","-70.883333","18.3","HINGHAM 1, MA US","8",",6","6",",6","1",",6","","","","","","","","","","","","","","","18930718",",,6","","","","","33.3",",,6,18,","59.0",",,,6","","","",""
"USC00193625","1893-08","42.216667","-70.883333","18.3","HINGHAM 1, MA US","9",",6","8",",6","2",",6","","","","","","","","","","","","","","","18930821",",,6","","","","","50.3",",,6,21,","135.4",",,,6","","","",""
"USC00193625","1893-09","42.216667","-70.883333","18.3","HINGHAM 1, MA US","6",",6","6",",6","0",",6","","","","","","","","","","","","","","","18930916",",,6","","","","","18.0",",,6,16,","51.3",",,,6","","","",""
"USC00193625","1893-10","42.216667","-70.883333","18.3","HINGHAM 1, MA US","3",",6","3",",6","1",",6","","","","","","","","","","","","","","","18931024",",,6","","","","","50.8",",,6,24,","78.8",",,,6","","","",""
"USC00193625","1893-11","42.216667","-70.883333","18.3","HINGHAM 1, MA US","4",",6","4",",6","1",",6","","","","","","","","","","","","","","","18931104",",,6","","","","","26.9",",,6,04,","63.4",",,,6","","","",""
"USC00193625","1893-12","42.216667","-70.883333","18.3","HINGHAM 1, MA US","5","3,6","5","3,6","2","3,6","4",",6","","","","","","","","","18931205",",,6","","","18931203",",3,6","","","178",",,6,05,","43.2","3,,6,03,","129.9","3,,,6","419",",,,6","",""
"USC00193625","1894-01","42.216667","-70.883333","18.3","HINGHAM 1, MA US","5",",6","4",",6","1",",6","3",",6","","","","","","","","","18940127",",,6","","","18940130",",,6","","","254",",,6,27,","30.5",",,6,30,","67.6",",,,6","406",",,,6","",""
"USC00193625","1894-02","42.216667","-70.883333","18.3","HINGHAM 1, MA US","6","2,6","6","2,6","1","2,6","4",",6","","","","","","","","","18940213",",,6","","","18940214",",2,6","","","381",",,6,13,","47.8","2,,6,14,","90.0","2,,,6","686",",,,6","",""
