"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HN03","HN03_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","HX03","HX03_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LN03","LN03_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","LX03","LX03_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MN03","MN03_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MX03","MX03_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00404561","1893-09","35.62133","-88.84559","112.5","JACKSON EXPERIMENTAL STATION, TN US","","","","","6",",6","6",",6","3",",6","","","","","","","","","","","","","","","","","","","","","","","18930923",",,6","","","","","","","","","35.6",",,6,23,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","119.4",",,,6","","","","","","","","","",""
"USC00404561","1893-10","35.62133","-88.84559","112.5","JACKSON EXPERIMENTAL STATION, TN US","","","","","2",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","18931002",",,6","","","","","","","","","22.9",",,6,02,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.1",",,,6","","","","","","","","","",""
"USC00404561","1893-11","35.62133","-88.84559","112.5","JACKSON EXPERIMENTAL STATION, TN US","","","","","5",",6","5",",6","3",",6","","","","","","","","","","","","","","","","","","","","","","","18931126","+,,6","","","","","","","","","25.4",",,6,26,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.3",",,,6","","","","","","","","","",""
"USC00404561","1893-12","35.62133","-88.84559","112.5","JACKSON EXPERIMENTAL STATION, TN US","","","","","4",",6","4",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","18931215",",,6","","","","","","","","","35.6",",,6,15,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.2",",,,6","","","","","","","","","",""
"USC00404561","1894-01","35.62133","-88.84559","112.5","JACKSON EXPERIMENTAL STATION, TN US","","","","","5",",6","5",",6","2",",6","","","","","","","","","","","","","","","","","","","","","","","18940104",",,6","","","","","","","","","30.5",",,6,04,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.1",",,,6","","","","","","","","","",""
"USC00404561","1894-02","35.62133","-88.84559","112.5","JACKSON EXPERIMENTAL STATION, TN US","","","","","7",",6","7",",6","2",",6","","","2",",6","","","","","","","","","","","","","","","","","18940225",",,6","18940207",",,6","","","","","","","152",",,6,25,","68.6",",,6,07,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","176.5",",,,6","203",",,,6","","","","","","","",""
"USC00404561","1894-03","35.62133","-88.84559","112.5","JACKSON EXPERIMENTAL STATION, TN US","","","","","8",",6","8",",6","3",",6","","","","","","","","","","","","","","","","","","","","","","","18940319",",,6","","","","","","","","","50.8",",,6,19,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","144.7",",,,6","","","","","","","","","",""
"USC00404561","1894-04","35.62133","-88.84559","112.5","JACKSON EXPERIMENTAL STATION, TN US","","","","","5",",6","5",",6","3",",6","","","","","","","","","","","","","","","","","","","","","","","18940419","+,,6","","","","","","","","","38.1",",,6,19,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","114.3",",,,6","","","","","","","","","",""
"USC00404561","1894-06","35.62133","-88.84559","112.5","JACKSON EXPERIMENTAL STATION, TN US","","","","","3",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","18940618",",,6","","","","","","","","","8.9",",,6,18,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.8",",,,6","","","","","","","","","",""
"USC00404561","1894-07","35.62133","-88.84559","112.5","JACKSON EXPERIMENTAL STATION, TN US","","","","","5",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","18940716",",,6","","","","","","","","","22.9",",,6,16,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.6",",,,6","","","","","","","","","",""
"USC00404561","1894-08","35.62133","-88.84559","112.5","JACKSON EXPERIMENTAL STATION, TN US","","","","","7",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","18940822",",,6","","","","","","","","","26.7",",,6,22,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103.5",",,,6","","","","","","","","","",""
"USC00404561","1894-09","35.62133","-88.84559","112.5","JACKSON EXPERIMENTAL STATION, TN US","","","","","3",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","18940915",",,6","","","","","","","","","12.7",",,6,15,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.8",",,,6","","","","","","","","","",""
"USC00404561","1894-11","35.62133","-88.84559","112.5","JACKSON EXPERIMENTAL STATION, TN US","","","","","2",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","18941123",",,6","","","","","","","","","11.4",",,6,23,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.9",",,,6","","","","","","","","","",""
"USC00404561","1894-12","35.62133","-88.84559","112.5","JACKSON EXPERIMENTAL STATION, TN US","","","","","4",",6","4",",6","0",",6","","","1",",6","","","","","","","","","","","","","","","","","18941229",",,6","18941209","+,,6","","","","","","","76",",,6,29,","22.9",",,6,09,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.3",",,,6","76",",,,6","","","","","","","",""
"USC00404561","1895-01","35.62133","-88.84559","112.5","JACKSON EXPERIMENTAL STATION, TN US","","","","","6",",6","6",",6","1",",6","","","3",",6","","","","","","","","","","","","","","","","","18950128",",,6","18950115",",,6","","","","","","","152",",,6,28,","61.0",",,6,15,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","113.1",",,,6","305",",,,6","","","","","","","",""
"USC00404561","1895-02","35.62133","-88.84559","112.5","JACKSON EXPERIMENTAL STATION, TN US","","","","","3",",6","3",",6","0",",6","","","2",",6","","","","","","","","","","","","","","","","","18950210",",,6","18950210",",,6","","","","","","","178",",,6,10,","17.8",",,6,10,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.8",",,,6","203",",,,6","","","","","","","",""
"USC00404561","1895-03","35.62133","-88.84559","112.5","JACKSON EXPERIMENTAL STATION, TN US","","","","","8",",6","8",",6","2",",6","","","","","","","","","","","","","","","","","","","","","","","18950319",",,6","","","","","","","","","68.6",",,6,19,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","164.2",",,,6","","","","","","","","","",""
"USC00404561","1895-04","35.62133","-88.84559","112.5","JACKSON EXPERIMENTAL STATION, TN US","","","19.3",",6","8",",6","7",",6","1",",6","","","","","0",",6","0",",6","0",",6","21",",6","0",",6","","","18950403",",,6","","","","","18950401",",,6","18950430",",,6","0.6",",6,03,","","","","","25.9",",,6,01,","30.6",",6,30,","","","","","","","","","","","81.9",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.9",",,,6","","","16.25",",6","22.50",",,,6","9.99",",,,6","",""
"USC00404561","1895-05","35.62133","-88.84559","112.5","JACKSON EXPERIMENTAL STATION, TN US","","","72.2","2,6","4",",6","4",",6","1",",6","","","","","0","1,6","0","1,6","0","1,6","24","1,6","2","1,6","","","18950514",",1,6","","","","","18950526",",,6","18950531",",1,6","3.9","1,6,14,","","","","","25.4",",,6,26,","33.3","1,6,31,","","","","","","","","","","","50.7","1,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.3",",,,6","","","19.09","2,6","25.21","1,,,6","12.96","1,,,6","",""
"USC00404561","1895-06","35.62133","-88.84559","112.5","JACKSON EXPERIMENTAL STATION, TN US","","","196.6",",6","5",",6","5",",6","1",",6","","","","","0",",6","0",",6","0",",6","30",",6","16",",6","","","18950607",",,6","","","","","18950630",",,6","18950602",",,6","12.2",",6,07,","","","","","31.0",",,6,30,","35.0",",6,02,","","","","","","","","","","","0.0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.7",",,,6","","","24.89",",6","30.98",",,,6","18.79",",,,6","",""
"USC00404561","1895-07","35.62133","-88.84559","112.5","JACKSON EXPERIMENTAL STATION, TN US","","","205.0",",6","12",",6","10",",6","1",",6","","","","","0",",6","0",",6","0",",6","31",",6","8",",6","","","18950710",",,6","","","","","18950720",",,6","18950719",",,6","10.0",",6,10,","","","","","29.5",",,6,20,","35.0",",6,19,","","","0.5","","","","","","","","0.5",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","145.7",",,,6","","","24.93",",6","29.54",",,,6","20.32",",,,6","",""
"USC00404561","1895-08","35.62133","-88.84559","112.5","JACKSON EXPERIMENTAL STATION, TN US","","","221.0",",6","6",",6","5",",6","3",",6","","","","","0",",6","0",",6","0",",6","31",",6","17",",6","","","18950802",",,6","","","","","18950820",",,6","18950819","+,,6","13.3",",6,02,","","","","","66.0",",,6,20,","34.4",",6,19,+","","","0.5","","","","","","","","0.0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","136.3",",,,6","","","25.46",",6","31.54",",,,6","19.38",",,,6","",""
"USC00404561","1895-10","35.62133","-88.84559","112.5","JACKSON EXPERIMENTAL STATION, TN US","","","1.1",",6","3",",6","3",",6","0",",6","","","","","0",",6","5",",6","0",",6","16",",6","0",",6","","","18951020",",,6","","","","","18951030",",,6","18951005",",,6","-3.3",",6,20,","","","","","15.2",",,6,30,","27.2",",6,05,","","","","","","","","","","","188.6",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.4",",,,6","","","12.29",",6","20.54",",,,6","4.04",",,,6","",""
"USC00404561","1895-11","35.62133","-88.84559","112.5","JACKSON EXPERIMENTAL STATION, TN US","","","","","4",",6","4",",6","3",",6","","","","","0","3,6","9","3,6","0","3,6","7","3,6","0","3,6","","","18951121",",3,6","","","","","18951125",",,6","18951104",",3,6","-6.1","3,6,21,","","","","","38.1",",,6,25,","24.4","3,6,04,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","105.2",",,,6","","","9.29","6,6","15.55","3,,,6","3.03","3,,,6","",""
"USC00404561","1895-12","35.62133","-88.84559","112.5","JACKSON EXPERIMENTAL STATION, TN US","","","","","7",",6","7",",6","1",",6","","","","","0","4,6","15","4,6","1","4,6","0","4,6","0","4,6","","","18951206",",4,6","","","","","18951201",",,6","18951224","+,4,6","-7.8","4,6,06,","","","","","38.1",",,6,01,","20.0","4,6,24,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.3",",,,6","","","5.23","8,6","10.38","4,,,6","0.08","4,,,6","",""
"USC00404561","1896-01","35.62133","-88.84559","112.5","JACKSON EXPERIMENTAL STATION, TN US","0.0","6","0.0","4,6","9",",6","9",",6","0",",6","","","","","0","2,6","16","2,6","1","2,6","0","2,6","0","2,6","","","18960104",",2,6","","","","","18960131","+,,6","18960130",",2,6","-11.1","2,6,04,","","","","","24.1",",,6,31,+","19.4","2,6,30,","","","","","","","","","","","379.0","2,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","112.2",",,,6","","","4.28","4,6","8.44","2,,,6","0.11","2,,,6","",""
"USC00404561","1896-02","35.62133","-88.84559","112.5","JACKSON EXPERIMENTAL STATION, TN US","0.0","6","0.0","2,6","6",",6","6",",6","0",",6","","","1",",6","0","1,6","13","1,6","0","1,6","1","1,6","0","1,6","","","18960221",",1,6","","","18960208",",,6","18960212",",,6","18960227",",1,6","-10.0","1,6,21,","","","69",",,6,08,","18.3",",,6,12,","21.7","1,6,27,","","","","","","","","","","","340.0","1,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.0",",,,6","69",",,,6","5.63","2,6","10.28","1,,,6","0.99","1,,,6","",""
"USC00404561","1896-03","35.62133","-88.84559","112.5","JACKSON EXPERIMENTAL STATION, TN US","2.8","6","2.8","4,6","9",",6","9",",6","2",",6","","","","","0","2,6","9","2,6","0","2,6","3","2,6","0","2,6","","","18960313","+,2,6","","","","","18960305",",,6","18960330",",2,6","-3.3","2,6,13,+","","","","","32.8",",,6,05,","23.9","2,6,30,","","","","","","","","","","","274.1","2,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","120.4",",,,6","","","8.33","4,6","13.02","2,,,6","3.63","2,,,6","",""
"USC00404561","1896-04","35.62133","-88.84559","112.5","JACKSON EXPERIMENTAL STATION, TN US","89.0","6","86.2",",6","7",",6","7",",6","2",",6","","","","","0",",6","0",",6","0",",6","23",",6","0",",6","","","18960403",",,6","","","","","18960401",",,6","18960426","+,,6","0.6",",6,03,","","","","","41.9",",,6,01,","30.0",",6,26,+","","","","","","","","","","","50.3",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","137.3",",,,6","","","19.53",",6","25.02",",,,6","14.04",",,,6","",""
"USC00404561","1896-05","35.62133","-88.84559","112.5","JACKSON EXPERIMENTAL STATION, TN US","251.7","6","162.7",",6","4",",6","4",",6","2",",6","","","","","0",",6","0",",6","0",",6","31",",6","3",",6","","","18960507",",,6","","","","","18960513",",,6","18960525",",,6","13.3",",6,07,","","","","","54.6",",,6,13,","32.8",",6,25,","","","","","","","","","","","0.0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110.8",",,,6","","","23.58",",6","29.41",",,,6","17.75",",,,6","",""
"USC00404561","1896-06","35.62133","-88.84559","112.5","JACKSON EXPERIMENTAL STATION, TN US","421.4","6","169.7",",6","7",",6","7",",6","3",",6","","","","","0",",6","0",",6","0",",6","30",",6","2",",6","","","18960613",",,6","","","","","18960616",",,6","18960627",",,6","12.8",",6,13,","","","","","36.8",",,6,16,","32.8",",6,27,","","","","","","","","","","","0.0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","116.2",",,,6","","","23.99",",6","29.08",",,,6","18.90",",,,6","",""
"USC00404561","1896-07","35.62133","-88.84559","112.5","JACKSON EXPERIMENTAL STATION, TN US","686.1","6","264.7",",6","5",",6","5",",6","3",",6","","","","","0",",6","0",",6","0",",6","31",",6","17",",6","","","18960710","+,,6","","","","","18960705",",,6","18960731","+,,6","17.2",",6,10,+","","","","","111.8",",,6,05,","36.7",",6,31,+","","","0.0","6","","","","","","","0.0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","191.8",",,,6","","","26.87",",6","32.22",",,,6","21.52",",,,6","",""
"USC00404561","1896-08","35.62133","-88.84559","112.5","JACKSON EXPERIMENTAL STATION, TN US","938.8","6","252.7",",6","3",",6","3",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","19",",6","","","18960829",",,6","","","","","18960818",",,6","18960815","+,,6","11.1",",6,29,","","","","","14.0",",,6,18,","37.2",",6,15,+","","","0.0","6","","","","","","","0.0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.2",",,,6","","","26.48",",6","32.96",",,,6","20.00",",,,6","",""
"USC00404561","1896-09","35.62133","-88.84559","112.5","JACKSON EXPERIMENTAL STATION, TN US","1061.6","6","122.8","2,6","4",",6","4",",6","1",",6","","","","","0","1,6","0","1,6","0","1,6","25","1,6","13","1,6","","","18960929","+,1,6","","","","","18960927",",,6","18960917",",1,6","5.0","1,6,29,+","","","","","26.7",",,6,27,","37.2","1,6,17,","","","26.9","6","","","","","","","26.9","1,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.6",",,,6","","","21.59","2,6","28.39","1,,,6","14.79","1,,,6","",""
"USC00404561","1896-10","35.62133","-88.84559","112.5","JACKSON EXPERIMENTAL STATION, TN US","1066.7","6","5.1",",6","2",",6","2",",6","1",",6","","","","","0",",6","1",",6","0",",6","19",",6","0",",6","","","18961018",",,6","","","","","18961029",",,6","18961001",",,6","-1.1",",6,18,","","","","","38.1",",,6,29,","27.8",",6,01,","","","145.4","6","","","","","","","118.5",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.5",",,,6","","","14.67",",6","21.50",",,,6","7.85",",,,6","",""
"USC00404561","1896-11","35.62133","-88.84559","112.5","JACKSON EXPERIMENTAL STATION, TN US","1067.6","6","0.9","5,6","4",",6","4",",6","1",",6","","","","","0","2,6","5","2,6","2","3,6","9","3,6","0","3,6","","","18961130",",2,6","","","","","18961127",",,6","18961117",",3,6","-7.8","2,6,30,","","","","","118.9",",,6,27,","24.4","3,6,17,","","","324.8","6","","","","","","","179.4","3,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","157.3",",,,6","","","11.12","5,6","16.52","3,,,6","5.71","2,,,6","",""
"USC00404561","1896-12","35.62133","-88.84559","112.5","JACKSON EXPERIMENTAL STATION, TN US","1067.6","6","0.0","4,6","3",",6","3",",6","1",",6","","","","","0","2,6","16","2,6","1","2,6","0","2,6","0","2,6","","","18961225",",2,6","","","","","18961208",",,6","18961212",",2,6","-8.3","2,6,25,","","","","","30.5",",,6,08,","20.6","2,6,12,","","","664.5","6","","","","","","","339.7","2,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.8",",,,6","","","5.76","4,6","11.88","2,,,6","-0.37","2,,,6","",""
"USC00404561","1897-01","35.62133","-88.84559","112.5","JACKSON EXPERIMENTAL STATION, TN US","0.0","6","0.0","4,6","5",",6","5",",6","2",",6","","","","","1","2,6","21","2,6","6","2,6","0","2,6","0","2,6","","","18970128",",2,6","","","","","18970117",",,6","18970102",",2,6","-17.8","2,6,28,","","","","","33.5",",,6,17,","20.6","2,6,02,","","","1113.9","6","","","","","","","449.4","2,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106.6",",,,6","","","2.15","4,6","7.21","2,,,6","-2.91","2,,,6","",""
"USC00404561","1897-02","35.62133","-88.84559","112.5","JACKSON EXPERIMENTAL STATION, TN US","2.8","6","2.8","2,6","6",",6","6",",6","1",",6","","","0",",6","0","1,6","10","1,6","0","1,6","4","1,6","0","1,6","","","18970227",",1,6","","","18970226",",,6","18970207",",,6","18970221",",1,6","-9.4","1,6,27,","","","0",",T,6,26,","35.6",",,6,07,","23.9","1,6,21,","","","1395.8","6","","","","","","","281.9","1,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.9",",,,6","0",",T,,6","7.50","2,6","12.06","1,,,6","2.94","1,,,6","",""
"USC00404561","1897-03","35.62133","-88.84559","112.5","JACKSON EXPERIMENTAL STATION, TN US","11.7","6","8.9",",6","17",",6","16",",6","5",",6","","","","","0",",6","0",",6","0",",6","7",",6","0",",6","","","18970326","+,,6","","","","","18970313",",,6","18970321",",,6","1.7",",6,26,+","","","","","50.8",",,6,13,","26.7",",6,21,","","","1583.2","6","","","","","","","187.4",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","298.5",",,,6","","","12.57",",6","17.50",",,,6","7.65",",,,6","",""
"USC00404561","1897-04","35.62133","-88.84559","112.5","JACKSON EXPERIMENTAL STATION, TN US","25.0","6","13.3",",6","14",",6","12",",6","1",",6","","","","","0",",6","0",",6","0",",6","16",",6","0",",6","","","18970410",",,6","","","","","18970414",",,6","18970427",",,6","1.7",",6,10,","","","","","26.9",",,6,14,","27.8",",6,27,","","","1677.1","6","","","","","","","93.9",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","168.1",",,,6","","","15.65",",6","20.97",",,,6","10.33",",,,6","",""
"USC00404561","1897-05","35.62133","-88.84559","112.5","JACKSON EXPERIMENTAL STATION, TN US","72.3","6","47.3",",6","5",",6","4",",6","0",",6","","","","","0",",6","0",",6","0",",6","27",",6","0",",6","","","18970502",",,6","","","","","18970523",",,6","18970528","+,,6","3.9",",6,02,","","","","","9.9",",,6,23,","31.1",",6,28,+","","","1722.6","6","","","","","","","45.5",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.9",",,,6","","","18.39",",6","24.81",",,,6","11.96",",,,6","",""
