"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00116779","1972-03","38.098","-89.3819","131.1","PINCKNEYVILLE 2 N, IL US","4",",6","1",",6","0",",6","","","","","","","","","","","","","19720327",",,6","","","","","20.8",",,6,27,","25.4",",,,6","",""
"USC00116779","1972-04","38.098","-89.3819","131.1","PINCKNEYVILLE 2 N, IL US","14",",6","11",",6","1",",6","","","","","","","","","","","","","19720420",",,6","","","","","33.3",",,6,20,","153.3",",,,6","",""
"USC00116779","1972-05","38.098","-89.3819","131.1","PINCKNEYVILLE 2 N, IL US","6",",6","3",",6","0",",6","","","","","","","","","","","","","19720525",",,6","","","","","15.5",",,6,25,","43.0",",,,6","",""
"USC00116779","1972-07","38.098","-89.3819","131.1","PINCKNEYVILLE 2 N, IL US","8",",6","8",",6","1",",6","","","","","","","","","","","","","19720716",",,6","","","","","27.4",",,6,16,","84.7",",,,6","",""
"USC00116779","1972-08","38.098","-89.3819","131.1","PINCKNEYVILLE 2 N, IL US","10",",6","8",",6","3",",6","","","","","","","","","","","","","19720804",",,6","","","","","66.8",",,6,04,","177.9",",,,6","",""
"USC00116779","1972-09","38.098","-89.3819","131.1","PINCKNEYVILLE 2 N, IL US","12",",6","7",",6","1",",6","","","","","","","","","","","","","19720908",",,6","","","","","28.4",",,6,08,","77.4",",,,6","",""
"USC00116779","1972-10","38.098","-89.3819","131.1","PINCKNEYVILLE 2 N, IL US","7",",6","5",",6","0",",6","","","","","","","","","","","","","19721031",",,6","","","","","20.3",",,6,31,","50.7",",,,6","",""
"USC00116779","1972-11","38.098","-89.3819","131.1","PINCKNEYVILLE 2 N, IL US","15",",6","10",",6","3",",6","","","","","","","","","","","","","19721101",",,6","","","","","57.7",",,6,01,","194.1",",,,6","",""
"USC00116779","1972-12","38.098","-89.3819","131.1","PINCKNEYVILLE 2 N, IL US","11",",6","6",",6","0",",6","","","","","","","","","","","","","19721213",",,6","","","","","21.3",",,6,13,","92.8",",,,6","",""
"USC00116779","1973-01","38.098","-89.3819","131.1","PINCKNEYVILLE 2 N, IL US","8",",6","6",",6","1",",6","","","","","","","","","","","","","19730119",",,6","","","","","27.9",",,6,19,","76.6",",,,6","",""
