"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"GMM00010142","1996-04","53.983","9.567","26.0","ITZEHOE, GM","9","2,S","3","2,S","0","2,S","","","","","","","19960411",",2,S","","","8.9","2,,S,11,","","","25.3","2,,,S","",""
"GMM00010142","1996-05","53.983","9.567","26.0","ITZEHOE, GM","15","1,S","9","1,S","0","1,S","","","","","","","19960525",",1,S","","","22.9","1,,S,25,","","","81.8","1,,,S","",""
"GMM00010142","1996-06","53.983","9.567","26.0","ITZEHOE, GM","11","2,S","2","2,S","1","2,S","","","","","","","19960609",",2,S","","","81.5","2,,S,09,","","","95.7","2,,,S","",""
"GMM00010142","1996-07","53.983","9.567","26.0","ITZEHOE, GM","13",",S","4",",S","0",",S","","","","","","","19960724",",,S","","","23.9",",,S,24,","","","55.3",",,,S","",""
"GMM00010142","1996-08","53.983","9.567","26.0","ITZEHOE, GM","11",",S","5",",S","1",",S","","","","","","","19960829",",,S","","","26.4",",,S,29,","","","66.3",",,,S","",""
"GMM00010142","1996-09","53.983","9.567","26.0","ITZEHOE, GM","8","4,S","5","4,S","0","4,S","","","","","","","19960930",",4,S","","","15.0","4,,S,30,","","","42.7","4,,,S","",""
"GMM00010142","1996-10","53.983","9.567","26.0","ITZEHOE, GM","13","1,S","9","1,S","1","1,S","","","","","","","19961017",",1,S","","","28.4","1,,S,17,","","","94.4","1,,,S","",""
"GMM00010142","1996-11","53.983","9.567","26.0","ITZEHOE, GM","24",",S","14",",S","0",",S","0","4,S","0","4,S","0","4,S","19961106",",,S","19961103",",4,S","14.2",",,S,06,","14.4","4,S,03,","116.3",",,,S","7.30","4,,,S"
"GMM00010142","1996-12","53.983","9.567","26.0","ITZEHOE, GM","13","2,S","4","2,S","0","2,S","","","","","","","19961204",",2,S","","","17.5","2,,S,04,","","","56.9","2,,,S","",""
"GMM00010142","1997-01","53.983","9.567","26.0","ITZEHOE, GM","3",",S","0",",S","0",",S","","","","","","","19970125",",,S","","","1.0",",,S,25,","","","1.8",",,,S","",""
"GMM00010142","1997-02","53.983","9.567","26.0","ITZEHOE, GM","19",",S","10",",S","0",",S","","","","","","","19970213",",,S","","","19.1",",,S,13,","","","78.1",",,,S","",""
"GMM00010142","1997-03","53.983","9.567","26.0","ITZEHOE, GM","11","2,S","8","2,S","0","2,S","0","4,S","0","4,S","0","4,S","19970328",",2,S","19970305",",4,S","19.8","2,,S,28,","14.1","4,S,05,","53.0","2,,,S","8.98","4,,,S"
"GMM00010142","1997-04","53.983","9.567","26.0","ITZEHOE, GM","8","1,S","4","1,S","0","1,S","","","","","","","19970429",",1,S","","","16.3","1,,S,29,","","","36.9","1,,,S","",""
"GMM00010142","1997-05","53.983","9.567","26.0","ITZEHOE, GM","14","1,S","8","1,S","1","1,S","","","","","","","19970521",",1,S","","","29.0","1,,S,21,","","","90.3","1,,,S","",""
"GMM00010142","1997-06","53.983","9.567","26.0","ITZEHOE, GM","13",",S","7",",S","0",",S","0","5,S","11","5,S","0","5,S","19970628",",,S","19970607",",5,S","21.3",",,S,28,","27.0","5,S,07,","66.9",",,,S","20.60","5,,,S"
"GMM00010142","1997-07","53.983","9.567","26.0","ITZEHOE, GM","17","2,S","14","2,S","0","2,S","","","","","","","19970727",",2,S","","","24.6","2,,S,27,","","","102.3","2,,,S","",""
"GMM00010142","1997-08","53.983","9.567","26.0","ITZEHOE, GM","5",",S","4",",S","1",",S","","","","","","","19970801",",,S","","","32.8",",,S,01,","","","76.6",",,,S","",""
"GMM00010142","1997-09","53.983","9.567","26.0","ITZEHOE, GM","5","5,S","2","5,S","0","5,S","","","","","","","19970907",",5,S","","","4.3","5,,S,07,","","","10.6","5,,,S","",""
"GMM00010142","1997-10","53.983","9.567","26.0","ITZEHOE, GM","15",",S","6",",S","2",",S","","","","","","","19971009",",,S","","","29.7",",,S,09,","","","101.2",",,,S","",""
"GMM00010142","1997-11","53.983","9.567","26.0","ITZEHOE, GM","9","1,S","2","1,S","0","1,S","0","5,S","0","5,S","0","5,S","19971115",",1,S","19971107",",5,S","3.8","1,,S,15,","13.6","5,S,07,","11.2","1,,,S","6.10","5,,,S"
"GMM00010142","1997-12","53.983","9.567","26.0","ITZEHOE, GM","18",",S","6",",S","0",",S","","","","","","","19971207",",,S","","","14.5",",,S,07,","","","62.3",",,,S","",""
"GMM00010142","1998-01","53.983","9.567","26.0","ITZEHOE, GM","18","2,S","10","2,S","0","2,S","","","","","","","19980105",",2,S","","","10.4","2,,S,05,","","","73.8","2,,,S","",""
"GMM00010142","1998-03","53.983","9.567","26.0","ITZEHOE, GM","17","1,S","9","1,S","0","1,S","","","","","","","19980304",",1,S","","","19.8","1,,S,04,","","","70.1","1,,,S","",""
"GMM00010142","1998-04","53.983","9.567","26.0","ITZEHOE, GM","12","5,S","8","5,S","0","5,S","","","","","","","19980426",",5,S","","","10.9","5,,S,26,","","","49.0","5,,,S","",""
"GMM00010142","1998-05","53.983","9.567","26.0","ITZEHOE, GM","10","1,S","3","1,S","0","1,S","0","5,S","7","5,S","0","5,S","19980507",",1,S","19980510",",5,S","7.6","1,,S,07,","25.2","5,S,10,","26.0","1,,,S","18.09","5,,,S"
"GMM00010142","1998-06","53.983","9.567","26.0","ITZEHOE, GM","19",",S","12",",S","0",",S","","","","","","","19980610",",,S","","","17.8",",,S,10,","","","119.5",",,,S","",""
"GMM00010142","1998-07","53.983","9.567","26.0","ITZEHOE, GM","25",",S","13",",S","0",",S","","","","","","","19980701",",,S","","","22.6",",,S,01,","","","105.7",",,,S","",""
"GMM00010142","1998-08","53.983","9.567","26.0","ITZEHOE, GM","12",",S","6",",S","0",",S","0","4,S","9","4,S","0","4,S","19980824",",,S","19980812",",4,S","23.1",",,S,24,","29.3","4,S,12,","65.3",",,,S","19.88","4,,,S"
"GMM00010142","1998-09","53.983","9.567","26.0","ITZEHOE, GM","13","1,S","6","1,S","0","1,S","0","4,S","0","4,S","0","4,S","19980928",",1,S","19980907",",4,S","17.0","1,,S,28,","20.4","4,S,07,","53.0","1,,,S","17.30","4,,,S"
"GMM00010142","1998-10","53.983","9.567","26.0","ITZEHOE, GM","19","3,S","18","3,S","1","3,S","","","","","","","19981028",",3,S","","","57.4","3,,S,28,","","","212.0","3,,,S","",""
"GMM00010142","1998-11","53.983","9.567","26.0","ITZEHOE, GM","16","2,S","9","2,S","1","2,S","","","","","","","19981106",",2,S","","","26.2","2,,S,06,","","","100.8","2,,,S","",""
"GMM00010142","1998-12","53.983","9.567","26.0","ITZEHOE, GM","15","4,S","7","4,S","0","4,S","","","","","","","19981213",",4,S","","","12.4","4,,S,13,","","","65.8","4,,,S","",""
"GMM00010142","1999-02","53.983","9.567","26.0","ITZEHOE, GM","21",",S","10",",S","0",",S","2","5,S","0","5,S","0","5,S","19990222",",,S","19990228",",5,S","10.4",",,S,22,","8.7","5,S,28,","75.8",",,,S","3.89","5,,,S"
"GMM00010142","1999-03","53.983","9.567","26.0","ITZEHOE, GM","17","3,S","8","3,S","0","3,S","","","","","","","19990303",",3,S","","","14.0","3,,S,03,","","","63.5","3,,,S","",""
"GMM00010142","1999-04","53.983","9.567","26.0","ITZEHOE, GM","14",",S","5",",S","0",",S","0","4,S","0","4,S","0","4,S","19990423",",,S","19990424",",4,S","17.0",",,S,23,","19.7","4,S,24,","46.7",",,,S","13.45","4,,,S"
"GMM00010142","1999-05","53.983","9.567","26.0","ITZEHOE, GM","13","1,S","5","1,S","0","1,S","0","2,S","7","2,S","0","2,S","19990530",",1,S","19990528",",2,S","7.9","1,,S,30,","29.0","2,S,28,","37.7","1,,,S","17.96","2,,,S"
"GMM00010142","1999-06","53.983","9.567","26.0","ITZEHOE, GM","15","1,S","7","1,S","0","1,S","0","5,S","9","5,S","0","5,S","19990606",",1,S","19990602",",5,S","7.1","1,,S,06,","24.8","5,S,02,","41.2","1,,,S","19.30","5,,,S"
"GMM00010142","1999-09","53.983","9.567","26.0","ITZEHOE, GM","12","2,S","8","2,S","0","2,S","0","4,S","16","4,S","0","4,S","19990921",",2,S","19990911",",4,S","16.0","2,,S,21,","28.6","4,S,11,","61.1","2,,,S","22.47","4,,,S"
"GMM00010142","1999-10","53.983","9.567","26.0","ITZEHOE, GM","16","1,S","11","1,S","0","1,S","","","","","","","19991003",",1,S","","","7.6","1,,S,03,","","","57.7","1,,,S","",""
"GMM00010142","1999-11","53.983","9.567","26.0","ITZEHOE, GM","13","3,S","5","3,S","0","3,S","","","","","","","19991118",",3,S","","","8.6","3,,S,18,","","","31.0","3,,,S","",""
"GMM00010142","1999-12","53.983","9.567","26.0","ITZEHOE, GM","23",",S","17",",S","1",",S","","","","","","","19991207",",,S","","","33.0",",,S,07,","","","179.4",",,,S","",""
"GMM00010142","2000-01","53.983","9.567","26.0","ITZEHOE, GM","18","4,S","8","4,S","0","4,S","","","","","","","20000130",",4,S","","","14.5","4,,S,30,","","","63.5","4,,,S","",""
"GMM00010142","2000-02","53.983","9.567","26.0","ITZEHOE, GM","18","2,S","13","2,S","0","2,S","","","","","","","20000219",",2,S","","","10.2","2,,S,19,","","","76.9","2,,,S","",""
"GMM00010142","2000-03","53.983","9.567","26.0","ITZEHOE, GM","24",",S","14",",S","0",",S","","","","","","","20000308","+,,S","","","17.5",",,S,08,+","","","104.8",",,,S","",""
"GMM00010142","2000-04","53.983","9.567","26.0","ITZEHOE, GM","11",",S","5",",S","0",",S","","","","","","","20000413",",,S","","","7.1",",,S,13,","","","30.3",",,,S","",""
"GMM00010142","2000-05","53.983","9.567","26.0","ITZEHOE, GM","12",",S","8",",S","0",",S","","","","","","","20000522",",,S","","","13.5",",,S,22,","","","56.8",",,,S","",""
"GMM00010142","2000-06","53.983","9.567","26.0","ITZEHOE, GM","14",",S","7",",S","1",",S","","","","","","","20000626",",,S","","","39.1",",,S,26,","","","84.0",",,,S","",""
"GMM00010142","2000-07","53.983","9.567","26.0","ITZEHOE, GM","14","3,S","8","3,S","0","3,S","","","","","","","20000712","+,3,S","","","8.1","3,,S,12,+","","","52.2","3,,,S","",""
"GMM00010142","2000-08","53.983","9.567","26.0","ITZEHOE, GM","12","2,S","5","2,S","0","2,S","","","","","","","20000802",",2,S","","","8.1","2,,S,02,","","","33.9","2,,,S","",""
"GMM00010142","2000-09","53.983","9.567","26.0","ITZEHOE, GM","17",",S","8",",S","0",",S","","","","","","","20000929",",,S","","","11.2",",,S,29,","","","59.3",",,,S","",""
"GMM00010142","2000-10","53.983","9.567","26.0","ITZEHOE, GM","19",",S","11",",S","0",",S","","","","","","","20001027",",,S","","","20.3",",,S,27,","","","73.2",",,,S","",""
"GMM00010142","2000-11","53.983","9.567","26.0","ITZEHOE, GM","17","1,S","6","1,S","0","1,S","","","","","","","20001102",",1,S","","","7.9","1,,S,02,","","","41.9","1,,,S","",""
"GMM00010142","2000-12","53.983","9.567","26.0","ITZEHOE, GM","16","2,S","7","2,S","0","2,S","","","","","","","20001212",",2,S","","","16.0","2,,S,12,","","","51.3","2,,,S","",""
"GMM00010142","2001-01","53.983","9.567","26.0","ITZEHOE, GM","18",",S","7",",S","0",",S","","","","","","","20010109",",,S","","","18.5",",,S,09,","","","59.6",",,,S","",""
"GMM00010142","2001-02","53.983","9.567","26.0","ITZEHOE, GM","15",",S","8",",S","0",",S","","","","","","","20010206",",,S","","","14.2",",,S,06,","","","51.1",",,,S","",""
"GMM00010142","2001-03","53.983","9.567","26.0","ITZEHOE, GM","20",",S","6",",S","0",",S","","","","","","","20010319",",,S","","","15.5",",,S,19,","","","64.2",",,,S","",""
"GMM00010142","2001-04","53.983","9.567","26.0","ITZEHOE, GM","21","1,S","10","1,S","0","1,S","","","","","","","20010426",",1,S","","","15.5","1,,S,26,","","","73.3","1,,,S","",""
"GMM00010142","2001-05","53.983","9.567","26.0","ITZEHOE, GM","6",",S","4",",S","0",",S","","","","","","","20010504",",,S","","","12.7",",,S,04,","","","41.9",",,,S","",""
"GMM00010142","2001-06","53.983","9.567","26.0","ITZEHOE, GM","14","3,S","6","3,S","0","3,S","","","","","","","20010616",",3,S","","","13.5","3,,S,16,","","","53.6","3,,,S","",""
"GMM00010142","2001-07","53.983","9.567","26.0","ITZEHOE, GM","12",",S","7",",S","1",",S","","","","","","","20010724",",,S","","","31.5",",,S,24,","","","92.5",",,,S","",""
"GMM00010142","2001-08","53.983","9.567","26.0","ITZEHOE, GM","16","4,S","11","4,S","0","4,S","","","","","","","20010807",",4,S","","","17.5","4,,S,07,","","","101.3","4,,,S","",""
"GMM00010142","2001-10","53.983","9.567","26.0","ITZEHOE, GM","13","1,S","7","1,S","0","1,S","","","","","","","20011003",",1,S","","","9.9","1,,S,03,","","","45.9","1,,,S","",""
"GMM00010142","2001-11","53.983","9.567","26.0","ITZEHOE, GM","20",",S","11",",S","0",",S","","","","","","","20011108",",,S","","","15.5",",,S,08,","","","97.3",",,,S","",""
"GMM00010142","2001-12","53.983","9.567","26.0","ITZEHOE, GM","16","4,S","8","4,S","0","4,S","","","","","","","20011225",",4,S","","","18.0","4,,S,25,","","","87.4","4,,,S","",""
"GMM00010142","2002-01","53.983","9.567","26.0","ITZEHOE, GM","18","1,S","10","1,S","0","1,S","","","","","","","20020129",",1,S","","","9.4","1,,S,29,","","","65.4","1,,,S","",""
"GMM00010142","2002-02","53.983","9.567","26.0","ITZEHOE, GM","21",",S","17",",S","1",",S","","","","","","","20020212",",,S","","","25.9",",,S,12,","","","169.8",",,,S","",""
"GMM00010142","2003-07","53.983","9.567","26.0","ITZEHOE, GM","12","1,S","6","1,S","0","1,S","0","5,S","20","5,S","1","5,S","20030703",",1,S","20030720",",5,S","21.6","1,,S,03,","32.3","5,S,20,","56.1","1,,,S","24.13","5,,,S"
