"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00013776","1948-09","34.60817","-79.059","36.9","LUMBERTON REGIONAL AIRPORT, NC US","","","","","","","","","","","","","118.2",",0","10",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","4",",0","","","","","19480925",",,0","19480930","+,,0","19480930","+,,0","","","19480929",",,0","19480921",",,0","10.6",",0,25,","0",",,0,30,+","0",",,0,30,+","30.2",",,0,29,","34.4",",0,21,","","","3.3",",0","95.9",",,,0","","","","","","","0",",,,0","22.16",",0","27.88",",,,0","16.45",",,,0","","","","","","","","","",""
"USW00013776","1948-10","34.60817","-79.059","36.9","LUMBERTON REGIONAL AIRPORT, NC US","","","","","","","","","","","","","7.9",",0","6",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","","","","","19481020",",,0","19481031","+,,0","19481031","+,,0","","","19481004",",,0","19481017","+,,0","0.6",",0,20,","0",",,0,31,+","0",",,0,31,+","45.5",",,0,04,","26.7",",0,17,+","","","118.1",",0","97.2",",,,0","","","","","","","0",",,,0","14.78",",0","22.09",",,,0","7.47",",,,0","","","","","","","","","",""
"USW00013776","1948-11","34.60817","-79.059","36.9","LUMBERTON REGIONAL AIRPORT, NC US","","","","","","","","","","","","","19.2",",0","16",",0","10",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18",",0","0",",0","","","","","19481115",",,0","19481130","+,,0","19481130","+,,0","","","19481119",",,0","19481105",",,0","0.6",",0,15,","0",",,0,30,+","0",",,0,30,+","53.6",",,0,19,","28.3",",0,05,","","","128.0",",0","222.3",",,,0","","","","","","","0",",,,0","14.71",",0","20.60",",,,0","8.82",",,,0","","","","","","","","","",""
"USW00013776","1948-12","34.60817","-79.059","36.9","LUMBERTON REGIONAL AIRPORT, NC US","","","","","","","","","","","","","2.5",",0","10",",0","9",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","9",",0","0",",0","","","","","19481227",",,0","19481231","+,,0","19481231","+,,0","","","19481225",",,0","19481216",",,0","-8.9",",0,27,","0",",,0,31,+","0",",,0,31,+","17.5",",,0,25,","24.4",",0,16,","","","270.9",",0","100.0",",,,0","","","","","","","0",",,,0","9.67",",0","15.41",",,,0","3.93",",,,0","","","","","","","","","",""
"USW00013776","1949-01","34.60817","-79.059","36.9","LUMBERTON REGIONAL AIRPORT, NC US","","","","","","","","","","","0.5","0","0.5",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","13",",0","0",",0","11","","","","19490102",",,0","19490131","+,,0","19490130",",,0","","","19490130",",,0","19490117",",,0","-2.8",",0,02,","0",",,0,31,+","0",",T,0,30,","10.2",",,0,30,","25.0",",0,17,","","","204.5",",0","31.1",",,,0","","","","","","","0",",T,,0","11.75",",0","17.77",",,,0","5.74",",,,0","","","","","","","","","",""
"USW00013776","1949-02","34.60817","-79.059","36.9","LUMBERTON REGIONAL AIRPORT, NC US","","","","","","","","","","","5.3","0","4.8",",0","10",",0","6",",0","1",",0","0",",0","0",",0","0",",0","3",",0","0",",0","9",",0","0",",0","12","","","","19490212",",,0","19490228","+,,0","19490228","+,,0","","","19490219",",,0","19490215",",,0","-2.2",",0,12,","0",",,0,28,+","0",",,0,28,+","31.5",",,0,19,","26.7",",0,15,","","","185.2",",0","101.6",",,,0","","","","","","","0",",,,0","11.89",",0","17.72",",,,0","6.05",",,,0","","","","","","","","","",""
"USW00013776","1949-03","34.60817","-79.059","36.9","LUMBERTON REGIONAL AIRPORT, NC US","","","","","","","","","","","29.4","0","24.1",",0","10",",0","8",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","13",",0","0",",0","6","","","","19490316",",,0","19490331","+,,0","19490331","+,,0","","","19490323",",,0","19490327",",,0","-3.3",",0,16,","0",",,0,31,+","0",",,0,31,+","8.4",",,0,23,","30.0",",0,27,","","","200.8",",0","43.4",",,,0","","","","","","","0",",,,0","12.63",",0","19.68",",,,0","5.58",",,,0","","","","","","","","","",""
"USW00013776","1949-04","34.60817","-79.059","36.9","LUMBERTON REGIONAL AIRPORT, NC US","","","","","","","","","","","47.5","0","18.1",",0","12",",0","10",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","20",",0","0",",0","9","","","","19490417",",,0","19490430","+,,0","19490430","+,,0","6","","19490428",",,0","19490427",",,0","0.0",",0,17,","0",",,0,30,+","0",",,0,30,+","50.5",",,0,28,","29.4",",0,27,","","","80.6",",0","145.9",",,,0","","","","","","","0",",,,0","16.25",",0","22.58",",,,0","9.91",",,,0","","","","","","","","","",""
"USW00013776","1949-05","34.60817","-79.059","36.9","LUMBERTON REGIONAL AIRPORT, NC US","","","","","","","","","","","147.7","0","100.2",",0","12",",0","11",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","4",",0","7","","","","19490513",",,0","19490531","+,,0","19490531","+,,0","12","","19490503",",,0","19490520",",,0","9.4",",0,13,","0",",,0,31,+","0",",,0,31,+","43.4",",,0,03,","34.4",",0,20,","","","8.6",",0","141.7",",,,0","","","","","","","0",",,,0","21.29",",0","27.90",",,,0","14.67",",,,0","","","","","","","","","",""
"USW00013776","1949-06","34.60817","-79.059","36.9","LUMBERTON REGIONAL AIRPORT, NC US","","","","","","","","","","","358.9","0","211.2",",0","12",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","14",",0","10","","","","19490602",",,0","19490630","+,,0","19490630","+,,0","8","","19490623",",,0","19490627",",,0","13.3",",0,02,","0",",,0,30,+","0",",,0,30,+","39.6",",,0,23,","36.7",",0,27,","","","0.0",",0","163.1",",,,0","","","","","","","0",",,,0","25.37",",0","30.59",",,,0","20.16",",,,0","","","","","","","","","",""
