"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00295968","2008-04","34.6241","-106.3102","2033.6","MOUNTAINAIR 8 NW, NM US","","","","","0.0","1,0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0","1,0","11","1,0","0","1,0","","","20080413","+,,0","20080418",",,0","20080418",",,0","","","20080410",",,0","20080416",",1,0","-7.8",",0,13,+","0",",T,0,18,","0",",T,0,18,","1.3",",,0,10,","26.7","1,0,16,","","","268.1","1,0","1.3",",,,0","0",",T,,0","9.06","1,0","19.58","1,,,0","-1.46",",,,0","","","",""
"USC00295968","2008-06","34.6241","-106.3102","2033.6","MOUNTAINAIR 8 NW, NM US","","","","","80.2",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","16",",0","","","20080614","+,,0","20080630","+,,0","20080630","+,,0","","","20080629",",,0","20080620",",,0","2.8",",0,14,+","0",",,0,30,+","0",",,0,30,+","19.1",",,0,29,","35.6",",0,20,","","","10.0",",0","21.7",",,,0","0",",,,0","20.67",",0","31.69",",,,0","9.65",",,,0","","","",""
"USC00295968","2008-07","34.6241","-106.3102","2033.6","MOUNTAINAIR 8 NW, NM US","","","","","60.1",",0","18",",0","14",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","5",",0","","","20080701",",,0","20080731","+,,0","20080731","+,,0","","","20080712",",,0","20080731","+,,0","8.9",",0,01,","0",",,0,31,+","0",",,0,31,+","21.3",",,0,12,","33.3",",0,31,+","8.8","0","8.8",",0","113.7",",,,0","0",",,,0","19.99",",0","27.55",",,,0","12.42",",,,0","","","",""
"USC00295968","2008-08","34.6241","-106.3102","2033.6","MOUNTAINAIR 8 NW, NM US","","","","","58.3",",0","11",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","4",",0","2","","20080829","+,,0","20080831","+,,0","20080831","+,,0","","","20080817",",,0","20080801",",,0","7.8",",0,29,+","0",",,0,31,+","0",",,0,31,+","24.6",",,0,17,","33.9",",0,01,","17.1","0","8.3",",0","90.0",",,,0","0",",,,0","19.94",",0","28.67",",,,0","11.22",",,,0","","","",""
"USC00295968","2008-09","34.6241","-106.3102","2033.6","MOUNTAINAIR 8 NW, NM US","","","","","2.6",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","","","20080930","+,,0","20080930","+,,0","20080930","+,,0","","","20080901",",,0","20080907",",,0","2.2",",0,30,+","0",",,0,30,+","0",",,0,30,+","6.1",",,0,01,","30.0",",0,07,","84.2","0","67.1",",0","15.8",",,,0","0",",,,0","16.18",",0","25.37",",,,0","7.00",",,,0","","","",""
"USC00295968","2008-11","34.6241","-106.3102","2033.6","MOUNTAINAIR 8 NW, NM US","","","","","0.0",",0","3",",0","1",",0","0",",0","1",",0","0",",0","0",",0","23",",0","0",",0","3",",0","0",",0","","","20081122","+,,0","20081110",",,0","20081110",",,0","","","20081128",",,0","20081102",",,0","-11.1",",0,22,+","25",",,0,10,","13",",,0,10,","6.1",",,0,28,","22.8",",0,02,","","","386.2",",0","7.9",",,,0","18",",,,0","5.46",",0","14.35",",,,0","-3.43",",,,0","","","",""
"USC00295968","2008-12","34.6241","-106.3102","2033.6","MOUNTAINAIR 8 NW, NM US","","","","","0.0",",0","7",",0","4",",0","0",",0","6",",0","3",",0","0",",0","25",",0","1",",0","0",",0","0",",0","","","20081210","+,,0","20081216","+,,0","20081216",",,0","","","20081216",",,0","20081203",",,0","-12.2",",0,10,+","76",",,0,16,+","102",",,0,16,","10.2",",,0,16,","19.4",",0,03,","","","505.7",",0","28.1",",,,0","230",",,,0","2.02",",0","8.88",",,,0","-4.84",",,,0","","","",""
"USC00295968","2009-01","34.6241","-106.3102","2033.6","MOUNTAINAIR 8 NW, NM US","","","0.0","0","0.0",",0","3",",0","1",",0","0",",0","3",",0","1",",0","0",",0","30",",0","0",",0","0",",0","0",",0","","","20090106","+,,0","20090110",",,0","20090110",",,0","","","20090110",",,0","20090122","+,,0","-14.4",",0,06,+","51",",,0,10,","51",",,0,10,","4.8",",,0,10,","16.7",",0,22,+","","","498.3",",0","7.6",",,,0","80",",,,0","2.26",",0","10.85",",,,0","-6.33",",,,0","","","",""
"USC00295968","2009-02","34.6241","-106.3102","2033.6","MOUNTAINAIR 8 NW, NM US","","","0.0","0","0.0",",0","1",",0","1",",0","0",",0","1",",0","1",",0","0",",0","25",",0","0",",0","1",",0","0",",0","","","20090215",",,0","20090211",",,0","20090211",",,0","","","20090211",",,0","20090224",",,0","-13.3",",0,15,","25",",,0,11,","25",",,0,11,","2.5",",,0,11,","21.1",",0,24,","","","409.9",",0","2.5",",,,0","25",",,,0","3.69",",0","13.13",",,,0","-5.75",",,,0","","","",""
"USC00295968","2009-03","34.6241","-106.3102","2033.6","MOUNTAINAIR 8 NW, NM US","","","0.0","0","0.0","1,0","5",",0","4",",0","0",",0","1",",0","2",",0","0","1,0","25","1,0","0","1,0","7","1,0","0","1,0","1","","20090313","+,1,0","20090327",",,0","20090328","+,,0","","","20090309",",,0","20090303",",1,0","-10.6","1,0,13,+","25",",,0,27,","25",",,0,28,+","2.8",",,0,09,","22.8","1,0,03,","","","368.8","1,0","12.1",",,,0","50",",,,0","6.04","1,0","15.13","1,,,0","-3.05","1,,,0","","","",""
