"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"CA004012410","2011-12","49.2167","-102.9667","581.0","ESTEVAN, SK CA","","","0.0",",C","","","","","","","","","3",",C","31",",C","17",",C","0",",C","0",",C","20111205",",,C","","","","","20111224",",,C","-21.9",",C,05,","","","","","6.7",",C,24,","","","725.0",",C","","","-5.05",",C","-0.61",",,,C","-9.50",",,,C","","","",""
"CA004012410","2012-01","49.2167","-102.9667","581.0","ESTEVAN, SK CA","0.0","C","0.0",",C","","","","","","","","","9",",C","30",",C","17",",C","0",",C","0",",C","20120119",",,C","","","","","20120105",",,C","-30.8",",C,19,","","","","","10.3",",C,05,","","","820.3",",C","","","-8.13",",C","-2.75",",,,C","-13.51",",,,C","","","",""
"CA004012410","2012-02","49.2167","-102.9667","581.0","ESTEVAN, SK CA","0.0","C","0.0",",C","6",",C","1",",C","0",",C","","","7",",C","29",",C","17",",C","0",",C","0",",C","20120227",",,C","","","20120225",",,C","20120205",",,C","-25.5",",C,27,","","","4.5",",,C,25,","6.9",",C,05,","","","728.2",",C","9.2",",,,C","-6.78",",C","-1.62",",,,C","-11.94",",,,C","","","",""
"CA004012410","2012-03","49.2167","-102.9667","581.0","ESTEVAN, SK CA","0.0","C","0.0",",C","4","1,C","1","1,C","0","1,C","","","1",",C","26",",C","5",",C","2",",C","0",",C","20120303",",,C","","","20120324",",1,C","20120322",",,C","-22.6",",C,03,","","","3.0","1,,C,24,","22.7",",C,22,","","","483.6",",C","4.2","1,,,C","2.73",",C","9.24",",,,C","-3.77",",,,C","","","",""
"CA004012410","2012-04","49.2167","-102.9667","581.0","ESTEVAN, SK CA","1.1","C","1.1",",C","10",",C","4",",C","0",",C","","","0",",C","13",",C","0",",C","3",",C","0",",C","20120410",",,C","","","20120427",",,C","20120424",",,C","-7.7",",C,10,","","","10.4",",,C,27,","29.9",",C,24,","","","360.3",",C","33.0",",,,C","6.36",",C","12.44",",,,C","0.28",",,,C","","","",""
"CA004012410","2012-05","49.2167","-102.9667","581.0","ESTEVAN, SK CA","1.1","C","0.0","1,C","9","2,C","5","2,C","1","2,C","","","0","1,C","0","1,C","0","1,C","6","1,C","0","1,C","20120512",",1,C","","","20120527",",2,C","20120516",",1,C","1.4","1,C,12,","","","26.7","2,,C,27,","27.4","1,C,16,","","","216.9","1,C","79.0","2,,,C","11.10","1,C","16.75","1,,,C","5.45","1,,,C","","","",""
"CA004012410","2012-06","49.2167","-102.9667","581.0","ESTEVAN, SK CA","16.5","C","15.4","1,C","10","1,C","7","1,C","0","1,C","","","0","1,C","0","1,C","0","1,C","19","1,C","0","1,C","20120611",",1,C","","","20120607",",1,C","20120626",",1,C","5.6","1,C,11,","","","14.0","1,,C,07,","30.5","1,C,26,","","","52.1","1,C","46.7","1,,,C","17.07","1,C","23.01","1,,,C","11.12","1,,,C","","","",""
"CA004012410","2012-07","49.2167","-102.9667","581.0","ESTEVAN, SK CA","129.4","C","112.9",",C","7",",C","4",",C","0",",C","","","0",",C","0",",C","0",",C","31",",C","3",",C","20120727",",,C","","","20120715",",,C","20120719",",,C","10.4",",C,27,","","","7.8",",,C,15,","34.1",",C,19,","1.2","C","1.2",",C","27.5",",,,C","21.94",",C","28.48",",,,C","15.40",",,,C","","","",""
"CA004012410","2012-08","49.2167","-102.9667","581.0","ESTEVAN, SK CA","166.3","C","36.9","1,C","2","1,C","1","1,C","0","1,C","","","0","1,C","0","1,C","0","1,C","27","1,C","3","1,C","20120816",",1,C","","","20120807",",1,C","20120829",",1,C","7.1","1,C,16,","","","10.4","1,,C,07,","34.0","1,C,29,","24.9","C","23.7","1,C","10.9","1,,,C","18.77","1,C","26.72","1,,,C","10.83","1,,,C","","","",""
"CA004012410","2012-09","49.2167","-102.9667","581.0","ESTEVAN, SK CA","172.8","C","6.5",",C","2",",C","1",",C","0",",C","","","0",",C","4",",C","0",",C","17",",C","0",",C","20120922",",,C","","","20120916",",,C","20120901",",,C","-5.4",",C,22,","","","6.5",",,C,16,","31.3",",C,01,","173.1","C","148.2",",C","8.3",",,,C","13.61",",C","22.49",",,,C","4.73",",,,C","","","",""
