"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"MGM00044336","1985-01","45.45","103.9","1316.0","SAIKHAN OVOO, MG","0","1,S","0","1,S","0","1,S","","","","","","","","","","","","","","","","","19850131","+,1,S","","","","","","","0.0","1,,S,31,+","","","0.0","1,,,S","","","","","",""
"MGM00044336","1985-02","45.45","103.9","1316.0","SAIKHAN OVOO, MG","","","","","","","","","","","","","22","5,S","0","5,S","0","5,S","","","","","","","19850201",",5,S","","","","","","","0.2","5,S,01,","","","","","-7.86","5,,,S","",""
"MGM00044336","1985-05","45.45","103.9","1316.0","SAIKHAN OVOO, MG","","","","","","","","","","","","","0","5,S","11","5,S","0","5,S","","","","","","","19850522",",5,S","","","","","","","29.3","5,S,22,","","","","","19.72","5,,,S","",""
"MGM00044336","1985-06","45.45","103.9","1316.0","SAIKHAN OVOO, MG","","","","","","","","","","","","","0","3,S","25","3,S","0","3,S","","","","","","","19850622",",3,S","","","","","","","31.1","3,S,22,","","","","","25.47","3,,,S","",""
"MGM00044336","1985-10","45.45","103.9","1316.0","SAIKHAN OVOO, MG","0","1,S","0","1,S","0","1,S","","","","","","","0","4,S","1","4,S","0","4,S","","","","","19851031","+,1,S","19851003",",4,S","","","","","0.0","1,,S,31,+","22.1","4,S,03,","0.0","1,,,S","","","12.41","4,,,S","",""
"MGM00044336","1985-11","45.45","103.9","1316.0","SAIKHAN OVOO, MG","","","","","","","","","","","","","15","4,S","0","4,S","0","4,S","","","","","","","19851104",",4,S","","","","","","","8.3","4,S,04,","","","","","-0.93","4,,,S","",""
"MGM00044336","1986-01","45.45","103.9","1316.0","SAIKHAN OVOO, MG","1","3,S","0","3,S","0","3,S","","","","","","","","","","","","","","","","","19860119",",3,S","","","","","","","0.5","3,,S,19,","","","0.5","3,,,S","","","","","",""
"MGM00044336","1986-02","45.45","103.9","1316.0","SAIKHAN OVOO, MG","0","4,S","0","4,S","0","4,S","","","","","","","20","3,S","0","3,S","0","3,S","","","","","19860228","+,4,S","19860212",",3,S","","","","","0.0","4,,S,28,+","6.5","3,S,12,","0.0","4,,,S","","","-5.26","3,,,S","",""
"MGM00044336","1986-03","45.45","103.9","1316.0","SAIKHAN OVOO, MG","1","5,S","1","5,S","0","5,S","","","","","","","","","","","","","","","","","19860317",",5,S","","","","","","","7.1","5,,S,17,","","","7.1","5,,,S","","","","","",""
"MGM00044336","1986-06","45.45","103.9","1316.0","SAIKHAN OVOO, MG","","","","","","","","","","","","","0","5,S","25","5,S","3","5,S","","","","","","","19860621",",5,S","","","","","","","34.0","5,S,21,","","","","","28.06","5,,,S","",""
